cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.129234,0.136329,-0.00709498,0.14348,0.152164,0.00787707,0.00769975,0.129227,0.136321,False,0.0904758625,0.0586815,0.194322,0.0492556,0.0991446,0.0477516,0.0690947,0.111494,0.0940629,0.339392,0.339271,1.21431,1.21422,,,,,,,
1,initial_eval,1,1,False,False,0.137312,0.130045,0.00726692,0.15035,0.159903,0.0284392,0.028279,0.130038,0.137304,True,0.0711176875,0.0628328,0.129337,-2.78481e-26,0.186699,0.0106648,0.0814045,0.04349,0.0545134,0.339596,0.339365,1.20382,1.20369,,,,,,,
2,initial_eval,2,1,False,False,0.139243,0.1326,0.00664283,0.142737,0.150499,0.0118396,0.0117476,0.132592,0.139235,True,0.0966846125,0.101308,0.0689228,0.150438,0.0420763,0.0841127,0.0845141,0.121111,0.120994,0.341433,0.341408,1.1934,1.19321,,,,,,,
3,initial_eval,3,0,False,False,0.133105,0.139848,-0.00674299,0.145837,0.153846,0.00817116,0.00802055,0.133098,0.13984,False,0.09136564999999999,0.177498,0.0625136,0.0966161,0.0975995,0.0550397,0.11273,0.0750274,0.0539009,0.339939,0.339866,1.18306,1.18282,,,,,,,
4,train,0,0,True,True,0.130379,0.137338,-0.00695916,0.143479,0.152164,0.00787699,0.00769968,0.130372,0.137331,False,0.09047463749999998,0.0586801,0.194321,0.0492543,0.0991426,0.0477505,0.0690932,0.111494,0.0940614,0.339434,0.339313,0.879427,0.926591,0.000108494,-0.00498771,0.00197145,0.134048,0.00288483,0.134048,0.000225142
5,train,1,1,True,True,0.136113,0.130729,0.00538417,0.150907,0.15824,0.0285802,0.0283196,0.130722,0.136105,True,0.0710131375,0.0626995,0.129232,-2.89509e-26,0.186637,0.0105756,0.0811814,0.0434392,0.0543404,0.339544,0.339433,0.883454,0.921088,0.000131554,0.00748446,0.0021003,0.108913,0.00242999,0.108913,0.000179283
6,train,2,1,True,True,0.137815,0.131509,0.00630632,0.141397,0.148822,0.0118528,0.0117576,0.131501,0.137807,True,0.09651362499999998,0.10118,0.0686482,0.150246,0.0418242,0.0839928,0.0843508,0.121007,0.12086,0.341473,0.341461,0.881618,0.923559,0.000137909,0.00812409,0.00181778,0.0316428,0.00274549,0.0316428,0.00018345
7,train,3,0,True,True,0.130783,0.138833,-0.00805004,0.142885,0.152437,0.0081602,0.0079912,0.130776,0.138826,False,0.09117312500000001,0.177923,0.062057,0.0963684,0.0972959,0.0548119,0.112565,0.0748419,0.0535219,0.339973,0.339844,0.877358,0.929686,0.000284443,-0.0060212,0.00202884,0.0938855,0.00299585,0.0938855,0.000176925
8,final_eval,0,0,False,False,0.128015,0.134196,-0.00618114,0.142312,0.149265,0.00782271,0.00778716,0.128008,0.134189,False,0.09018785000000001,0.0582538,0.194224,0.0488441,0.098523,0.047464,0.0685784,0.11201,0.0936055,0.339281,0.339275,1.1528,1.15285,,,,,,,
9,final_eval,1,1,False,False,0.135099,0.127942,0.00715742,0.148128,0.158437,0.00756096,0.00721512,0.127935,0.135092,True,0.0707846625,0.0624015,0.128983,-2.74254e-26,0.186549,0.0103745,0.0806934,0.0433224,0.0539535,0.338304,0.338095,1.14283,1.14282,,,,,,,
10,final_eval,2,1,False,False,0.13638,0.130176,0.00620446,0.140089,0.147389,0.0118688,0.0117567,0.130169,0.136373,True,0.0963779125,0.101116,0.0684182,0.150075,0.0415985,0.0838878,0.0842298,0.120918,0.12078,0.34142,0.341415,1.13967,1.13966,,,,,,,
11,final_eval,3,0,False,False,0.130283,0.136411,-0.00612791,0.143944,0.15062,0.00809251,0.00804035,0.130276,0.136404,False,0.091123925,0.178086,0.0619203,0.0962947,0.0972094,0.054745,0.112532,0.0747895,0.0534145,0.339835,0.339842,1.13969,1.13967,,,,,,,
