cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.178546,0.178733,-0.000186329,0.214544,0.214732,0.214502,0.21469,0.178752,0.178936,False,0.44786,0.178546,0.178733,-0.000186329,False,0.178648,0.178833,-0.000185254,False,0.178714,0.178898,-0.00018463,False,0.741245,0.57729,0.633202,0.770112,0.107267,0.142146,0.109099,0.502519,0.0018826,0.00188067,1.2,7.76472e-10,
1,initial_eval,1,0,False,False,0.177793,0.17798,-0.00018635,0.213787,0.213974,0.213752,0.213939,0.178014,0.178198,False,0.383877,0.177793,0.17798,-0.00018635,False,0.177902,0.178087,-0.000185056,False,0.177972,0.178156,-0.000184315,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00189035,0.00188841,7.76471e-10,1.2,
2,initial_eval,2,0,False,False,0.177071,0.177255,-0.000183066,0.213041,0.213227,0.213007,0.213193,0.177289,0.177471,False,0.29886775000000004,0.177071,0.177255,-0.000183066,False,0.177179,0.177361,-0.000182313,False,0.177249,0.17743,-0.00018188,False,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00189812,0.00189618,7.76472e-10,1.2,
3,initial_eval,3,0,False,False,0.176344,0.176532,-0.000188511,0.212291,0.212478,0.212257,0.212443,0.17656,0.176744,False,0.34778837500000004,0.176344,0.176532,-0.000188511,False,0.176451,0.176637,-0.00018606,False,0.17652,0.176705,-0.000184651,False,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.001906,0.00190404,7.76472e-10,1.2,
4,initial_eval,4,0,False,False,0.175625,0.175918,-0.000293523,0.211554,0.211839,0.21152,0.211813,0.175843,0.17613,False,0.383445,0.175625,0.175918,-0.000293523,False,0.175732,0.176022,-0.000289082,False,0.175802,0.17609,-0.000287955,False,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00191381,0.00191069,7.76472e-10,1.2,
5,initial_eval,5,0,False,False,0.174912,0.17574,-0.000828684,0.210818,0.211697,0.210783,0.211686,0.175128,0.175985,False,0.37133174999999996,0.174912,0.17574,-0.000828684,False,0.175018,0.175859,-0.000841174,False,0.175088,0.175939,-0.000851808,False,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00192168,0.00191204,1.2,7.76471e-10,
6,initial_eval,6,0,False,False,0.174204,0.17573,-0.00152622,0.210089,0.2117,0.210054,0.21169,0.174419,0.175983,False,0.543639875,0.174204,0.17573,-0.00152622,False,0.17431,0.175854,-0.00154362,False,0.174379,0.175936,-0.00155706,False,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.00192952,0.001912,7.76471e-10,1.2,
7,initial_eval,7,0,False,False,0.173497,0.175727,-0.00222975,0.209359,0.211702,0.209325,0.211692,0.173711,0.175984,False,0.42723375,0.173497,0.175727,-0.00222975,False,0.173602,0.175852,-0.00225003,False,0.173671,0.175936,-0.0022651,False,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00193744,0.00191197,1.2,7.76471e-10,
8,initial_eval,8,0,False,False,0.172849,0.17572,-0.00287124,0.208681,0.211697,0.208654,0.211687,0.173061,0.175979,False,0.41991187500000005,0.172849,0.17572,-0.00287124,False,0.172951,0.175846,-0.00289475,False,0.17302,0.17593,-0.00291056,False,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00194479,0.00191203,7.76471e-10,1.2,
9,initial_eval,9,0,False,False,0.172618,0.17572,-0.00310209,0.208484,0.211699,0.208473,0.21169,0.172863,0.175981,False,0.5125391,0.172618,0.17572,-0.00310209,False,0.172737,0.175848,-0.00311104,False,0.172816,0.175932,-0.00311614,False,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.00194678,0.001912,7.76472e-10,1.2,
10,initial_eval,10,0,False,False,0.172597,0.175714,-0.00311713,0.208475,0.211692,0.208464,0.211682,0.17285,0.175974,False,0.34533500000000006,0.172597,0.175714,-0.00311713,False,0.17272,0.175841,-0.00312103,False,0.172802,0.175925,-0.00312322,False,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00194687,0.00191209,1.2,7.76471e-10,
11,initial_eval,11,0,False,False,0.17259,0.175712,-0.00312204,0.208472,0.211689,0.208462,0.211679,0.172846,0.175972,False,0.40108024999999997,0.17259,0.175712,-0.00312204,False,0.172714,0.175838,-0.00312427,False,0.172797,0.175923,-0.0031255,False,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.0019469,0.00191211,1.2,7.76472e-10,
12,initial_eval,12,0,False,False,0.172591,0.175716,-0.00312546,0.208476,0.211693,0.208466,0.211683,0.172849,0.175976,False,0.49262754999999997,0.172591,0.175716,-0.00312546,False,0.172716,0.175843,-0.00312649,False,0.1728,0.175927,-0.00312705,False,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00194685,0.00191207,1.2,7.76472e-10,
13,initial_eval,13,0,False,False,0.172584,0.175711,-0.00312717,0.20847,0.211688,0.20846,0.211678,0.172843,0.175971,False,0.41943698749999997,0.172584,0.175711,-0.00312717,False,0.17271,0.175838,-0.00312767,False,0.172794,0.175922,-0.00312792,False,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00194692,0.00191213,1.2,7.76472e-10,
14,initial_eval,14,0,False,False,0.172583,0.175712,-0.00312821,0.208471,0.211689,0.208461,0.211679,0.172843,0.175972,False,0.5126675,0.172583,0.175712,-0.00312821,False,0.17271,0.175838,-0.00312835,False,0.172794,0.175922,-0.00312839,False,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.0019469,0.00191211,1.2,7.76472e-10,
15,initial_eval,15,0,False,False,0.17258,0.175711,-0.00313091,0.208467,0.211686,0.208457,0.211675,0.172839,0.175969,False,0.456683375,0.17258,0.175711,-0.00313091,False,0.172706,0.175837,-0.00313035,False,0.17279,0.17592,-0.00312996,False,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00194695,0.00191216,1.2,7.76472e-10,
