cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4000ps,other_out_4000ps,margin_4000ps,correct_4000ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.0203093,-4.64761e-218,0.0203093,0.0346876,0.00831149,0.0288444,0.00956079,0.0203062,-1.72705e-162,True,0.03446425,0.0203093,-4.64761e-218,0.0203093,True,0.0203088,-4.64749e-218,0.0203088,True,0.0203083,-4.64737e-218,0.0203083,True,0.0203078,-4.64726e-218,0.0203078,True,0.0203073,-4.64715e-218,0.0203073,True,0.0203068,-1.7271e-162,0.0203068,True,0.0203063,-1.72705e-162,0.0203063,True,0.0203058,-1.72701e-162,0.0203058,True,0.0203052,-1.72697e-162,0.0203052,True,0.0262447,0.0768095,-1.60453e-86,0.0805435,1.7159e-86,0.0404212,0.0224406,0.0292545,1.1736,1.19801,4.16494e-80,1.82956e-53
1,initial_eval,1,0,False,False,0.0265983,-9.31894e-187,0.0265983,0.0599117,0.00739972,0.0345625,0.00839589,0.0276842,-9.31751e-187,True,0.06328368625,0.0265983,-9.31894e-187,0.0265983,True,0.0274532,-9.3187e-187,0.0274532,True,0.0275984,-9.31847e-187,0.0275984,True,0.0276555,-9.31824e-187,0.0276555,True,0.027683,-9.31803e-187,0.027683,True,0.0276849,-9.31777e-187,0.0276849,True,0.0276842,-9.31754e-187,0.0276842,True,0.0276835,-9.3173e-187,0.0276835,True,0.0276829,-9.31707e-187,0.0276829,True,0.0893801,0.0895604,0.00198119,0.154024,0.0138149,0.0799272,0.0433885,0.0341932,0.33441,1.2,-1.86978e-61,4.76277e-80
2,initial_eval,2,0,False,False,0.0105949,0.00779727,0.00279763,0.0333005,0.0424797,0.00702861,0.0135588,0.0105933,0.0128119,True,0.1509175,0.0105949,0.00779727,0.00279763,True,0.0105946,0.0113395,-0.000744882,False,0.0105944,0.012198,-0.00160361,False,0.0105941,0.0125804,-0.00198628,False,0.0105939,0.012779,-0.00218512,False,0.0105936,0.0128123,-0.00221868,False,0.0105933,0.0128119,-0.00221863,False,0.010593,0.0128116,-0.00221857,False,0.0105928,0.0128113,-0.00221851,False,0.195335,0.140841,0.140292,0.167178,0.118762,0.138584,0.14927,0.157078,1.18353,0.958277,4.34154e-80,-2.20887e-114
3,initial_eval,3,0,False,False,0.0219946,-8.17881e-27,0.0219946,0.0311797,0.00641489,0.0194378,0.00795504,0.0219912,-8.17756e-27,True,0.047516600000000006,0.0219946,-8.17881e-27,0.0219946,True,0.021994,-8.17861e-27,0.021994,True,0.0219935,-8.1784e-27,0.0219935,True,0.0219929,-8.1782e-27,0.0219929,True,0.0219924,-8.17801e-27,0.0219924,True,0.0219918,-8.17779e-27,0.0219918,True,0.0219913,-8.17758e-27,0.0219913,True,0.0219907,-8.17738e-27,0.0219907,True,0.0219902,-8.17717e-27,0.0219902,True,0.0390941,0.0684309,0.0408782,0.0652149,0.0172124,0.0582971,0.0431656,0.0478396,1.19769,1.2,4.30789e-80,3.48925e-74
4,initial_eval,4,0,False,False,0.0181695,5.04899e-51,0.0181695,0.0175981,0.0177415,0.0126664,0.0191723,0.0181668,5.04822e-51,True,0.061095550000000005,0.0181695,5.04899e-51,0.0181695,True,0.0181691,5.04887e-51,0.0181691,True,0.0181686,5.04874e-51,0.0181686,True,0.0181682,5.04861e-51,0.0181682,True,0.0181678,5.0485e-51,0.0181678,True,0.0181673,5.04836e-51,0.0181673,True,0.0181668,5.04823e-51,0.0181668,True,0.0181663,5.04811e-51,0.0181663,True,0.0181659,5.04798e-51,0.0181659,True,0.0705254,0.0446139,0.0951604,0.0342331,0.0458703,0.0527939,0.076575,0.0689924,1.19876,1.2,-3.28876e-79,1.92802e-114
5,initial_eval,5,0,False,False,0.0204834,-3.11688e-75,0.0204834,0.0182526,0.0135928,0.0127764,0.0164139,0.0204803,-3.1164e-75,True,0.05600279999999999,0.0204834,-3.11688e-75,0.0204834,True,0.0204829,-3.1168e-75,0.0204829,True,0.0204824,-3.11672e-75,0.0204824,True,0.0204819,-3.11664e-75,0.0204819,True,0.0204814,-3.11657e-75,0.0204814,True,0.0204808,-3.11648e-75,0.0204808,True,0.0204803,-3.11641e-75,0.0204803,True,0.0204798,-3.11633e-75,0.0204798,True,0.0204793,-3.11625e-75,0.0204793,True,0.0673976,0.0644091,0.0674524,0.0292852,0.0325538,0.0487526,0.0653642,0.0728075,1.19846,1.2,8.96718e-53,-1.46017e-52
6,initial_eval,6,1,False,False,0.0503247,0.00917837,0.0411463,0.0388376,0.0869126,0.0143945,0.0169119,0.00917696,0.0557452,True,0.252058375,0.0503247,0.00917837,0.0411463,True,0.0543019,0.00917814,0.0451238,True,0.0551606,0.00917791,0.0459827,True,0.0555356,0.00917768,0.0463579,True,0.0557288,0.00917747,0.0465513,True,0.0557467,0.00917722,0.0465695,True,0.0557453,0.00917699,0.0465683,True,0.0557439,0.00917676,0.0465672,True,0.0557425,0.00917653,0.046566,True,0.263793,0.259179,0.213508,0.284574,0.238666,0.233775,0.263793,0.259179,1.09744,0.336821,-5.7588e-62,-2.40261e-100
7,initial_eval,7,1,False,False,0.0503271,0.00912537,0.0412017,0.0388372,0.0869136,0.0143945,0.0169121,0.00912397,0.0557446,True,0.25206012499999997,0.0503271,0.00912537,0.0412017,True,0.0543019,0.00912514,0.0451767,True,0.0551602,0.00912491,0.0460353,True,0.0555351,0.00912468,0.0464104,True,0.0557282,0.00912447,0.0466037,True,0.0557462,0.00912422,0.0466219,True,0.0557448,0.00912399,0.0466208,True,0.0557434,0.00912376,0.0466196,True,0.055742,0.00912353,0.0466184,True,0.263794,0.259181,0.213509,0.284576,0.238668,0.233778,0.263794,0.259181,1.09745,0.336821,-4.00056e-62,-3.95333e-148
8,initial_eval,8,1,False,False,0.00181221,0.013259,-0.0114468,0.0126492,0.035107,0.0124041,0.0336794,0.013257,0.00557336,False,0.083267525,0.00181221,0.013259,-0.0114468,False,0.00426083,0.0132587,-0.00899786,False,0.00501349,0.0132584,-0.00824486,False,0.00536459,0.013258,-0.00789343,False,0.00555016,0.0132577,-0.00770756,False,0.00557351,0.0132574,-0.00768385,False,0.00557337,0.013257,-0.00768365,False,0.00557323,0.0132567,-0.00768346,False,0.00557309,0.0132564,-0.00768327,False,0.08356,0.116895,0.0884401,0.0506419,0.0634644,0.0567932,0.113754,0.0925916,1.19931,1.14305,3.76851e-81,-7.96707e-87
9,initial_eval,9,1,False,False,0.0503293,0.0111588,0.0391705,0.0388365,0.0869146,0.0143945,0.0169126,0.0111571,0.0557434,True,0.25206175000000003,0.0503293,0.0111588,0.0391705,True,0.0543014,0.0111585,0.0431429,True,0.0551592,0.0111582,0.044001,True,0.0555339,0.0111579,0.044376,True,0.055727,0.0111577,0.0445693,True,0.0557449,0.0111574,0.0445875,True,0.0557435,0.0111571,0.0445864,True,0.0557421,0.0111568,0.0445853,True,0.0557407,0.0111565,0.0445842,True,0.263798,0.259182,0.213509,0.284579,0.238669,0.233777,0.263798,0.259182,1.09736,0.336821,1.79753e-70,-7.88493e-120
10,initial_eval,10,1,False,False,0.050325,0.00912363,0.0412014,0.0388355,0.0869114,0.0143945,0.0169128,0.00912223,0.0557426,True,0.252053125,0.050325,0.00912363,0.0412014,True,0.0542998,0.0091234,0.0451764,True,0.0551582,0.00912317,0.046035,True,0.055533,0.00912294,0.0464101,True,0.0557262,0.00912273,0.0466034,True,0.0557441,0.00912248,0.0466216,True,0.0557427,0.00912225,0.0466205,True,0.0557413,0.00912202,0.0466193,True,0.0557399,0.0091218,0.0466181,True,0.263787,0.259174,0.213503,0.284568,0.238661,0.233771,0.263787,0.259174,1.09749,0.336821,-6.5976e-62,-1.29741e-167
11,initial_eval,11,1,False,False,0.0503244,0.00912309,0.0412013,0.038835,0.0869107,0.0143946,0.016913,0.00912169,0.0557419,True,0.252050625,0.0503244,0.00912309,0.0412013,True,0.0542991,0.00912286,0.0451763,True,0.0551575,0.00912263,0.0460349,True,0.0555324,0.0091224,0.04641,True,0.0557255,0.0091222,0.0466033,True,0.0557434,0.00912195,0.0466215,True,0.055742,0.00912172,0.0466203,True,0.0557406,0.00912149,0.0466192,True,0.0557392,0.00912126,0.046618,True,0.263785,0.259171,0.213501,0.284565,0.238659,0.233768,0.263785,0.259171,1.0975,0.336821,1.03538e-61,7.75327e-191
12,final_eval,0,0,False,False,0.0202948,-3.82274e-26,0.0202948,0.0346759,0.0083124,0.0288398,0.00956163,0.0202917,-3.82216e-26,True,0.034456275,0.0202948,-3.82274e-26,0.0202948,True,0.0202943,-3.82265e-26,0.0202943,True,0.0202938,-3.82255e-26,0.0202938,True,0.0202932,-3.82245e-26,0.0202932,True,0.0202928,-3.82237e-26,0.0202928,True,0.0202922,-3.82226e-26,0.0202922,True,0.0202917,-3.82217e-26,0.0202917,True,0.0202912,-3.82207e-26,0.0202912,True,0.0202907,-3.82197e-26,0.0202907,True,0.0262311,0.0768059,-1.94437e-25,0.080532,-2.27455e-25,0.0404074,0.0224327,0.0292411,1.17569,1.2,3.7874e-81,-4.6562e-45
13,final_eval,1,0,False,False,0.0266001,2.35988e-50,0.0266001,0.0599159,0.00739756,0.0345652,0.00839359,0.0276875,2.35952e-50,True,0.0632649925,0.0266001,2.35988e-50,0.0266001,True,0.0274566,2.35982e-50,0.0274566,True,0.0276018,2.35976e-50,0.0276018,True,0.0276589,2.3597e-50,0.0276589,True,0.0276863,2.35965e-50,0.0276863,True,0.0276883,2.35958e-50,0.0276883,True,0.0276876,2.35952e-50,0.0276876,True,0.0276869,2.35946e-50,0.0276869,True,0.0276862,2.3594e-50,0.0276862,True,0.0893532,0.0895455,0.00196714,0.154014,0.0137974,0.0799005,0.0433717,0.0341705,0.334394,1.2,3.79486e-81,-7.66146e-93
14,final_eval,2,0,False,False,0.0135942,0.00778453,0.00580969,0.0332951,0.0424651,0.00702897,0.0135735,0.0135921,0.0127973,True,0.150884625,0.0135942,0.00778453,0.00580969,True,0.0135939,0.0113252,0.00226873,True,0.0135935,0.0121834,0.0014101,True,0.0135932,0.0125658,0.0010274,True,0.0135929,0.0127644,0.00082851,True,0.0135925,0.0127977,0.000794866,True,0.0135922,0.0127973,0.000794846,True,0.0135918,0.012797,0.000794826,True,0.0135915,0.0127967,0.000794806,True,0.195314,0.140802,0.140269,0.167137,0.118722,0.138555,0.149232,0.157046,1.18341,0.958801,1.63254e-81,-7.75342e-113
15,final_eval,3,0,False,False,0.0219817,-8.16924e-27,0.0219817,0.0311773,0.0064127,0.0194378,0.0079522,0.0219784,-8.16799e-27,True,0.047504050000000006,0.0219817,-8.16924e-27,0.0219817,True,0.0219812,-8.16904e-27,0.0219812,True,0.0219806,-8.16883e-27,0.0219806,True,0.0219801,-8.16863e-27,0.0219801,True,0.0219796,-8.16844e-27,0.0219796,True,0.021979,-8.16822e-27,0.021979,True,0.0219784,-8.16801e-27,0.0219784,True,0.0219779,-8.16781e-27,0.0219779,True,0.0219773,-8.1676e-27,0.0219773,True,0.0390854,0.0684212,0.0408677,0.0651975,0.0172007,0.0582778,0.0431568,0.0478253,1.1977,1.2,4.31149e-80,3.573e-74
16,final_eval,4,0,False,False,0.0181571,5.04309e-51,0.0181571,0.0175975,0.0177375,0.0126668,0.0191694,0.0181543,5.04232e-51,True,0.0610802375,0.0181571,5.04309e-51,0.0181571,True,0.0181566,5.04296e-51,0.0181566,True,0.0181562,5.04283e-51,0.0181562,True,0.0181557,5.04271e-51,0.0181557,True,0.0181553,5.04259e-51,0.0181553,True,0.0181548,5.04245e-51,0.0181548,True,0.0181543,5.04233e-51,0.0181543,True,0.0181539,5.0422e-51,0.0181539,True,0.0181534,5.04208e-51,0.0181534,True,0.0705182,0.0445883,0.0951468,0.0342168,0.0458537,0.0527787,0.0765603,0.0689791,1.19876,1.2,7.98289e-62,5.58149e-94
17,final_eval,5,0,False,False,0.020472,-3.11323e-75,0.020472,0.0182513,0.0135858,0.0127756,0.0164068,0.0204689,-3.11275e-75,True,0.0559871375,0.020472,-3.11323e-75,0.020472,True,0.0204715,-3.11315e-75,0.0204715,True,0.020471,-3.11307e-75,0.020471,True,0.0204705,-3.11299e-75,0.0204705,True,0.02047,-3.11292e-75,0.02047,True,0.0204695,-3.11284e-75,0.0204695,True,0.020469,-3.11276e-75,0.020469,True,0.0204684,-3.11268e-75,0.0204684,True,0.0204679,-3.1126e-75,0.0204679,True,0.0673845,0.0643874,0.0674376,0.0292743,0.0325344,0.0487397,0.0653446,0.0727946,1.19846,1.2,4.31649e-80,1.0037e-86
18,final_eval,6,1,False,False,0.0503164,0.00916889,0.0411475,0.038831,0.0869042,0.0143946,0.0169147,0.00916749,0.055737,True,0.25203025,0.0503164,0.00916889,0.0411475,True,0.0542937,0.00916866,0.0451251,True,0.0551525,0.00916843,0.045984,True,0.0555275,0.0091682,0.0463593,True,0.0557206,0.00916799,0.0465526,True,0.0557386,0.00916774,0.0465708,True,0.0557372,0.00916751,0.0465697,True,0.0557358,0.00916728,0.0465685,True,0.0557344,0.00916705,0.0465673,True,0.263765,0.259149,0.213484,0.284543,0.23864,0.233747,0.263765,0.259149,1.09759,0.336822,9.65244e-62,1.65152e-134
19,final_eval,7,1,False,False,0.0503188,0.0091184,0.0412004,0.0388306,0.0869051,0.0143946,0.0169149,0.009117,0.0557365,True,0.25203225,0.0503188,0.0091184,0.0412004,True,0.0542937,0.00911817,0.0451755,True,0.0551521,0.00911794,0.0460341,True,0.0555269,0.00911771,0.0464092,True,0.0557201,0.00911751,0.0466026,True,0.055738,0.00911726,0.0466208,True,0.0557366,0.00911703,0.0466196,True,0.0557352,0.0091168,0.0466184,True,0.0557338,0.00911657,0.0466172,True,0.263767,0.259152,0.213485,0.284544,0.238642,0.23375,0.263767,0.259151,1.0976,0.336822,2.82709e-62,-2.93074e-179
20,final_eval,8,1,False,False,0.00180667,0.0132487,-0.011442,0.0126456,0.0350989,0.0124002,0.033676,0.0132466,0.00556569,False,0.08324875,0.00180667,0.0132487,-0.011442,False,0.00425333,0.0132483,-0.008995,False,0.00500584,0.013248,-0.00824215,False,0.00535692,0.0132477,-0.00789074,False,0.00554248,0.0132474,-0.00770488,False,0.00556584,0.013247,-0.00768116,False,0.0055657,0.0132467,-0.00768097,False,0.00556556,0.0132463,-0.00768077,False,0.00556542,0.013246,-0.00768058,False,0.0835453,0.116862,0.0884288,0.0506192,0.0634441,0.0567779,0.113732,0.0925807,1.19931,1.14319,1.09383e-70,-2.03426e-102
21,final_eval,9,1,False,False,0.050321,0.0111477,0.0391734,0.03883,0.0869061,0.0143947,0.0169153,0.011146,0.0557352,True,0.25203375,0.050321,0.0111477,0.0391734,True,0.0542932,0.0111474,0.0431458,True,0.0551511,0.0111471,0.0440039,True,0.0555258,0.0111468,0.0443789,True,0.0557188,0.0111466,0.0445722,True,0.0557368,0.0111463,0.0445905,True,0.0557354,0.011146,0.0445894,True,0.055734,0.0111457,0.0445883,True,0.0557326,0.0111454,0.0445871,True,0.26377,0.259153,0.213485,0.284548,0.238643,0.233749,0.26377,0.259152,1.09751,0.336822,-6.70897e-73,-3.34724e-150
22,final_eval,10,1,False,False,0.0503167,0.00911666,0.0412001,0.038829,0.086903,0.0143947,0.0169156,0.00911526,0.0557344,True,0.252025125,0.0503167,0.00911666,0.0412001,True,0.0542916,0.00911643,0.0451752,True,0.05515,0.0091162,0.0460338,True,0.0555249,0.00911597,0.0464089,True,0.055718,0.00911577,0.0466023,True,0.055736,0.00911552,0.0466205,True,0.0557346,0.00911529,0.0466193,True,0.0557332,0.00911506,0.0466181,True,0.0557318,0.00911483,0.046617,True,0.26376,0.259144,0.213479,0.284536,0.238635,0.233743,0.26376,0.259144,1.09764,0.336822,8.16574e-62,8.09476e-191
23,final_eval,11,1,False,False,0.0503161,0.00911612,0.0411999,0.0388285,0.0869023,0.0143947,0.0169158,0.00911473,0.0557338,True,0.252022875,0.0503161,0.00911612,0.0411999,True,0.054291,0.00911589,0.0451751,True,0.0551493,0.00911567,0.0460337,True,0.0555242,0.00911544,0.0464088,True,0.0557174,0.00911523,0.0466021,True,0.0557353,0.00911498,0.0466203,True,0.0557339,0.00911475,0.0466191,True,0.0557325,0.00911452,0.046618,True,0.0557311,0.00911429,0.0466168,True,0.263757,0.259142,0.213477,0.284534,0.238633,0.233741,0.263757,0.259142,1.09765,0.336822,2.38286e-62,7.06477e-179
