cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
0,initial_eval,0,0,False,False,0.135538,0.137454,-0.00191588,0.170183,0.172155,0.000244008,0.000222505,0.135544,0.13746,False,0.46684112499999997,0.135538,0.137454,-0.00191588,False,0.713124,0.660658,0.685698,0.579186,0.147446,0.133525,0.313433,0.501659,0.33594,0.335943,1.2189,1.21888,,,,,,,,,
1,initial_eval,1,0,False,False,0.128459,0.128636,-0.000177041,0.162897,0.163079,-0.00113546,-0.00111946,0.128466,0.128643,False,0.45609028749999997,0.128459,0.128636,-0.000177041,False,0.49968,0.711146,0.699148,0.493152,0.359711,0.262828,0.0982273,0.52483,0.335752,0.335756,1.20842,1.20841,,,,,,,,,
2,initial_eval,2,0,False,False,0.137628,0.144909,-0.00728142,0.172336,0.179844,-0.00108045,-0.00112799,0.137634,0.144916,False,0.5035824750000001,0.137628,0.144909,-0.00728142,False,0.770217,0.618524,0.604273,0.619947,0.0861458,0.365895,0.193442,0.770216,0.335829,0.335832,1.1979,1.1978,,,,,,,,,
3,initial_eval,3,0,False,False,0.137185,0.143008,-0.00582318,0.171878,0.177872,0.000460796,0.000414567,0.137191,0.143014,False,0.5035841249999999,0.137185,0.143008,-0.00582318,False,0.759367,0.681135,0.651796,0.584435,0.187787,0.255566,0.183988,0.724599,0.336053,0.336054,1.1875,1.18736,,,,,,,,,
4,initial_eval,4,0,False,False,0.140467,0.139785,0.000682234,0.175271,0.17455,-0.000525528,-0.000506808,0.140474,0.139791,True,0.51623475,0.140467,0.139785,0.000682234,True,0.640178,0.683768,0.770215,0.539859,0.154537,0.441556,0.209692,0.690073,0.335872,0.335875,1.17714,1.17704,,,,,,,,,
5,initial_eval,5,0,False,False,0.0933491,0.0951232,-0.00177409,0.12674,0.128567,0.00144577,0.00138593,0.0933567,0.0951306,False,0.299385625,0.0933491,0.0951232,-0.00177409,False,0.420859,0.431964,0.432726,0.364757,0.239553,0.102487,0.110029,0.29271,0.336034,0.336029,1.16711,1.167,,,,,,,,,
6,initial_eval,6,0,False,False,0.120826,0.121285,-0.000458655,0.155038,0.15551,-9.28036e-05,-5.26674e-05,0.120833,0.121291,False,0.398855625,0.120826,0.121285,-0.000458655,False,0.518423,0.549784,0.627101,0.455056,0.11262,0.33029,0.125167,0.472404,0.3358,0.335809,1.15719,1.15707,,,,,,,,,
7,initial_eval,7,0,False,False,0.124938,0.118414,0.00652453,0.159273,0.152555,-0.0011116,-0.00109847,0.124945,0.118421,True,0.474057875,0.124938,0.118414,0.00652453,True,0.284153,0.607219,0.706149,0.376936,0.261064,0.691026,0.407411,0.458505,0.335757,0.335752,1.14719,1.14715,,,,,,,,,
8,initial_eval,8,0,False,False,0.115762,0.119588,-0.00382609,0.149824,0.153764,-0.00148877,-0.00153508,0.115769,0.119595,False,0.467129625,0.115762,0.119588,-0.00382609,False,0.65545,0.35546,0.405952,0.653942,0.366014,0.488639,0.265053,0.546527,0.33568,0.335679,1.14027,1.14017,,,,,,,,,
9,initial_eval,9,0,False,False,0.116521,0.116479,4.21615e-05,0.150606,0.150563,-0.00141286,-0.00144327,0.116528,0.116486,True,0.45341837499999993,0.116521,0.116479,4.21615e-05,True,0.382411,0.585199,0.620397,0.425038,0.329534,0.433006,0.258689,0.593073,0.335686,0.335683,1.14017,1.14021,,,,,,,,,
10,initial_eval,10,0,False,False,0.154042,0.157326,-0.00328466,0.189235,0.192625,-0.00239858,-0.00244269,0.154048,0.157333,False,0.6350286375,0.154042,0.157326,-0.00328466,False,0.770219,0.770217,0.770217,0.770219,0.516586,0.624149,0.0884031,0.770219,0.335697,0.335694,1.13976,1.13972,,,,,,,,,
