cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127308,0.134425,-0.00711638,False,0.0905693875,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941568,,,,,,,
1,initial_eval,1,1,False,False,0.136439,0.129225,0.0072137,True,0.0711982875,0.0629244,0.129433,-3.32791e-26,0.1868,0.0107476,0.0814973,0.0435799,0.0546041,,,,,,,
2,initial_eval,2,1,False,False,0.137404,0.130859,0.00654515,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.042166,0.084206,0.0846074,0.121207,0.12109,,,,,,,
3,initial_eval,3,0,False,False,0.132192,0.138888,-0.00669653,False,0.091459375,0.177598,0.0626051,0.0967102,0.0976937,0.0551305,0.112826,0.0751199,0.0539916,,,,,,,
4,train,0,0,True,False,0.12874,0.13562,-0.00688029,False,0.090568275,0.0587713,0.194422,0.0493446,0.099237,0.0478408,0.0691851,0.11159,0.0941554,2.44873e-07,,,,,,
5,train,1,1,False,False,0.136438,0.129224,0.0072137,True,0.07119705,0.0629229,0.129432,-2.02119e-26,0.186798,0.0107466,0.0814952,0.0435792,0.0546025,2.44601e-07,,,,,,
6,train,2,1,False,False,0.137403,0.130857,0.00654512,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,3.01e-07,,,,,,
7,train,3,0,False,True,0.13219,0.138887,-0.00669649,False,0.09145841250000002,0.177599,0.0626033,0.0967091,0.0976923,0.0551295,0.112825,0.075119,0.0539901,3.00162e-08,-0.00666259,3.39016e-05,0.00159865,0.000438359,0.00159865,5.53194e-07
8,train,0,0,True,False,0.127432,0.134388,-0.00695605,False,0.09056701249999999,0.0587699,0.194421,0.0493433,0.0992349,0.0478397,0.0691835,0.11159,0.0941538,2.39435e-07,,,,,,
9,train,1,1,False,False,0.135003,0.127827,0.00717594,True,0.0711958,0.0629215,0.12943,-2.02114e-26,0.186797,0.0107456,0.0814931,0.0435784,0.0546008,2.48304e-07,,,,,,
10,train,2,1,False,False,0.136005,0.129496,0.00650966,True,0.096776525,0.101401,0.0690116,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,3.00997e-07,,,,,,
11,train,3,0,False,True,0.130807,0.137469,-0.00666216,False,0.09145728750000001,0.177599,0.0626014,0.0967079,0.0976908,0.0551285,0.112824,0.0751181,0.0539886,3.20877e-08,-0.00662921,3.29501e-05,0.00159855,0.000440485,0.00159855,5.53191e-07
12,train,0,0,True,False,0.126051,0.132844,-0.00679312,False,0.0905660125,0.0587687,0.19442,0.0493421,0.099233,0.0478387,0.0691821,0.111591,0.0941525,2.33998e-07,,,,,,
13,train,1,1,False,False,0.133575,0.126436,0.00713823,True,0.07119467499999999,0.06292,0.129429,-2.02109e-26,0.186796,0.0107446,0.081491,0.0435776,0.0545992,2.52007e-07,,,,,,
14,train,2,1,False,False,0.134614,0.12814,0.00647474,True,0.09677526249999999,0.1014,0.0690099,0.150532,0.0421615,0.0842033,0.0846044,0.121204,0.121087,3.00995e-07,,,,,,
15,train,3,0,False,True,0.129429,0.136058,-0.00662873,False,0.09145629999999999,0.1776,0.0625995,0.0967068,0.0976894,0.0551275,0.112823,0.0751171,0.0539871,3.41593e-08,-0.00659628,3.24446e-05,0.00159842,0.000442563,0.00159842,5.53187e-07
16,final_eval,0,0,False,False,0.124715,0.131465,-0.00675033,False,0.090564775,0.0587673,0.194419,0.0493408,0.0992309,0.0478377,0.0691805,0.111591,0.094151,,,,,,,
17,final_eval,1,1,False,False,0.132152,0.125051,0.00710059,True,0.0711935625,0.0629185,0.129428,-3.32755e-26,0.186795,0.0107437,0.0814889,0.0435768,0.0545976,,,,,,,
18,final_eval,2,1,False,False,0.13323,0.12679,0.0064403,True,0.0967741375,0.101399,0.0690082,0.150531,0.0421601,0.0842024,0.0846034,0.121203,0.121086,,,,,,,
19,final_eval,3,0,False,False,0.128056,0.134651,-0.00659582,False,0.0914551875,0.1776,0.0625976,0.0967056,0.097688,0.0551265,0.112822,0.0751162,0.0539856,,,,,,,
