cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.41073e-114,-2.02493e-114,,,,,,,
1,initial_eval,1,1,False,False,0.135688,0.12841,0.00727768,True,0.07119832499999999,0.0629245,0.129433,-3.32793e-26,0.1868,0.0107474,0.0814975,0.04358,0.0546042,0.339602,0.339371,2.31648e-162,-3.32501e-162,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846075,0.121207,0.12109,0.341442,0.341417,9.56514e-183,7.61861e-199,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670613,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.57063e-230,1.25101e-246,,,,,,,
4,train,0,0,True,False,0.128787,0.135701,-0.00691319,False,0.09056831250000001,0.0587714,0.194422,0.0493447,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,-1.40176e-96,-1.02535e-96,3.68873e-07,,,,,,
5,train,1,1,False,False,0.135687,0.128409,0.00727766,True,0.071197075,0.062923,0.129432,-2.02108e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339644,0.339413,-1.01192e-145,-7.40193e-146,5.69398e-07,,,,,,
6,train,2,1,False,False,0.137388,0.130803,0.00658475,True,0.09677767500000001,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846065,0.121206,0.121089,0.341484,0.341459,-7.28994e-195,-5.33239e-195,6.29169e-07,,,,,,
7,train,3,0,False,True,0.13151,0.138216,-0.00670609,False,0.0914585,0.177599,0.0626034,0.0967092,0.0976924,0.0551297,0.112825,0.0751191,0.0539902,0.339989,0.339916,3.1568e-199,-1.08287e-198,2.16034e-07,-0.00659454,0.000111547,0.0159834,0.00355335,0.0159834,5.53194e-07
8,final_eval,0,0,False,False,0.129025,0.135916,-0.00689025,False,0.09056709999999998,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.094154,0.33938,0.339266,-3.68224e-114,5.22979e-115,,,,,,,
9,final_eval,1,1,False,False,0.136222,0.128912,0.00730949,True,0.0711958375,0.0629216,0.12943,-3.32774e-26,0.186797,0.0107454,0.0814933,0.0435784,0.054601,0.339582,0.339347,-6.04637e-162,8.58751e-163,,,,,,,
10,final_eval,2,1,False,False,0.137354,0.13078,0.00657382,True,0.096776525,0.101401,0.0690116,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,0.341426,0.341404,-2.86406e-181,-2.2519e-172,,,,,,,
11,final_eval,3,0,False,False,0.132036,0.138724,-0.00668829,False,0.09145737500000001,0.177599,0.0626015,0.096708,0.0976909,0.0551287,0.112824,0.0751182,0.0539887,0.339932,0.339861,-4.7029e-229,-3.6977e-220,,,,,,,
