cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.00668395,-1.00745e-147,0.00668395,0.0374743,0.00773057,0.0374757,0.00904872,0.00689152,-1.00741e-147,True,0.036678712499999995,0.00668395,-1.00745e-147,0.00668395,True,0.0291263,0.0798826,3.76331e-57,0.0836267,-2.98802e-57,0.0433731,0.0252852,0.0321358,1.09967,1.19801,-6.38336e-154,-3.42408e-121
1,initial_eval,1,0,False,False,0.00668274,6.21935e-172,0.00668274,0.0374731,0.007131,0.0374744,0.00799723,0.00689029,6.21901e-172,True,0.06610126625,0.00668274,6.21935e-172,0.00668274,True,0.0924833,0.0926472,0.00352623,0.157159,0.0164842,0.0829952,0.0464001,0.0371149,1.10151,1.2,1.45391e-69,-6.04996e-69
2,initial_eval,2,0,False,False,0.00668151,0.0110446,-0.00436308,0.0374718,0.0420285,0.0374731,0.0242109,0.00688906,0.0110936,False,0.15405125,0.00668151,0.0110446,-0.00436308,False,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,1.10155,1.017,-2.47378e-103,2.75087e-105
3,initial_eval,3,0,False,False,0.00668033,-7.05298e-27,0.00668033,0.0374706,0.00645366,0.0374719,0.00764651,0.00688789,-7.05259e-27,True,0.05048005,0.00668033,-7.05298e-27,0.00668033,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,1.10158,1.2,-4.07043e-151,5.6393e-74
4,initial_eval,4,0,False,False,0.00668171,4.35399e-51,0.00668171,0.0374698,0.0171704,0.0374711,0.0187377,0.00688797,4.35375e-51,True,0.064135175,0.00668171,4.35399e-51,0.00668171,True,0.0736042,0.0476224,0.0982556,0.0371843,0.0488761,0.0558144,0.079656,0.0720684,1.10158,1.2,1.86617e-95,-2.1613e-114
5,initial_eval,5,0,False,False,0.00667792,-2.68783e-75,0.00667792,0.0374681,0.0134627,0.0374694,0.0159752,0.00688547,-2.68768e-75,True,0.0590283,0.00667792,-2.68783e-75,0.00667792,True,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,1.10164,1.2,6.33791e-97,1.64095e-62
6,initial_eval,6,1,False,False,0.0584594,0.00667729,0.0517822,0.0374669,0.0909285,0.0374683,0.0142137,0.00688454,0.0584771,True,0.25521900000000003,0.0584594,0.00667729,0.0517822,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,1.10167,0.336468,1.04286e-144,2.70007e-110
7,initial_eval,7,1,False,False,0.0584587,0.00667601,0.0517827,0.0374657,0.0909277,0.037467,0.0142139,0.0068833,0.0584764,True,0.255216875,0.0584587,0.00667601,0.0517827,True,0.266945,0.262344,0.216661,0.287736,0.241821,0.236939,0.266945,0.262344,1.1017,0.336468,1.71595e-192,4.80098e-96
8,initial_eval,8,1,False,False,0.00241599,0.00667431,-0.00425832,0.0374644,0.0330792,0.0374655,0.0307681,0.00688174,0.00244974,False,0.086346825,0.00241599,0.00667431,-0.00425832,False,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.0598201,0.116878,0.0956859,1.10174,1.18783,2.7829e-78,7.89969e-144
9,initial_eval,9,1,False,False,0.0584572,0.00667574,0.0517814,0.0374636,0.0909259,0.0374649,0.0142144,0.00688196,0.0584748,True,0.255212,0.0584572,0.00667574,0.0517814,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,1.10174,0.336468,-1.27134e-36,1.29984e-191
10,initial_eval,10,1,False,False,0.0584562,0.00667241,0.0517838,0.037462,0.090925,0.0374632,0.0257392,0.00687965,0.0584738,True,0.25520974999999996,0.0584562,0.00667241,0.0517838,True,0.266938,0.262336,0.216655,0.287729,0.241814,0.236932,0.266938,0.262336,1.1018,0.331665,-2.09191e-84,-5.66865e-122
11,initial_eval,11,1,False,False,0.0584554,0.00667121,0.0517841,0.0374607,0.0909242,0.037462,0.0142149,0.00687849,0.058473,True,0.25520724999999994,0.0584554,0.00667121,0.0517841,True,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262334,1.10183,0.336468,-3.44209e-132,6.59315e-93
12,final_eval,0,0,False,False,0.00666953,-4.02664e-26,0.00666953,0.0374594,0.00773111,0.0374608,0.00904933,0.00687708,-4.02642e-26,True,0.0366706875,0.00666953,-4.02664e-26,0.00666953,True,0.0291126,0.079879,-1.94934e-25,0.0836151,-2.27296e-25,0.0433593,0.0252772,0.0321223,1.10187,1.2,-5.66373e-180,-1.9497e-122
13,final_eval,1,0,False,False,0.00666832,2.48575e-50,0.00666832,0.0374582,0.00712879,0.0374595,0.00799484,0.00687586,2.48561e-50,True,0.06608193875,0.00666832,2.48575e-50,0.00666832,True,0.0924564,0.0926323,0.00350781,0.157149,0.0164661,0.0829684,0.0463834,0.0370921,1.10191,1.2,-9.31928e-228,-3.2081e-170
14,final_eval,2,0,False,False,0.00666755,0.0110302,-0.00436261,0.037457,0.0420136,0.0374583,0.024215,0.00687486,0.0110792,False,0.15401637499999998,0.00666755,0.0110302,-0.00436261,False,0.198448,0.143934,0.143402,0.170269,0.121849,0.141687,0.152362,0.16018,1.10193,1.01745,-1.53342e-275,8.06414e-114
15,final_eval,3,0,False,False,0.00666592,-7.04365e-27,0.00666592,0.0374557,0.00645131,0.037457,0.00764362,0.00687345,-7.04326e-27,True,0.0504674,0.00666592,-7.04365e-27,0.00666592,True,0.0420506,0.0714675,0.0438235,0.0682358,0.0199272,0.0612862,0.0461407,0.0508077,1.10197,1.2,4.67569e-165,5.68667e-74
