cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.129958,0.137248,-0.00728982,0.158087,0.166636,0.00771186,0.00749777,0.129951,0.13724,False,0.10044502500000001,0.129958,0.137248,-0.00728982,False,0.0587726,0.194423,0.0493458,0.0992387,0.337375,0.337328,1.21753,1.21744,
1,initial_eval,1,1,False,False,0.13603,0.128892,0.00713766,0.154725,0.163507,0.0100113,0.00979481,0.128885,0.136023,True,0.09478819999999999,0.13603,0.128892,0.00713766,True,0.0629228,0.129432,-3.37796e-26,0.186798,0.337771,0.33771,1.20703,1.2069,
2,initial_eval,2,1,False,False,0.146042,0.138443,0.00759886,0.170894,0.179221,0.00863594,0.00839768,0.138436,0.146034,True,0.090777075,0.146042,0.138443,0.00759886,True,0.101401,0.0690115,0.150533,0.0421628,0.337569,0.337517,1.19651,1.19631,
3,initial_eval,3,0,False,False,0.13334,0.140454,-0.00711398,0.158556,0.167375,0.00881306,0.00858829,0.133332,0.140446,False,0.10864892500000001,0.13334,0.140454,-0.00711398,False,0.1776,0.0625996,0.0967068,0.0976893,0.338113,0.338033,1.18617,1.18592,
4,train,0,0,True,True,0.130366,0.137542,-0.00717667,0.158083,0.166632,0.0077124,0.00749829,0.130359,0.137535,False,0.1004377,0.130366,0.137542,-0.00717667,False,0.0587658,0.194417,0.0493393,0.0992287,0.337417,0.33737,1.19999,0.69047,1.2
5,train,1,1,True,True,0.1319,0.130609,0.00129064,0.156331,0.158363,0.0100568,0.00993766,0.130602,0.131892,True,0.09469575,0.1319,0.130609,0.00129064,True,0.062747,0.12929,-3.34648e-26,0.186746,0.337683,0.337776,0.638059,1.19999,1.2
6,train,2,1,True,True,0.141257,0.135299,0.00595799,0.167171,0.173915,0.0088509,0.00858329,0.135291,0.141249,True,0.09047957499999999,0.141257,0.135299,0.00595799,True,0.101269,0.0686171,0.15025,0.0417822,0.337579,0.337556,0.48207,1.2,1.2
7,train,3,0,True,True,0.126035,0.136197,-0.0101619,0.149095,0.161874,0.00897647,0.00871062,0.126028,0.136189,False,0.10847265,0.126035,0.136197,-0.0101619,False,0.178392,0.0619101,0.0963384,0.0972501,0.338148,0.337985,1.2,0.181515,1.2
8,train,0,0,True,True,0.129069,0.128529,0.000540908,0.157484,0.156663,0.00786093,0.00799236,0.129062,0.128521,True,0.09985997499999999,0.129069,0.128529,0.000540908,True,0.0581172,0.194324,0.0487224,0.0982763,0.337114,0.337366,1.19999,0.691537,1.2
9,train,1,1,True,True,0.123636,0.132175,-0.00853888,0.163565,0.151911,0.0116221,0.0101986,0.132168,0.123629,False,0.094363475,0.123636,0.132175,-0.00853888,False,0.0621179,0.128781,-3.30255e-26,0.186555,0.33681,0.337634,0.185919,1.2,1.2
10,train,2,1,True,True,0.139558,0.134709,0.00484849,0.16662,0.171516,0.0101059,0.00874255,0.134702,0.13955,True,0.089917675,0.139558,0.134709,0.00484849,True,0.101008,0.0678779,0.14972,0.0410648,0.337264,0.337403,0.511812,1.19999,1.2
11,train,3,0,True,True,0.125438,0.134955,-0.00951749,0.149403,0.162458,0.0092461,0.0096883,0.125431,0.134948,False,0.1082331,0.125438,0.134955,-0.00951749,False,0.17934,0.0610445,0.0958577,0.0966902,0.337727,0.337361,1.19999,0.657853,1.2
12,train,0,0,True,True,0.154856,0.127142,0.0277146,0.189794,0.157649,0.00977316,0.0102749,0.15485,0.127135,True,0.099292775,0.154856,0.127142,0.0277146,True,0.0574874,0.194207,0.0481217,0.097355,0.335442,0.337161,0.155548,1.2,1.2
13,train,1,1,True,True,0.139269,0.132051,0.00721804,0.162025,0.173716,0.0153658,0.00739238,0.132044,0.139263,True,0.094026175,0.139269,0.132051,0.00721804,True,0.0614867,0.128257,-3.25847e-26,0.186361,0.33693,0.336229,0.390448,1.2,1.2
14,train,2,1,True,True,0.130056,0.134873,-0.00481686,0.167646,0.161766,0.0126678,0.00895079,0.134866,0.130049,False,0.08934305000000001,0.130056,0.134873,-0.00481686,False,0.100723,0.0671328,0.149181,0.0403354,0.336811,0.33737,1.2,0.468713,1.2
15,train,3,0,True,True,0.130045,0.129405,0.000639766,0.161891,0.155321,0.00801657,0.0117383,0.130038,0.129398,True,0.10798055000000001,0.130045,0.129405,0.000639766,True,0.180256,0.0601799,0.0953592,0.0961271,0.336754,0.337271,1.19999,0.684194,1.2
16,train,0,0,True,True,0.151922,0.120898,0.0310242,0.186831,0.15152,0.0163978,0.00790607,0.151918,0.120892,True,0.0987138,0.151922,0.120898,0.0310242,True,0.0568517,0.194069,0.0475102,0.0964243,0.333922,0.337293,0.148673,1.2,1.2
17,train,1,1,True,True,0.13458,0.126801,0.00777901,0.155433,0.168837,0.0150788,0.0111143,0.126794,0.134573,True,0.0936803,0.13458,0.126801,0.00777901,True,0.0608472,0.127713,-3.21372e-26,0.186161,0.336787,0.336049,1.2,0.188374,1.2
18,train,2,1,True,True,0.125076,0.132671,-0.00759504,0.166572,0.156387,0.0179786,0.00622367,0.132663,0.125069,False,0.088753475,0.125076,0.132671,-0.00759504,False,0.100412,0.0663789,0.148633,0.03959,0.335764,0.337267,0.189127,1.2,1.2
19,train,3,0,True,True,0.135658,0.132517,0.00314062,0.16947,0.154802,0.0122557,0.0081983,0.13565,0.13251,True,0.10771482500000001,0.135658,0.132517,0.00314062,True,0.181139,0.059315,0.0948456,0.0955597,0.335685,0.337577,1.19999,0.555159,1.2
20,train,0,0,True,True,0.143077,0.124113,0.0189645,0.177712,0.150678,0.017591,0.00840913,0.143072,0.124106,True,0.098121975,0.143077,0.124113,0.0189645,True,0.056209,0.19391,0.0468851,0.0954838,0.333549,0.337111,0.16419,1.2,1.2
21,train,1,1,True,True,0.136443,0.118531,0.0179129,0.145604,0.170505,0.0157121,0.0116724,0.118524,0.136436,True,0.0933255,0.136443,0.118531,0.0179129,True,0.060199,0.127145,-3.168e-26,0.185958,0.336754,0.335826,1.19999,0.574911,1.2
22,train,2,1,True,True,0.127607,0.124453,0.00315347,0.15793,0.157972,0.0186616,0.00621303,0.124446,0.1276,True,0.08814854999999999,0.127607,0.124453,0.00315347,True,0.100075,0.065616,0.148074,0.0388292,0.335635,0.337,0.480711,1.2,1.2
