cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.0384458,0.0385734,-0.000127585,0.0701482,0.0702798,0.0369101,0.0374974,0.0384552,0.0385828,False,0.0702499625,0.0384458,0.0385734,-0.000127585,False,0.0701948,0.0703288,0.0702272,0.0703227,0.0702378,0.0702064,0.0702536,0.0702284,0.313529,0.309283,-6.22939e-133,-6.22939e-133
1,initial_eval,1,0,False,False,0.0402686,0.0400321,0.000236509,0.0720287,0.0717847,0.0265343,0.0268676,0.0402774,0.0400411,True,0.07255455,0.0402686,0.0400321,0.000236509,True,0.0722402,0.0721525,0.071882,0.0765768,0.0718622,0.0720102,0.0718327,0.0718798,0.33988,0.339731,3.48967e-97,-1.07525e-87
2,initial_eval,2,0,False,False,0.0471993,0.0477173,-0.000517979,0.0791777,0.0797119,0.0266577,0.0269852,0.0472077,0.0477257,False,0.08345275000000002,0.0471993,0.0477173,-0.000517979,False,0.0882799,0.0825645,0.0822104,0.0847398,0.0807984,0.0819757,0.0833116,0.0837417,0.339786,0.339635,1.71341e-111,-4.47593e-27
3,initial_eval,3,0,False,False,0.0383783,0.0385059,-0.000127594,0.0700785,0.0702102,0.03691,0.0374974,0.0383878,0.0385154,False,0.0701549875,0.0383783,0.0385059,-0.000127594,False,0.0701251,0.0701881,0.0701575,0.0701217,0.0701681,0.0701368,0.0701839,0.0701587,0.313529,0.309283,-3.08792e-158,-7.36482e-75
4,initial_eval,4,0,False,False,0.0385604,0.0387256,-0.000165248,0.0702659,0.0704364,0.0265115,0.0268459,0.0385697,0.038735,False,0.0704407625,0.0385604,0.0387256,-0.000165248,False,0.0703358,0.070405,0.0708971,0.0703218,0.070382,0.0703414,0.07047,0.070373,0.339898,0.339751,-2.31639e-144,-1.21183e-122
5,initial_eval,5,0,False,False,0.0383848,0.0385136,-0.000128755,0.0700853,0.0702181,0.0265074,0.0268419,0.0383943,0.0385231,False,0.070165475,0.0383848,0.0385136,-0.000128755,False,0.0701327,0.0701936,0.0701654,0.0701288,0.0701757,0.070144,0.0701916,0.070192,0.339897,0.339751,5.57926e-104,-1.42689e-127
6,initial_eval,6,1,False,False,0.0684175,0.0618256,0.00659195,0.0942583,0.101053,0.0154626,0.0153519,0.0618332,0.0684249,True,0.11491662500000001,0.0684175,0.0618256,0.00659195,True,0.115172,0.118694,0.107831,0.119648,0.11279,0.109894,0.119436,0.115868,0.338298,0.338013,9.18028e-152,-2.34785e-175
7,initial_eval,7,1,False,False,0.0684166,0.0618247,0.00659195,0.0942575,0.101053,0.0305462,0.0308098,0.0618324,0.068424,True,0.114915625,0.0684166,0.0618247,0.00659195,True,0.115171,0.118693,0.10783,0.119647,0.112789,0.109893,0.119435,0.115867,0.333997,0.333259,1.23477e-72,3.88635e-74
8,initial_eval,8,1,False,False,0.0399595,0.0393372,0.000622335,0.0710679,0.07171,0.0389297,0.0395145,0.0393461,0.0399684,True,0.071932525,0.0399595,0.0393372,0.000622335,True,0.0714637,0.0732399,0.0717348,0.0712774,0.0715055,0.0713516,0.0730226,0.0718647,0.300929,0.29553,-3.27297e-81,1.62776e-121
9,initial_eval,9,1,False,False,0.0684151,0.0618231,0.00659196,0.0942558,0.101051,0.0305447,0.0308081,0.0618308,0.0684224,True,0.114913875,0.0684151,0.0618231,0.00659196,True,0.11517,0.118691,0.107828,0.119645,0.112787,0.109891,0.119434,0.115865,0.333998,0.33326,-2.16831e-72,1.31406e-89
10,initial_eval,10,1,False,False,0.0684143,0.0618223,0.00659194,0.094255,0.10105,0.030544,0.0308073,0.06183,0.0684217,True,0.114913,0.0684143,0.0618223,0.00659194,True,0.115169,0.11869,0.107827,0.119644,0.112787,0.10989,0.119433,0.115864,0.333999,0.333261,-1.57482e-72,3.84754e-74
11,initial_eval,11,1,False,False,0.0684135,0.0618215,0.00659194,0.0942542,0.101049,0.0154588,0.0153478,0.0618292,0.0684209,True,0.11491199999999999,0.0684135,0.0618215,0.00659194,True,0.115168,0.118689,0.107826,0.119643,0.112786,0.109889,0.119432,0.115863,0.338297,0.338012,-1.26629e-83,-2.04455e-74
12,final_eval,0,0,False,False,0.0384389,0.0385665,-0.000127576,0.0701411,0.0702728,0.0369108,0.0374982,0.0384483,0.038576,False,0.07024287500000001,0.0384389,0.0385665,-0.000127576,False,0.0701877,0.0703218,0.0702201,0.0703155,0.0702307,0.0701994,0.0702465,0.0702213,0.313526,0.309279,-7.98983e-75,-3.36417e-122
13,final_eval,1,0,False,False,0.0402616,0.040025,0.000236577,0.0720215,0.0717775,0.026537,0.0268705,0.0402704,0.040034,True,0.0725472125,0.0402616,0.040025,0.000236577,True,0.0722324,0.0721451,0.0718748,0.0765698,0.071855,0.0720027,0.0718254,0.0718725,0.339881,0.339732,-1.31467e-122,-1.23374e-52
14,final_eval,2,0,False,False,0.0471894,0.0477067,-0.000517292,0.0791673,0.0797009,0.0061705,0.00644317,0.0471977,0.047715,False,0.0834401625,0.0471894,0.0477067,-0.000517292,False,0.0882681,0.0825513,0.0821988,0.0847261,0.080786,0.0819637,0.0832983,0.083729,0.33808,0.337933,-2.16321e-170,-2.03004e-100
15,final_eval,3,0,False,False,0.0383715,0.038499,-0.00012757,0.0700715,0.0702031,0.0369107,0.0374981,0.038381,0.0385086,False,0.07014793750000001,0.0383715,0.038499,-0.00012757,False,0.0701181,0.070181,0.0701505,0.0701146,0.0701611,0.0701297,0.0701768,0.0701517,0.313526,0.309279,3.64334e-104,1.33733e-104
16,final_eval,4,0,False,False,0.0385532,0.0387184,-0.000165205,0.0702588,0.0704293,0.0265143,0.0268488,0.0385626,0.0387278,False,0.070433575,0.0385532,0.0387184,-0.000165205,False,0.0703287,0.0703978,0.0708898,0.0703146,0.0703749,0.0703342,0.0704628,0.0703658,0.339899,0.339753,5.99487e-152,2.20049e-152
17,final_eval,5,0,False,False,0.038378,0.0385067,-0.000128729,0.0700782,0.070211,0.0369108,0.0374983,0.0383874,0.0385162,False,0.0701583875,0.038378,0.0385067,-0.000128729,False,0.0701256,0.0701865,0.0701583,0.0701217,0.0701686,0.070137,0.0701845,0.0701849,0.313526,0.309278,1.22366e-154,2.04191e-161
18,final_eval,6,1,False,False,0.068408,0.061816,0.00659194,0.0942485,0.101044,0.0154535,0.0153422,0.0618237,0.0684154,True,0.11490537499999999,0.068408,0.061816,0.00659194,True,0.115161,0.118682,0.10782,0.119636,0.112779,0.109883,0.119425,0.115857,0.338297,0.338012,2.01345e-202,3.35983e-209
19,final_eval,7,1,False,False,0.0684071,0.0618152,0.00659193,0.0942477,0.101043,0.0305372,0.0307998,0.0618228,0.0684145,True,0.11490437499999999,0.0684071,0.0618152,0.00659193,True,0.11516,0.118681,0.107819,0.119635,0.112778,0.109882,0.119424,0.115856,0.334002,0.333266,5.87765e-73,-1.83444e-74
20,final_eval,8,1,False,False,0.0399519,0.0393298,0.00062203,0.0710603,0.0717021,0.0389314,0.0395163,0.0393388,0.0399607,True,0.0719244375,0.0399519,0.0393298,0.00062203,True,0.0714559,0.0732306,0.0717269,0.0712697,0.0714977,0.0713438,0.0730141,0.0718568,0.300916,0.295516,-2.4354e-81,-7.68341e-122
21,final_eval,9,1,False,False,0.0684055,0.0618136,0.00659194,0.094246,0.101041,0.0154512,0.0153398,0.0618212,0.0684129,True,0.11490225000000001,0.0684055,0.0618136,0.00659194,True,0.115158,0.118679,0.107817,0.119632,0.112776,0.10988,0.119422,0.115854,0.338297,0.338011,-4.00729e-129,-1.26425e-169
22,final_eval,10,1,False,False,0.0684047,0.0618128,0.00659193,0.0942452,0.10104,0.0154505,0.015339,0.0618205,0.0684121,True,0.11490125000000001,0.0684047,0.0618128,0.00659193,True,0.115157,0.118678,0.107816,0.119631,0.112775,0.109879,0.119421,0.115853,0.338296,0.338011,-3.61985e-103,-4.67627e-74
23,final_eval,11,1,False,False,0.0684039,0.061812,0.00659193,0.0942444,0.101039,0.0305342,0.0307965,0.0618197,0.0684113,True,0.114900375,0.0684039,0.061812,0.00659193,True,0.115156,0.118677,0.107815,0.11963,0.112775,0.109878,0.11942,0.115852,0.334004,0.333268,-2.06274e-72,4.70222e-74
