cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.290379,0.290565,-0.000185793,0.329462,0.329651,0.329438,0.329627,0.290605,0.29079,False,0.44786,0.290379,0.290565,-0.000185793,False,0.29049,0.290675,-0.00018548,False,0.290564,0.290749,-0.000185302,False,0.741245,0.57729,0.633202,0.770112,0.107267,0.142146,0.109099,0.502519,0.00115703,0.0011563,7.76472e-10,1.2,,,,,,,,,
1,initial_eval,1,0,False,False,0.290366,0.290551,-0.000185147,0.329446,0.329635,0.329424,0.329613,0.290592,0.290777,False,0.383877,0.290366,0.290551,-0.000185147,False,0.290476,0.290661,-0.000184997,False,0.29055,0.290735,-0.000184912,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00115708,0.00115635,1.2,7.76472e-10,,,,,,,,,
2,initial_eval,2,0,False,False,0.29036,0.286477,0.00388258,0.32944,0.325477,0.329419,0.325457,0.290586,0.286718,True,0.29886775000000004,0.29036,0.286477,0.00388258,True,0.29047,0.286595,0.00387493,True,0.290544,0.286674,0.00387047,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00115711,0.00117267,1.2,7.76472e-10,,,,,,,,,
3,initial_eval,3,0,False,False,0.287763,0.290543,-0.00278067,0.326771,0.329628,0.32675,0.329606,0.287987,0.290769,False,0.34778837500000004,0.287763,0.290543,-0.00278067,False,0.287872,0.290653,-0.00278127,False,0.287946,0.290727,-0.00278159,False,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00116754,0.00115638,7.76472e-10,1.2,,,,,,,,,
4,initial_eval,4,0,False,False,0.290355,0.290541,-0.000185969,0.329436,0.329626,0.329415,0.329605,0.290582,0.290767,False,0.383445,0.290355,0.290541,-0.000185969,False,0.290466,0.290652,-0.000185674,False,0.29054,0.290726,-0.000185506,False,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00115712,0.00115639,1.2,7.76472e-10,,,,,,,,,
5,initial_eval,5,0,False,False,0.290355,0.290539,-0.000183778,0.329434,0.329623,0.329412,0.329602,0.29058,0.290764,False,0.37133174999999996,0.290355,0.290539,-0.000183778,False,0.290465,0.290649,-0.000184069,False,0.290538,0.290723,-0.000184232,False,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00115713,0.0011564,1.2,7.76472e-10,,,,,,,,,
6,initial_eval,6,0,False,False,0.290352,0.290538,-0.000186326,0.329432,0.329622,0.329411,0.3296,0.290578,0.290763,False,0.543639625,0.290352,0.290538,-0.000186326,False,0.290462,0.290648,-0.000185771,False,0.290536,0.290722,-0.000185456,False,0.676339,0.66374,0.770112,0.650108,0.375466,0.351668,0.149631,0.712053,0.00115714,0.0011564,1.2,7.76472e-10,,,,,,,,,
7,initial_eval,7,0,False,False,0.290349,0.290534,-0.000184972,0.329429,0.329619,0.329408,0.329598,0.290575,0.29076,False,0.42723375,0.290349,0.290534,-0.000184972,False,0.29046,0.290645,-0.000184887,False,0.290534,0.290718,-0.000184838,False,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00115715,0.00115641,7.76472e-10,1.2,,,,,,,,,
8,initial_eval,8,0,False,False,0.29034,0.290524,-0.000183517,0.329418,0.329607,0.329396,0.329585,0.290566,0.29075,False,0.41991187500000005,0.29034,0.290524,-0.000183517,False,0.29045,0.290634,-0.000183876,False,0.290523,0.290707,-0.000184078,False,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00115719,0.00115646,7.76472e-10,1.2,,,,,,,,,
9,initial_eval,9,0,False,False,0.290339,0.290525,-0.000186108,0.329419,0.329609,0.329397,0.329587,0.290566,0.290751,False,0.512537725,0.290339,0.290525,-0.000186108,False,0.290449,0.290635,-0.000185744,False,0.290523,0.290709,-0.000185537,False,0.715184,0.569406,0.590993,0.770109,0.328889,0.269307,0.0863048,0.770109,0.00115719,0.00115645,1.2,7.76472e-10,,,,,,,,,
