cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127308,0.134425,-0.00711638,False,0.0905693875,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941568,,,,,,,
1,initial_eval,1,1,False,False,0.136439,0.129225,0.0072137,True,0.0711982875,0.0629244,0.129433,-3.32791e-26,0.1868,0.0107476,0.0814973,0.0435799,0.0546041,,,,,,,
2,initial_eval,2,1,False,False,0.137404,0.130859,0.00654515,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.042166,0.084206,0.0846074,0.121207,0.12109,,,,,,,
3,initial_eval,3,0,False,False,0.132192,0.138888,-0.00669653,False,0.091459375,0.177598,0.0626051,0.0967102,0.0976937,0.0551305,0.112826,0.0751199,0.0539916,,,,,,,
4,train,0,0,True,True,0.12874,0.13562,-0.00688029,False,0.090568275,0.0587713,0.194422,0.0493446,0.099237,0.0478408,0.0691851,0.11159,0.0941554,2.44873e-07,-0.00471156,0.00216873,0.000333382,0.00398985,0.00398985,5.53196e-07
5,train,1,1,True,True,0.134486,0.129762,0.00472434,True,0.07119706249999999,0.062923,0.129432,-2.06047e-26,0.186798,0.0107465,0.0814953,0.0435792,0.0546025,2.44601e-07,0.0073248,0.00260045,0.000224879,0.00392693,0.00392693,5.53196e-07
6,train,2,1,True,True,0.136074,0.129445,0.00662852,True,0.0967776,0.101402,0.0690131,0.150535,0.0421644,0.084205,0.0846063,0.121206,0.121089,3.01e-07,0.00901344,0.00238492,1.1199e-07,0.00391418,0.00391418,5.53194e-07
7,train,3,0,True,True,0.128914,0.137982,-0.00906779,False,0.09145837500000001,0.177599,0.0626031,0.096709,0.0976923,0.0551295,0.112825,0.075119,0.0539901,3.00162e-08,-0.00664275,0.00242504,0.00012227,0.00397756,0.00397756,5.53194e-07
8,train,0,0,True,True,0.126048,0.132983,-0.00693578,False,0.09056701249999999,0.0587699,0.194421,0.0493433,0.0992349,0.0478397,0.0691835,0.11159,0.0941538,2.43738e-07,-0.00444407,0.00249171,0.000333371,0.00396517,0.00396517,5.53193e-07
9,train,1,1,True,True,0.131669,0.127014,0.00465533,True,0.0711958125,0.0629215,0.12943,-2.06309e-26,0.186797,0.0107455,0.0814932,0.0435784,0.0546009,2.45363e-07,0.00724734,0.00259201,0.000224863,0.00390132,0.00390132,5.53193e-07
10,train,2,1,True,True,0.133257,0.126682,0.0065749,True,0.096776325,0.101401,0.0690113,0.150533,0.0421629,0.0842041,0.0846053,0.121205,0.121088,3.00997e-07,0.00883478,0.00225988,1.12243e-07,0.00388841,0.00388841,5.53191e-07
11,train,3,0,True,True,0.126162,0.135169,-0.00900677,False,0.09145725000000002,0.177599,0.0626012,0.0967079,0.0976908,0.0551285,0.112824,0.075118,0.0539886,3.04304e-08,-0.00659074,0.00241603,0.000122274,0.00395269,0.00395269,5.5319e-07
12,train,0,0,True,True,0.123358,0.1301,-0.00674185,False,0.09056595,0.0587686,0.19442,0.049342,0.0992329,0.0478387,0.069182,0.111591,0.0941524,2.42603e-07,-0.00458738,0.00215447,0.000333355,0.00394012,0.00394012,5.53189e-07
13,train,1,1,True,True,0.128875,0.124287,0.00458817,True,0.07119464999999998,0.06292,0.129429,-2.05375e-26,0.186796,0.0107444,0.081491,0.0435776,0.0545992,2.46125e-07,0.0071674,0.00257923,0.000224846,0.00387538,0.00387538,5.53189e-07
14,train,2,1,True,True,0.130463,0.12394,0.00652284,True,0.0967751875,0.1014,0.0690096,0.150532,0.0421614,0.0842032,0.0846043,0.121204,0.121087,3.00995e-07,0.0087666,0.00224377,1.12496e-07,0.0038623,0.0038623,5.53187e-07
15,train,3,0,True,True,0.123431,0.132379,-0.00894708,False,0.09145623750000001,0.1776,0.0625993,0.0967067,0.0976893,0.0551275,0.112823,0.0751171,0.053987,3.08446e-08,-0.00653895,0.00240813,0.000122279,0.00392746,0.00392746,5.53186e-07
16,final_eval,0,0,False,False,0.120594,0.127412,-0.00681849,False,0.09056465,0.0587672,0.194419,0.0493406,0.0992308,0.0478375,0.0691803,0.111591,0.0941508,,,,,,,
17,final_eval,1,1,False,False,0.127909,0.120903,0.00700605,True,0.07119339999999999,0.0629185,0.129427,-3.32754e-26,0.186795,0.0107436,0.0814888,0.0435768,0.0545975,,,,,,,
18,final_eval,2,1,False,False,0.129122,0.122752,0.0063702,True,0.09677407500000001,0.101399,0.069008,0.150531,0.04216,0.0842023,0.0846033,0.121203,0.121086,,,,,,,
19,final_eval,3,0,False,False,0.123938,0.130477,-0.0065392,False,0.09145515,0.1776,0.0625975,0.0967056,0.0976879,0.0551265,0.112822,0.0751162,0.0539855,,,,,,,
