cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127309,0.134425,-0.00711635,False,0.0905693875,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941568,,,,,,,
1,initial_eval,1,1,False,False,0.136439,0.129225,0.00721374,True,0.0711982875,0.0629244,0.129433,-3.32793e-26,0.1868,0.0107476,0.0814973,0.0435799,0.0546041,,,,,,,
2,initial_eval,2,1,False,False,0.137404,0.130859,0.00654515,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.042166,0.084206,0.0846074,0.121207,0.12109,,,,,,,
3,initial_eval,3,0,False,False,0.132192,0.138888,-0.00669651,False,0.091459375,0.177598,0.0626051,0.0967102,0.0976937,0.0551305,0.112826,0.0751199,0.0539916,,,,,,,
4,train,0,0,True,False,0.12874,0.135621,-0.00688053,False,0.0905683,0.0587714,0.194422,0.0493447,0.099237,0.0478408,0.0691851,0.11159,0.0941554,4.84417e-173,,,,,,
5,train,1,1,False,False,0.136438,0.129224,0.00721371,True,0.07119705,0.0629229,0.129432,-3.35081e-26,0.186798,0.0107466,0.0814952,0.0435792,0.0546025,2.45027e-114,,,,,,
6,train,2,1,False,False,0.137604,0.131114,0.00648984,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,2.68146e-114,,,,,,
7,train,3,0,False,True,0.13219,0.138886,-0.00669649,False,0.09145841250000002,0.177599,0.0626033,0.0967091,0.0976923,0.0551295,0.112825,0.075119,0.0539901,1.20021e-143,-0.00669632,1.69545e-07,1.11738e-07,1.35198e-07,1.35198e-07,5.53194e-07
8,train,0,0,True,False,0.12874,0.13562,-0.00687972,False,0.090567075,0.05877,0.194421,0.0493433,0.099235,0.0478398,0.0691836,0.11159,0.0941539,5.37208e-173,,,,,,
9,train,1,1,False,False,0.136437,0.129223,0.00721369,True,0.0711958,0.0629215,0.12943,-3.32772e-26,0.186797,0.0107456,0.0814931,0.0435784,0.0546008,1.61449e-114,,,,,,
10,train,2,1,False,False,0.137401,0.130856,0.00654509,True,0.0967765375,0.101401,0.0690117,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,2.40173e-114,,,,,,
11,train,3,0,False,True,0.132188,0.138885,-0.00669644,False,0.0914573125,0.177599,0.0626015,0.0967079,0.0976909,0.0551285,0.112824,0.0751181,0.0539886,1.075e-143,-0.00669627,1.69559e-07,1.11737e-07,1.35197e-07,1.35197e-07,5.5319e-07
12,train,0,0,True,False,0.128739,0.135618,-0.00687969,False,0.09056595,0.0587686,0.19442,0.049342,0.0992329,0.0478387,0.069182,0.111591,0.0941524,4.81165e-173,,,,,,
13,train,1,1,False,False,0.136435,0.129222,0.00721366,True,0.07119467499999999,0.06292,0.129429,-3.32763e-26,0.186796,0.0107446,0.081491,0.0435776,0.0545992,1.77284e-114,,,,,,
14,train,2,1,False,False,0.1374,0.130855,0.00654505,True,0.0967752875,0.1014,0.0690101,0.150532,0.0421615,0.0842033,0.0846044,0.121204,0.121087,3.59264e-114,,,,,,
15,train,3,0,False,True,0.132187,0.138884,-0.00669637,False,0.091456325,0.1776,0.0625997,0.0967068,0.0976894,0.0551275,0.112823,0.0751171,0.0539871,1.60805e-143,-0.00669623,1.45023e-07,1.11736e-07,1.35196e-07,1.35196e-07,5.53187e-07
16,train,0,0,True,False,0.128737,0.135617,-0.00687965,False,0.09056475,0.0587673,0.194419,0.0493407,0.0992309,0.0478376,0.0691805,0.111591,0.094151,7.19755e-173,,,,,,
17,train,1,1,False,False,0.136434,0.129221,0.00721364,True,0.0711935625,0.0629185,0.129428,-3.32753e-26,0.186795,0.0107437,0.0814889,0.0435768,0.0545976,2.36205e-114,,,,,,
18,train,2,1,False,False,0.137399,0.130854,0.00654502,True,0.09677416249999998,0.101399,0.0690084,0.150531,0.0421601,0.0842024,0.0846034,0.121203,0.121086,2.47537e-114,,,,,,
19,train,3,0,False,True,0.132186,0.138882,-0.00669633,False,0.091455225,0.1776,0.0625979,0.0967056,0.097688,0.0551265,0.112822,0.0751162,0.0539856,1.10797e-143,-0.00669618,1.45033e-07,1.11736e-07,1.35195e-07,1.35195e-07,5.53183e-07
20,train,0,0,True,False,0.128736,0.135616,-0.00687962,False,0.0905636625,0.0587659,0.194418,0.0493394,0.0992289,0.0478366,0.069179,0.111592,0.0941495,4.9592e-173,,,,,,
21,train,1,1,False,False,0.136433,0.129219,0.00721361,True,0.071192325,0.0629171,0.129426,-3.32744e-26,0.186794,0.0107427,0.0814868,0.0435761,0.0545959,1.79538e-114,,,,,,
22,train,2,1,False,False,0.137398,0.130853,0.00654499,True,0.0967729,0.101398,0.0690068,0.150529,0.0421586,0.0842014,0.0846024,0.121202,0.121085,3.83778e-114,,,,,,
23,train,3,0,False,True,0.132184,0.13888,-0.00669631,False,0.09145425,0.177601,0.0625961,0.0967045,0.0976865,0.0551255,0.112821,0.0751153,0.0539841,1.71777e-143,-0.00669614,1.69577e-07,1.11735e-07,1.35194e-07,1.35194e-07,5.5318e-07
24,train,0,0,True,False,0.128735,0.135614,-0.00687958,False,0.09056243750000001,0.0587646,0.194417,0.0493381,0.0992269,0.0478355,0.0691774,0.111592,0.094148,7.68866e-173,,,,,,
25,train,1,1,False,False,0.136432,0.129218,0.00721359,True,0.071191075,0.0629156,0.129425,-3.32734e-26,0.186792,0.0107417,0.0814847,0.0435753,0.0545943,2.11674e-114,,,,,,
26,train,2,1,False,False,0.137396,0.130852,0.00654496,True,0.09677177499999999,0.101397,0.0690052,0.150528,0.0421571,0.0842005,0.0846014,0.121201,0.121084,2.95033e-114,,,,,,
27,train,3,0,False,True,0.132183,0.138879,-0.00669626,False,0.0914531375,0.177601,0.0625943,0.0967033,0.0976851,0.0551245,0.11282,0.0751143,0.0539826,1.32055e-143,-0.00658317,0.00011309,1.11734e-07,1.35194e-07,1.35194e-07,5.53176e-07
28,train,0,0,True,False,0.128734,0.135614,-0.00687979,False,0.090561375,0.0587632,0.194416,0.0493369,0.0992249,0.0478345,0.0691759,0.111593,0.0941466,5.91074e-173,,,,,,
29,train,1,1,False,False,0.136431,0.129217,0.00721356,True,0.07118982500000001,0.0629141,0.129423,-3.35024e-26,0.186791,0.0107407,0.0814826,0.0435745,0.0545927,2.1011e-114,,,,,,
30,train,2,1,False,False,0.137395,0.13085,0.00654492,True,0.096770525,0.101396,0.0690036,0.150526,0.0421556,0.0841996,0.0846004,0.1212,0.121083,2.81131e-114,,,,,,
31,train,3,0,False,True,0.132181,0.138878,-0.00669622,False,0.091452175,0.177602,0.0625925,0.0967022,0.0976836,0.0551236,0.112819,0.0751134,0.0539811,1.25833e-143,-0.00658312,0.000113093,1.11734e-07,1.35193e-07,1.35193e-07,5.53173e-07
32,train,0,0,True,False,0.128733,0.135612,-0.00687975,False,0.09056002499999999,0.0587619,0.194414,0.0493356,0.0992229,0.0478334,0.0691743,0.111593,0.0941451,5.63221e-173,,,,,,
33,train,1,1,False,False,0.136429,0.129216,0.00721353,True,0.07118870000000002,0.0629127,0.129422,-3.35014e-26,0.18679,0.0107397,0.0814805,0.0435737,0.054591,2.97331e-114,,,,,,
34,train,2,1,False,False,0.137394,0.130849,0.00654489,True,0.0967694125,0.101395,0.069002,0.150525,0.0421542,0.0841987,0.0845994,0.121199,0.121082,2.27706e-114,,,,,,
35,train,3,0,False,True,0.13218,0.138876,-0.00669617,False,0.091451075,0.177602,0.0625907,0.096701,0.0976822,0.0551226,0.112818,0.0751125,0.0539796,1.0192e-143,-0.00658308,0.000113096,1.11733e-07,1.35192e-07,1.35192e-07,5.53169e-07
36,train,0,0,True,False,0.128731,0.135611,-0.00687972,False,0.09055891249999999,0.0587605,0.194413,0.0493342,0.0992209,0.0478323,0.0691728,0.111594,0.0941436,4.5619e-173,,,,,,
37,train,1,1,False,False,0.136428,0.129215,0.00721351,True,0.07118758750000001,0.0629112,0.129421,-3.35005e-26,0.186789,0.0107387,0.0814784,0.043573,0.0545894,2.40127e-114,,,,,,
38,train,2,1,False,False,0.137393,0.130848,0.00654486,True,0.0967682875,0.101394,0.0690004,0.150524,0.0421527,0.0841978,0.0845984,0.121198,0.121081,2.37138e-114,,,,,,
39,train,3,0,False,True,0.132179,0.138875,-0.0066961,False,0.09145008750000001,0.177603,0.0625889,0.0966999,0.0976807,0.0551216,0.112817,0.0751115,0.0539781,1.06142e-143,-0.00669596,1.45082e-07,1.11732e-07,1.35191e-07,1.35191e-07,5.53165e-07
40,train,0,0,True,False,0.12873,0.135609,-0.00687944,False,0.0905577,0.0587592,0.194412,0.0493329,0.0992189,0.0478313,0.0691712,0.111594,0.0941421,4.75085e-173,,,,,,
41,train,1,1,False,False,0.136427,0.129213,0.00721348,True,0.07118632500000001,0.0629097,0.129419,-3.32697e-26,0.186788,0.0107377,0.0814763,0.0435722,0.0545877,2.85099e-114,,,,,,
42,train,2,1,False,False,0.137392,0.130847,0.00654483,True,0.0967670375,0.101393,0.0689988,0.150522,0.0421512,0.0841969,0.0845974,0.121197,0.12108,3.28584e-114,,,,,,
43,train,3,0,False,True,0.132177,0.138873,-0.00669606,False,0.09144900000000002,0.177603,0.0625872,0.0966987,0.0976793,0.0551206,0.112816,0.0751106,0.0539766,1.47073e-143,-0.00669591,1.4509e-07,1.11731e-07,1.3519e-07,1.3519e-07,5.53162e-07
44,final_eval,0,0,False,False,0.128728,0.135608,-0.0068794,False,0.0905566125,0.0587578,0.194411,0.0493316,0.0992169,0.0478302,0.0691697,0.111595,0.0941407,,,,,,,
45,final_eval,1,1,False,False,0.136426,0.129212,0.00721346,True,0.0711850875,0.0629083,0.129418,-3.34939e-26,0.186786,0.0107367,0.0814742,0.0435714,0.0545861,,,,,,,
