cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
0,initial_eval,0,0,False,False,0.0495932,0.0497038,-0.000110617,0.198848,0.199019,0.182175,0.182225,0.0371601,0.0371944,False,0.41148750000000006,0.0495932,0.0497038,-0.000110617,False,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00228728,0.00228651,1.21989,1.21989,,,,,,,,,
1,initial_eval,1,0,False,False,0.0494106,0.0495396,-0.000128979,0.198245,0.198443,0.181688,0.181755,0.0370525,0.0370947,False,0.406035125,0.0494106,0.0495396,-0.000128979,False,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00229471,0.00229368,1.21002,1.21002,,,,,,,,,
2,initial_eval,2,0,False,False,0.049294,0.0496822,-0.000388242,0.198088,0.198686,0.181502,0.181811,0.0416312,0.041786,False,0.40224437500000004,0.049294,0.0496822,-0.000388242,False,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00229757,0.00229283,1.20024,1.20023,,,,,,,,,
3,initial_eval,3,0,False,False,0.0483566,0.0500545,-0.0016979,0.1961,0.198715,0.179949,0.182063,0.0411244,0.0419981,False,0.5017732500000001,0.0483566,0.0500545,-0.0016979,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00232169,0.00228898,1.19054,1.19052,,,,,,,,,
4,initial_eval,4,0,False,False,0.0488486,0.0491542,-0.000305649,0.196498,0.196968,0.180271,0.180747,0.0367084,0.036888,False,0.6073775,0.0488486,0.0491542,-0.000305649,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00231665,0.00230923,1.18091,1.18089,,,,,,,,,
5,initial_eval,5,0,False,False,0.0480737,0.0496533,-0.00157961,0.195032,0.197463,0.179524,0.181326,0.0409948,0.0417568,False,0.545476,0.0480737,0.0496533,-0.00157961,False,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.00232838,0.00230028,1.17137,1.17134,,,,,,,,,
6,initial_eval,6,0,False,False,0.0485067,0.0492546,-0.000747821,0.195744,0.196895,0.180007,0.181024,0.0365357,0.0369372,False,0.5985944999999999,0.0485067,0.0492546,-0.000747821,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00232078,0.00230493,1.16189,1.16186,,,,,,,,,
7,initial_eval,7,0,False,False,0.0477044,0.0493372,-0.00163285,0.193825,0.196337,0.178189,0.180276,0.0407656,0.0416033,False,0.472466125,0.0477044,0.0493372,-0.00163285,False,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00234965,0.00231657,1.1525,1.15246,,,,,,,,,
8,initial_eval,8,1,False,False,0.0484343,0.0475441,0.000890149,0.192603,0.193971,0.169032,0.169997,0.0403387,0.0408388,True,0.24862142500000003,0.0484343,0.0475441,0.000890149,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00250681,0.00248925,1.14319,1.14314,,,,,,,,,
9,initial_eval,9,1,False,False,0.048041,0.0449987,0.00304225,0.185895,0.190561,0.168323,0.173045,0.0343661,0.0361367,True,0.21884825,0.048041,0.0449987,0.00304225,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00251986,0.00243539,1.14029,1.14026,,,,,,,,,
