cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127542,0.13461,-0.00706795,0.143397,0.152076,0.00788511,0.00770796,0.127535,0.134603,False,0.0905694,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135687,0.12841,0.00727718,0.150274,0.159827,0.0284343,0.0282741,0.128403,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3511e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137388,0.130804,0.00658474,0.142621,0.150384,0.0118544,0.0117627,0.130796,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818711,0.00803675,0.131504,0.13821,False,0.09145943749999999,0.177598,0.0626051,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.1357,-0.00691317,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.878485,0.927908,0.000104865,-0.00636177,0.000551398,0.026588,0.00118216,0.026588,0.000871782
5,train,1,1,True,True,0.135414,0.128896,0.00651732,0.150547,0.159347,0.00746144,0.00724009,0.128889,0.135406,True,0.070806025,0.0624366,0.129068,-3.33018e-26,0.186269,0.0103998,0.0808832,0.0432795,0.0541121,0.33834,0.338224,0.879485,0.926451,0.000123927,0.00729888,0.000781563,0.0215428,0.00100085,0.0215428,0.000485467
6,train,2,1,True,True,0.13669,0.130262,0.00642766,0.142338,0.149959,0.0117837,0.0116916,0.130255,0.136682,True,0.096177275,0.100801,0.0680939,0.149991,0.0414507,0.0838083,0.0840683,0.120766,0.120439,0.341434,0.341413,0.880578,0.924952,0.000133701,0.00732014,0.000892482,0.00661612,0.00130124,0.00661612,0.000502986
7,train,3,0,True,True,0.130463,0.13773,-0.0072669,0.144644,0.153294,0.00806015,0.00789632,0.130456,0.137722,False,0.09070005,0.177718,0.0613571,0.0959576,0.096679,0.0544714,0.112098,0.0744148,0.0529045,0.339909,0.339822,0.878797,0.927516,6.38999e-05,-0.00649076,0.000776141,0.0189176,0.00124121,0.0189176,0.000486708
8,train,0,0,True,True,0.12701,0.133818,-0.00680822,0.142581,0.150949,0.00781796,0.00766168,0.127003,0.133811,False,0.08961968749999999,0.0575977,0.193853,0.0481867,0.0974585,0.0468958,0.0679214,0.112134,0.0929104,0.339342,0.33924,0.877463,0.929365,0.000112377,-0.0060616,0.000746612,0.0261937,0.0014042,0.0261937,0.000488676
9,train,1,1,True,True,0.134053,0.127729,0.00632354,0.149633,0.158372,0.00751587,0.00728144,0.127722,0.134045,True,0.06993764499999999,0.0612179,0.128155,-3.2549e-26,0.185689,0.00965286,0.0793296,0.0425805,0.0528763,0.338292,0.338167,0.879166,0.926863,0.000180597,0.00714911,0.000825573,0.0210404,0.000970581,0.0210404,0.000485285
