cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,-1.00745e-147,-1.00745e-147,0.0,0.0186634,0.0089744,0.0186667,0.00956079,-1.00739e-147,-1.00739e-147,False,0.036678712499999995,-1.00745e-147,-1.00745e-147,0.0,False,0.0291263,0.0798826,4.52668e-28,0.0836267,-3.56674e-28,0.0433731,0.0252852,0.0321358,1.19801,1.19801,-6.38336e-154,4.9745e-103
1,initial_eval,1,0,False,False,5.66665e-105,6.21923e-172,5.66665e-105,0.0186623,0.00801811,0.0186656,0.00839599,5.66634e-105,6.21889e-172,True,0.06610125374999999,5.66665e-105,6.21923e-172,5.66665e-105,True,0.0924833,0.0926472,0.00352623,0.157159,0.0164842,0.0829951,0.0464001,0.0371149,1.2,1.2,4.30157e-105,-1.98434e-15
2,initial_eval,2,0,False,False,-3.49817e-129,0.012779,-0.012779,0.0186612,0.0438167,0.0186645,0.0253566,-1.81055e-105,0.0128111,False,0.15405125,-3.49817e-129,0.012779,-0.012779,False,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,1.2,0.959455,7.07791e-153,-3.26508e-63
3,initial_eval,3,0,False,False,1.11776e-129,-8.17751e-27,8.17751e-27,0.0186601,0.00731068,0.0186634,0.00795504,1.1177e-129,-8.17706e-27,True,0.05048005,1.11776e-129,-8.17751e-27,8.17751e-27,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,1.2,1.2,3.46839e-35,5.54515e-74
4,initial_eval,4,0,False,False,-6.90025e-154,5.04819e-51,-5.04819e-51,0.0186592,0.0187792,0.0186624,0.0191723,-6.89987e-154,5.04791e-51,False,0.06413522499999999,-6.90025e-154,5.04819e-51,-5.04819e-51,False,0.0736042,0.0476225,0.0982556,0.0371844,0.0488761,0.0558144,0.0796561,0.0720685,1.2,1.2,1.59142e-80,7.24442e-105
5,initial_eval,5,0,False,False,4.2597e-178,-3.11638e-75,3.11638e-75,0.0186579,0.0149271,0.0186612,0.0164139,4.25947e-178,-3.11621e-75,True,0.0590283,4.2597e-178,-3.11638e-75,3.11638e-75,True,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,1.2,1.2,-1.51935e-71,3.61567e-96
6,initial_eval,6,1,False,False,0.0557288,-2.62963e-202,0.0557288,0.018657,0.0881078,0.0186602,0.0297875,-2.62948e-202,0.0557452,True,0.25521900000000003,0.0557288,-2.62963e-202,0.0557288,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,1.2,0.331765,-2.49998e-119,6.88172e-125
7,initial_eval,7,1,False,False,0.0557282,1.62334e-226,0.0557282,0.0186558,0.0881072,0.018659,0.0297878,1.62325e-226,0.0557446,True,0.255216875,0.0557282,1.62334e-226,0.0557282,True,0.266945,0.262344,0.216661,0.287736,0.241821,0.236939,0.266945,0.262344,1.2,0.331765,-4.11354e-167,-2.50647e-126
8,initial_eval,8,1,False,False,0.00555016,-1.00213e-250,0.00555016,0.0186546,0.0363367,0.0186579,0.0336794,9.6203e-135,0.00557336,True,0.086346825,0.00555016,-1.00213e-250,0.00555016,True,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.0598201,0.116878,0.0956859,1.2,1.14305,-3.15088e-53,5.30989e-95
9,initial_eval,9,1,False,False,0.055727,-5.93919e-159,0.055727,0.0186538,0.0881058,0.018657,0.0297883,-5.93886e-159,0.0557434,True,0.255212,0.055727,-5.93919e-159,0.055727,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,1.2,0.331765,-5.18455e-101,-1.09859e-124
10,initial_eval,10,1,False,False,0.0557262,3.66642e-183,0.0557262,0.0186525,0.0881051,0.0186558,0.0169128,3.66621e-183,0.0557426,True,0.25520974999999996,0.0557262,3.66642e-183,0.0557262,True,0.266938,0.262336,0.216655,0.287729,0.241814,0.236932,0.266938,0.262336,1.2,0.336821,-1.63648e-62,4.41438e-123
11,initial_eval,11,1,False,False,0.0557255,-2.26337e-207,0.0557255,0.0186514,0.0881044,0.0186547,0.016913,-2.26325e-207,0.0557419,True,0.25520724999999994,0.0557255,-2.26337e-207,0.0557255,True,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262334,1.2,0.336821,2.4822e-62,4.01268e-61
12,final_eval,0,0,False,False,1.39724e-231,-3.82237e-26,3.82237e-26,0.0186503,0.00897532,0.0186536,0.00956163,1.39716e-231,-3.82216e-26,True,0.0366706875,1.39724e-231,-3.82237e-26,3.82237e-26,True,0.0291126,0.079879,-1.94979e-25,0.0836151,-2.2747e-25,0.0433593,0.0252772,0.0321223,1.2,1.2,4.08426e-110,6.60259e-109
13,final_eval,1,0,False,False,-8.62553e-256,2.35965e-50,-2.35965e-50,0.0186492,0.00801581,0.0186525,0.0083936,-8.62505e-256,2.35952e-50,False,0.06608193875,-8.62553e-256,2.35965e-50,-2.35965e-50,False,0.0924564,0.0926323,0.00350781,0.157149,0.0164661,0.0829684,0.0463834,0.0370921,1.2,1.2,6.72034e-158,1.08641e-156
14,final_eval,2,0,False,False,-3.25153e-143,0.0127644,-0.0127644,0.0186484,0.0438016,0.0186517,0.0135735,-3.25135e-143,0.0127973,False,0.15401625000000002,-3.25153e-143,0.0127644,-0.0127644,False,0.198448,0.143933,0.143402,0.170269,0.121849,0.141687,0.152362,0.16018,1.2,0.958801,-2.75439e-125,-1.8967e-104
15,final_eval,3,0,False,False,2.00725e-167,-8.16844e-27,8.16844e-27,0.018647,0.00730831,0.0186503,0.0079522,2.00714e-167,-8.16799e-27,True,0.0504674,2.00725e-167,-8.16844e-27,8.16844e-27,True,0.0420506,0.0714675,0.0438235,0.0682358,0.0199272,0.0612862,0.0461407,0.0508077,1.2,1.2,-4.53181e-173,3.57987e-74
16,final_eval,4,0,False,False,-1.23913e-191,5.04259e-51,-5.04259e-51,0.0186462,0.0187755,0.0186495,0.0191696,-1.23906e-191,5.04232e-51,False,0.06412011249999999,-1.23913e-191,5.04259e-51,-5.04259e-51,False,0.0735974,0.047597,0.0982424,0.037168,0.0488596,0.0557994,0.0796417,0.0720554,1.2,1.2,-1.46104e-70,3.92129e-96
17,final_eval,5,0,False,False,7.64947e-216,-3.11292e-75,3.11292e-75,0.0186448,0.01492,0.0186481,0.0164068,7.64904e-216,-3.11275e-75,True,0.05901255,7.64947e-216,-3.11292e-75,3.11292e-75,True,0.0704516,0.0674584,0.070495,0.0321902,0.0354756,0.0517456,0.0684146,0.0758694,1.2,1.2,4.84747e-71,-4.13183e-96
