cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.0603567,0.0602066,0.000150077,0.0927422,0.0925875,0.0237334,0.023736,0.0603643,0.0602142,True,0.0926645125,0.0603567,0.0602066,0.000150077,True,0.0926591,0.0926691,0.0926686,0.0926587,0.0926695,0.0926688,0.0926582,0.0926591,0.0926691,0.0926686,0.0926587,0.0926694,0.0926688,0.0926583,0.0926591,0.0926691,0.338519,0.338534,1.21929,1.21929,
1,initial_eval,1,0,False,False,0.0610515,0.060908,0.000143525,0.0934589,0.0933109,0.0237666,0.0237681,0.0610591,0.0609156,True,0.09357436875,0.0610515,0.060908,0.000143525,True,0.0933794,0.093389,0.0933885,0.0950276,0.0933894,0.0933888,0.0933786,0.0933794,0.093389,0.0933885,0.0934651,0.0933893,0.0933887,0.0933786,0.0933795,0.0946905,0.33851,0.338525,1.2093,1.2093,
2,initial_eval,2,0,False,False,0.0648735,0.0647722,0.000101345,0.0973989,0.0972944,0.000580542,0.000591566,0.0648807,0.0647793,True,0.098584725,0.0648735,0.0647722,0.000101345,True,0.101246,0.0982664,0.0981843,0.0994913,0.0976222,0.0981511,0.0986338,0.0988953,0.0974001,0.0985236,0.0982574,0.0974289,0.0991066,0.0983178,0.0982608,0.09957,0.336313,0.336327,1.19935,1.19935,
3,initial_eval,3,0,False,False,0.060326,0.0601759,0.000150105,0.0927108,0.0925561,0.0237362,0.0237388,0.0603336,0.0601835,True,0.09263315625,0.060326,0.0601759,0.000150105,True,0.0926277,0.0926378,0.0926372,0.0926273,0.0926381,0.0926375,0.0926269,0.0926277,0.0926378,0.0926372,0.0926273,0.0926381,0.0926375,0.0926269,0.0926278,0.0926377,0.338521,0.338535,1.18955,1.18955,
4,initial_eval,4,0,False,False,0.0603198,0.0601696,0.000150203,0.0927042,0.0925493,0.0237373,0.0237398,0.0603274,0.0601772,True,0.09262731874999999,0.0603198,0.0601696,0.000150203,True,0.092621,0.0926311,0.0926447,0.0926206,0.0926314,0.0926308,0.0926201,0.092621,0.092631,0.0926305,0.0926206,0.0926314,0.0926307,0.0926202,0.092621,0.092631,0.338521,0.338536,1.17981,1.17981,
5,initial_eval,5,0,False,False,0.0603144,0.0601646,0.00014979,0.0926989,0.0925445,0.0237383,0.0237409,0.060322,0.0601722,True,0.09262379375,0.0603144,0.0601646,0.00014979,True,0.0926159,0.092626,0.0926254,0.0926155,0.0926263,0.0926257,0.0926151,0.092616,0.092626,0.0926254,0.0926156,0.0926263,0.0926257,0.0926539,0.092616,0.0926259,0.338522,0.338536,1.17014,1.17015,
6,initial_eval,6,1,False,False,0.0831753,0.0832534,-7.80571e-05,0.116341,0.11626,0.0292262,0.0292333,0.0832597,0.0831816,False,0.12397981250000001,0.0831753,0.0832534,-7.80571e-05,False,0.124935,0.12489,0.120199,0.127721,0.123001,0.122041,0.125585,0.124419,0.120488,0.127104,0.122602,0.122493,0.125045,0.125028,0.120252,0.127874,0.333758,0.333766,1.16029,1.1603,
7,initial_eval,7,1,False,False,0.0831604,0.0832384,-7.80776e-05,0.116326,0.116245,0.0127273,0.0127406,0.0832447,0.0831667,False,0.1239624375,0.0831604,0.0832384,-7.80776e-05,False,0.124918,0.124872,0.120183,0.127703,0.122984,0.122023,0.125568,0.124401,0.120471,0.127086,0.122585,0.122476,0.125028,0.12501,0.120235,0.127856,0.337582,0.337589,1.15061,1.15062,
8,initial_eval,8,1,False,False,0.0604027,0.0605472,-0.000144534,0.0929389,0.0927899,0.0237643,0.0237658,0.0605548,0.0604103,False,0.09293934999999999,0.0604027,0.0605472,-0.000144534,False,0.0928589,0.0931793,0.0928681,0.0928585,0.0928689,0.0928683,0.0931093,0.0928629,0.0928686,0.092868,0.0928585,0.0928689,0.0928683,0.0934956,0.0928589,0.0928686,0.338512,0.338528,1.14113,1.14114,
9,initial_eval,9,1,False,False,0.0831303,0.0832084,-7.81184e-05,0.116295,0.116214,0.0126942,0.0127075,0.0832147,0.0831366,False,0.1239276875,0.0831303,0.0832084,-7.81184e-05,False,0.124883,0.124837,0.12015,0.127667,0.12295,0.121989,0.125533,0.124366,0.120438,0.127049,0.122551,0.122441,0.124993,0.124975,0.120202,0.127819,0.337578,0.337585,1.13959,1.13959,
10,initial_eval,10,1,False,False,0.0831154,0.0831936,-7.81391e-05,0.116279,0.116199,0.0126779,0.0126912,0.0831999,0.0831217,False,0.12391037499999998,0.0831154,0.0831936,-7.81391e-05,False,0.124866,0.124819,0.120133,0.127648,0.122933,0.121972,0.125516,0.124348,0.120422,0.127031,0.122534,0.122424,0.124976,0.124957,0.120186,0.127801,0.337576,0.337583,1.1398,1.1398,
11,initial_eval,11,1,False,False,0.0831005,0.0831786,-7.81596e-05,0.116264,0.116183,0.0126615,0.0126748,0.0831849,0.0831068,False,0.1238930625,0.0831005,0.0831786,-7.81596e-05,False,0.124848,0.124802,0.120117,0.12763,0.122916,0.121955,0.125498,0.124331,0.120405,0.127013,0.122517,0.122407,0.124958,0.12494,0.120169,0.127783,0.337574,0.337581,1.1398,1.1398,
12,train,0,0,True,True,0.0602348,0.0600846,0.000150187,0.0926168,0.092462,0.0237447,0.0237473,0.0602424,0.0600922,True,0.092539075,0.0602348,0.0600846,0.000150187,True,0.0925336,0.0925437,0.0925431,0.0925332,0.092544,0.0925434,0.0925328,0.0925337,0.0925437,0.0925431,0.0925333,0.092544,0.0925434,0.0925328,0.0925337,0.0925437,0.338567,0.338581,4.82361e-07,1.2,0.00605789
13,train,1,0,True,True,0.0609331,0.0607894,0.000143728,0.0933366,0.0931884,0.0237793,0.0237808,0.0609407,0.0607969,True,0.09345268124999999,0.0609331,0.0607894,0.000143728,True,0.093257,0.0932666,0.0932661,0.0949051,0.0932669,0.0932663,0.0932561,0.093257,0.0932666,0.0932661,0.0933413,0.0932669,0.0932663,0.0932562,0.093257,0.0945814,0.338556,0.338572,4.82354e-07,1.2,0.00472807
