cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127309,0.134425,-0.00711635,False,0.0905693875,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941568,,,,,,,
1,initial_eval,1,1,False,False,0.136439,0.129225,0.00721374,True,0.0711982875,0.0629244,0.129433,-3.32793e-26,0.1868,0.0107476,0.0814973,0.0435799,0.0546041,,,,,,,
2,initial_eval,2,1,False,False,0.137404,0.130859,0.00654515,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.042166,0.084206,0.0846074,0.121207,0.12109,,,,,,,
3,initial_eval,3,0,False,False,0.132192,0.138888,-0.00669651,False,0.091459375,0.177598,0.0626051,0.0967102,0.0976937,0.0551305,0.112826,0.0751199,0.0539916,,,,,,,
4,train,0,0,True,False,0.12874,0.135621,-0.00688053,False,0.0905683,0.0587714,0.194422,0.0493447,0.099237,0.0478408,0.0691851,0.11159,0.0941554,5.36643e-237,,,,,,
5,train,1,1,False,False,0.136438,0.129224,0.00721371,True,0.07119705,0.0629229,0.129432,-3.35081e-26,0.186798,0.0107466,0.0814952,0.0435792,0.0546025,6.90343e-261,,,,,,
6,train,2,1,False,False,0.137403,0.130857,0.00654512,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,3.08993e-290,,,,,,
7,train,3,0,False,True,0.13219,0.138887,-0.00669646,False,0.09145841250000002,0.177599,0.0626033,0.0967091,0.0976923,0.0551295,0.112825,0.075119,0.0539901,0.0,-0.00669632,1.45001e-07,1.11738e-07,1.35198e-07,1.35198e-07,5.53194e-07
8,train,0,0,True,False,0.12874,0.13562,-0.00687997,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.0,,,,,,
9,train,1,1,False,False,0.136437,0.129223,0.00721369,True,0.0711958,0.0629215,0.12943,-3.32794e-26,0.186797,0.0107456,0.0814931,0.0435784,0.0546008,0.0,,,,,,
10,train,2,1,False,False,0.137401,0.130856,0.00654509,True,0.0967765375,0.101401,0.0690117,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,0.0,,,,,,
11,train,3,0,False,True,0.132189,0.138885,-0.00669642,False,0.0914573125,0.177599,0.0626015,0.0967079,0.0976909,0.0551285,0.112824,0.0751181,0.0539886,0.0,-0.00669627,1.45011e-07,1.11737e-07,1.35197e-07,1.35197e-07,5.5319e-07
12,train,0,0,True,False,0.128739,0.135619,-0.00687993,False,0.0905660125,0.0587687,0.19442,0.0493421,0.099233,0.0478387,0.0691821,0.111591,0.0941525,0.0,,,,,,
13,train,1,1,False,False,0.136435,0.129222,0.00721366,True,0.07119467499999999,0.06292,0.129429,-3.32784e-26,0.186796,0.0107446,0.081491,0.0435776,0.0545992,0.0,,,,,,
14,train,2,1,False,False,0.1374,0.130855,0.00654505,True,0.0967752875,0.1014,0.0690101,0.150532,0.0421615,0.0842033,0.0846044,0.121204,0.121087,0.0,,,,,,
15,train,3,0,False,True,0.132187,0.138884,-0.00669637,False,0.091456325,0.1776,0.0625997,0.0967068,0.0976894,0.0551275,0.112823,0.0751171,0.0539871,0.0,-0.00669623,1.45021e-07,1.11736e-07,1.35196e-07,1.35196e-07,5.53187e-07
16,train,0,0,True,False,0.128738,0.135618,-0.0068799,False,0.09056478750000001,0.0587673,0.194419,0.0493408,0.099231,0.0478377,0.0691805,0.111591,0.094151,0.0,,,,,,
17,train,1,1,False,False,0.136434,0.129221,0.00721364,True,0.0711935625,0.0629185,0.129428,-3.32775e-26,0.186795,0.0107437,0.0814889,0.0435768,0.0545976,0.0,,,,,,
18,train,2,1,False,False,0.137399,0.130854,0.00654502,True,0.09677416249999998,0.101399,0.0690084,0.150531,0.0421601,0.0842024,0.0846034,0.121203,0.121086,0.0,,,,,,
19,train,3,0,False,True,0.132186,0.138882,-0.00669633,False,0.091455225,0.1776,0.0625979,0.0967056,0.097688,0.0551265,0.112822,0.0751162,0.0539856,0.0,-0.00669618,1.45031e-07,1.11736e-07,1.35195e-07,1.35195e-07,5.53183e-07
20,train,0,0,True,False,0.128736,0.135616,-0.00687986,False,0.09056370000000001,0.058766,0.194418,0.0493395,0.099229,0.0478366,0.069179,0.111592,0.0941495,0.0,,,,,,
21,train,1,1,False,False,0.136433,0.129219,0.00721361,True,0.071192325,0.0629171,0.129426,-3.32765e-26,0.186794,0.0107427,0.0814868,0.0435761,0.0545959,0.0,,,,,,
22,train,2,1,False,False,0.137398,0.130853,0.00654499,True,0.0967729,0.101398,0.0690068,0.150529,0.0421586,0.0842014,0.0846024,0.121202,0.121085,0.0,,,,,,
23,train,3,0,False,True,0.132184,0.138881,-0.00669628,False,0.09145425,0.177601,0.0625961,0.0967045,0.0976865,0.0551255,0.112821,0.0751153,0.0539841,0.0,-0.00669614,1.45041e-07,1.11735e-07,1.35194e-07,1.35194e-07,5.5318e-07
24,final_eval,0,0,False,False,0.128735,0.135615,-0.00687983,False,0.09056245000000002,0.0587646,0.194417,0.0493382,0.0992269,0.0478355,0.0691774,0.111592,0.094148,,,,,,,
25,final_eval,1,1,False,False,0.136432,0.129218,0.00721359,True,0.071191075,0.0629156,0.129425,-3.32756e-26,0.186792,0.0107417,0.0814847,0.0435753,0.0545943,,,,,,,
26,final_eval,2,1,False,False,0.137396,0.130852,0.00654496,True,0.09677177499999999,0.101397,0.0690052,0.150528,0.0421571,0.0842005,0.0846014,0.121201,0.121084,,,,,,,
27,final_eval,3,0,False,False,0.132183,0.138879,-0.00669624,False,0.0914531375,0.177601,0.0625943,0.0967033,0.0976851,0.0551245,0.11282,0.0751143,0.0539826,,,,,,,
