cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.0667762,0.0673311,-0.000554965,0.0993592,0.0999312,0.0216195,0.0216125,0.0667833,0.0673383,False,0.09964606666666669,0.0667762,0.0673311,-0.000554965,False,0.0996619,0.0996218,0.099625,0.0996631,0.0996607,0.0996235,0.0996644,0.0996618,0.0996219,0.0996251,0.099663,0.0996606,0.33804,0.338037,1.21921,1.2192,
1,initial_eval,1,0,False,False,0.0671166,0.0676842,-0.000567518,0.0997104,0.100295,0.0216286,0.0216215,0.0671238,0.0676913,False,0.10012061666666666,0.0671166,0.0676842,-0.000567518,False,0.10002,0.099979,0.0999822,0.101396,0.100019,0.0999808,0.100023,0.10002,0.0999791,0.0999823,0.100047,0.100019,0.338041,0.338038,1.20918,1.20917,
2,initial_eval,2,0,False,False,0.0697919,0.0703912,-0.000599274,0.102468,0.103086,4.54027e-05,3.13327e-05,0.0697988,0.070398,False,0.1037705,0.0697919,0.0703912,-0.000599274,False,0.106399,0.103497,0.103429,0.104699,0.102944,0.103395,0.103886,0.104133,0.102765,0.103743,0.103537,0.102819,0.335577,0.335566,1.1992,1.19918,
3,initial_eval,3,0,False,False,0.0667418,0.0672965,-0.000554789,0.099324,0.0998958,0.0216223,0.0216154,0.066749,0.0673037,False,0.09961080000000001,0.0667418,0.0672965,-0.000554789,False,0.0996266,0.0995865,0.0995897,0.0996278,0.0996254,0.0995883,0.0996292,0.0996265,0.0995867,0.0995898,0.0996277,0.0996254,0.338041,0.338038,1.18934,1.18932,
4,initial_eval,4,0,False,False,0.0667304,0.0672852,-0.000554732,0.0993123,0.0998841,0.0216232,0.0216163,0.0667376,0.0672923,False,0.09959905833333332,0.0667304,0.0672852,-0.000554732,False,0.0996149,0.0995748,0.099578,0.0996161,0.0996137,0.0995765,0.0996174,0.0996148,0.0995749,0.099578,0.099616,0.0996136,0.338041,0.338038,1.17955,1.17953,
5,initial_eval,5,0,False,False,0.066719,0.0672737,-0.000554673,0.0993006,0.0998723,0.0216242,0.0216173,0.0667262,0.0672809,False,0.09958729999999999,0.066719,0.0672737,-0.000554673,False,0.0996031,0.099563,0.0995662,0.0996043,0.0996019,0.0995648,0.0996057,0.099603,0.0995632,0.0995663,0.0996042,0.0996019,0.338042,0.338038,1.16984,1.16982,
6,initial_eval,6,1,False,False,0.0863783,0.0856983,0.000679978,0.11886,0.11956,0.0125762,0.0125787,0.0857044,0.0863844,True,0.12645566666666666,0.0863783,0.0856983,0.000679978,True,0.127744,0.12768,0.12296,0.130561,0.124982,0.124805,0.12842,0.127225,0.12325,0.129895,0.125409,0.124537,0.337402,0.337401,1.15999,1.15996,
7,initial_eval,7,1,False,False,0.0863628,0.0856829,0.000679909,0.118844,0.119544,0.0125614,0.0125639,0.085689,0.0863689,True,0.12643775,0.0863628,0.0856829,0.000679909,True,0.127727,0.127662,0.122942,0.130542,0.124964,0.124787,0.128402,0.127207,0.123233,0.129876,0.125392,0.124519,0.337401,0.337399,1.15029,1.15025,
8,initial_eval,8,1,False,False,0.0673186,0.0667649,0.000553698,0.0993479,0.0999186,0.0216287,0.0216218,0.0667721,0.0673258,True,0.09966069166666665,0.0673186,0.0667649,0.000553698,True,0.0996499,0.0997932,0.0996131,0.0996511,0.0996488,0.0996116,0.0997879,0.0996498,0.09961,0.0996132,0.099651,0.0996487,0.338043,0.33804,1.1408,1.14076,
9,initial_eval,9,1,False,False,0.0863316,0.0856518,0.000679772,0.118812,0.119512,0.0125317,0.0125342,0.085658,0.0863377,True,0.12640233333333334,0.0863316,0.0856518,0.000679772,True,0.127691,0.127626,0.122908,0.130505,0.124929,0.124752,0.128367,0.127171,0.123199,0.129839,0.125357,0.124484,0.337397,0.337396,1.13962,1.13962,
10,initial_eval,10,1,False,False,0.0863162,0.0856365,0.000679703,0.118796,0.119496,0.012517,0.0125195,0.0856427,0.0863223,True,0.12638441666666667,0.0863162,0.0856365,0.000679703,True,0.127673,0.127607,0.122891,0.130486,0.124912,0.124734,0.128349,0.127153,0.123182,0.129821,0.125339,0.124466,0.337396,0.337394,1.1398,1.13979,
11,initial_eval,11,1,False,False,0.0863007,0.0856211,0.000679634,0.11878,0.11948,0.0125023,0.0125048,0.0856272,0.0863068,True,0.12636666666666665,0.0863007,0.0856211,0.000679634,True,0.127655,0.127589,0.122874,0.130468,0.124895,0.124716,0.128331,0.127134,0.123165,0.129802,0.125322,0.124449,0.337394,0.337393,1.1398,1.13979,
