cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,-1.00745e-147,-1.00745e-147,0.0,0.0171644,0.0159843,0.0172377,0.0153533,1.37604e-86,6.53875e-116,False,0.036678712499999995,-1.00745e-147,-1.00745e-147,0.0,False,0.0291263,0.0798826,1.08893e-75,0.0836267,-6.58771e-76,0.0433731,0.0252852,0.0321358,1.19801,1.19801,-1.04465e-62,1.04223e-35
1,initial_eval,1,0,False,False,0.0215979,-4.03676e-140,0.0215979,0.0526083,0.0114641,0.0307823,0.0112765,0.0216019,-4.03654e-140,True,0.06610125374999999,0.0215979,-4.03676e-140,0.0215979,True,0.0924833,0.0926472,0.00352623,0.157159,0.0164842,0.0829951,0.0464001,0.0371149,0.558974,1.2,9.23134e-62,1.71491e-83
2,initial_eval,2,0,False,False,-1.40235e-26,0.0163899,-0.0163899,0.0277537,0.0475331,0.014285,0.0298838,-1.40227e-26,0.0164194,False,0.15405125,-1.40235e-26,0.0163899,-0.0163899,False,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,1.2,0.813462,3.02277e-69,1.65757e-61
3,initial_eval,3,0,False,False,8.65708e-51,-1.05591e-26,1.05591e-26,0.00835681,0.0120368,0.00812475,0.0112615,8.65661e-51,-1.05585e-26,True,0.05048005,8.65708e-51,-1.05591e-26,1.05591e-26,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,1.2,1.2,-4.73914e-104,2.72741e-109
4,initial_eval,4,0,False,False,-5.34424e-75,6.51842e-51,-6.51842e-51,0.005877,0.0277266,0.00599353,0.0256847,-5.34395e-75,6.51806e-51,False,0.064135175,-5.34424e-75,6.51842e-51,-6.51842e-51,False,0.0736042,0.0476224,0.0982556,0.0371843,0.0488761,0.0558144,0.079656,0.0720684,1.2,1.2,-4.93953e-44,6.82885e-45
5,initial_eval,5,0,False,False,3.29914e-99,-4.02399e-75,4.02399e-75,0.00549544,0.0222311,0.00565686,0.0218197,3.29896e-99,-4.02377e-75,True,0.0590283,3.29914e-99,-4.02399e-75,4.02399e-75,True,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,1.2,1.2,1.42277e-44,1.12364e-92
6,initial_eval,6,1,False,False,0.0660594,-3.27357e-84,0.0660594,0.0286385,0.0987473,0.0124033,0.02332,-3.41054e-84,0.0660748,True,0.25521900000000003,0.0660594,-3.27357e-84,0.0660594,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,1.2,0.333971,2.34108e-92,1.84887e-140
7,initial_eval,7,1,False,False,0.0660588,-4.95198e-59,0.0660588,0.028638,0.0987465,0.0124034,0.0233203,-4.95171e-59,0.0660742,True,0.255217,0.0660588,-4.95198e-59,0.0660588,True,0.266945,0.262344,0.216661,0.287737,0.241821,0.236939,0.266945,0.262344,1.2,0.333971,3.85209e-140,2.2779e-162
8,initial_eval,8,1,False,False,0.0185055,3.05699e-83,0.0185055,0.00614023,0.0496956,0.006869,0.0439135,3.05682e-83,0.0185247,True,0.086346825,0.0185055,3.05699e-83,0.0185055,True,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.0598201,0.116878,0.0956859,1.2,0.620565,-1.145e-78,2.57546e-35
9,initial_eval,9,1,False,False,0.0660571,-2.55618e-84,0.0660571,0.028637,0.0987447,0.0124037,0.023321,-2.67935e-84,0.0660725,True,0.255212,0.0660571,-2.55618e-84,0.0660571,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,1.2,0.333971,-1.88402e-126,4.23773e-83
10,initial_eval,10,1,False,False,0.0660562,-4.0722e-59,0.0660562,0.0286366,0.0987439,0.0124038,0.0233214,-4.07198e-59,0.0660716,True,0.25520974999999996,0.0660562,-4.0722e-59,0.0660562,True,0.266938,0.262336,0.216655,0.287729,0.241814,0.236932,0.266938,0.262336,1.2,0.333971,-3.10003e-174,6.97288e-131
11,initial_eval,11,1,False,False,0.0660553,-4.68342e-59,0.0660553,0.0286361,0.098743,0.0124039,0.0233217,-4.68316e-59,0.0660707,True,0.25520724999999994,0.0660553,-4.68342e-59,0.0660553,True,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262334,1.2,0.333971,-5.10088e-222,1.7954e-162
12,final_eval,0,0,False,False,2.8912e-83,-4.60452e-26,4.60452e-26,0.0171597,0.0159861,0.0172339,0.0153556,2.89378e-83,-4.60426e-26,True,0.0366706875,2.8912e-83,-4.60452e-26,4.60452e-26,True,0.0291126,0.079879,-1.9498e-25,0.0836151,-2.27336e-25,0.0433593,0.0252772,0.0321223,1.2,1.2,4.20146e-62,1.7919e-162
13,final_eval,1,0,False,False,0.0216015,2.84249e-50,0.0216015,0.0526117,0.0114612,0.0307871,0.011274,0.0216055,2.84233e-50,True,0.06608192624999999,0.0216015,2.84249e-50,0.0216015,True,0.0924564,0.0926323,0.00350781,0.157149,0.0164661,0.0829684,0.0463833,0.0370921,0.558782,1.2,6.91322e-110,2.94844e-210
14,final_eval,2,0,False,False,-1.40255e-26,0.0163735,-0.0163735,0.027749,0.0475161,0.00601463,0.0255101,-1.40248e-26,0.0164034,False,0.15401625000000002,-1.40255e-26,0.0163735,-0.0163735,False,0.198448,0.143933,0.143402,0.170269,0.121849,0.141687,0.152362,0.16018,1.2,0.81267,-7.11113e-69,1.00652e-102
15,final_eval,3,0,False,False,8.65833e-51,-1.05485e-26,1.05485e-26,0.00835244,0.012035,0.00812081,0.0112593,8.65786e-51,-1.05479e-26,True,0.0504674,8.65833e-51,-1.05485e-26,1.05485e-26,True,0.0420506,0.0714675,0.0438235,0.0682358,0.0199272,0.0612862,0.0461407,0.0508077,1.2,1.2,-1.17009e-116,-6.74972e-44
16,final_eval,4,0,False,False,-5.34502e-75,6.51184e-51,-6.51184e-51,0.0058767,0.0277213,0.00599287,0.0256819,-5.34472e-75,6.51148e-51,False,0.06412011249999999,-5.34502e-75,6.51184e-51,-6.51184e-51,False,0.0735974,0.047597,0.0982424,0.037168,0.0488596,0.0557994,0.0796417,0.0720554,1.2,1.2,-2.7448e-44,-1.11062e-91
17,final_eval,5,0,False,False,3.29962e-99,-4.01993e-75,4.01993e-75,0.00549439,0.0222217,0.00565575,0.0218113,3.29944e-99,-4.01971e-75,True,0.05901255,3.29962e-99,-4.01993e-75,4.01993e-75,True,0.0704516,0.0674584,0.070495,0.0321902,0.0354756,0.0517456,0.0684146,0.0758694,1.2,1.2,1.13433e-44,2.53028e-97
18,final_eval,6,1,False,False,0.0660491,-1.45486e-84,0.0660491,0.0286327,0.0987367,0.0124048,0.0233241,-1.53759e-84,0.0660645,True,0.25519075,0.0660491,-1.45486e-84,0.0660491,True,0.266919,0.262316,0.216639,0.287707,0.241797,0.236913,0.266919,0.262316,1.2,0.333971,1.86646e-92,4.16339e-145
19,final_eval,7,1,False,False,0.0660484,-4.03014e-59,0.0660484,0.0286322,0.0987359,0.0124049,0.0233245,-4.02992e-59,0.0660638,True,0.25518875,0.0660484,-4.03014e-59,0.0660484,True,0.266917,0.262314,0.216637,0.287705,0.241795,0.236911,0.266917,0.262314,1.2,0.333971,3.07113e-140,7.02162e-162
20,final_eval,8,1,False,False,0.0184952,2.48791e-83,0.0184952,0.00613738,0.0496849,0.00686552,0.0439102,2.48777e-83,0.0185143,True,0.08632814999999999,0.0184952,2.48791e-83,0.0184952,True,0.0866354,0.119987,0.0915133,0.0536527,0.0665011,0.0598047,0.116856,0.095675,1.2,0.621124,-2.28101e-106,3.20857e-87
21,final_eval,9,1,False,False,0.0660467,-7.36879e-85,0.0660467,0.0286313,0.0987341,0.0124052,0.0233251,-8.0868e-85,0.0660621,True,0.255183875,0.0660467,-7.36879e-85,0.0660467,True,0.266912,0.262309,0.216633,0.2877,0.24179,0.236906,0.266912,0.262309,1.2,0.333971,-3.75325e-154,5.27947e-135
22,final_eval,10,1,False,False,0.0660459,-3.31374e-59,0.0660459,0.0286308,0.0987332,0.0124053,0.0233255,-3.31356e-59,0.0660613,True,0.25518175000000004,0.0660459,-3.31374e-59,0.0660459,True,0.26691,0.262307,0.216631,0.287697,0.241788,0.236904,0.26691,0.262307,1.2,0.333971,-6.17571e-202,6.92963e-162
23,final_eval,11,1,False,False,0.066045,-3.81756e-59,0.066045,0.0286303,0.0987323,0.0124054,0.0233258,-3.81735e-59,0.0660604,True,0.255179375,0.066045,-3.81756e-59,0.066045,True,0.266908,0.262304,0.216629,0.287694,0.241786,0.236902,0.266908,0.262304,1.2,0.333971,-1.01617e-249,6.9028e-162
