cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,-2.16021e-66,-2.29283e-66,1.32614e-67,0.0203362,0.0202635,0.0181706,0.0181388,-2.1601e-66,-2.2927e-66,True,0.036678712499999995,-2.16021e-66,-2.29283e-66,1.32614e-67,True,0.0291263,0.0798826,-1.59162e-18,0.0836267,-4.04118e-18,0.0433731,0.0252852,0.0321358,1.19801,1.19801,-6.77387e-126,4.65957e-109
1,initial_eval,1,0,False,False,0.000706402,1.41542e-90,0.000706402,0.0311673,0.021555,0.0200083,0.0196812,0.000717018,-1.08535e-86,True,0.06610125374999999,0.000706402,1.41542e-90,0.000706402,True,0.0924833,0.0926472,0.00352623,0.157159,0.0164842,0.0829951,0.0464001,0.0371149,1.19839,1.2,-4.24565e-36,-3.95936e-45
2,initial_eval,2,0,False,False,0.00485039,0.0060083,-0.00115791,0.0355188,0.0367687,0.0211872,0.0223326,0.00486664,0.00602981,False,0.15405125,0.00485039,0.0060083,-0.00115791,False,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,1.16139,1.14216,5.67261e-52,1.7126e-45
3,initial_eval,3,0,False,False,-3.02275e-27,-3.75681e-27,7.34064e-28,0.0157538,0.0160323,0.0125287,0.0127045,-3.02258e-27,-3.75661e-27,True,0.05048005,-3.02275e-27,-3.75681e-27,7.34064e-28,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,1.2,1.2,-4.49719e-45,2.81216e-93
4,initial_eval,4,0,False,False,-3.63182e-18,-3.63241e-18,5.81785e-22,0.0166028,0.0192551,0.0148109,0.0161264,-3.63162e-18,-3.63221e-18,True,0.064135175,-3.63182e-18,-3.63241e-18,5.81785e-22,True,0.0736042,0.0476224,0.0982556,0.0371843,0.0488761,0.0558144,0.079656,0.0720684,1.2,1.2,9.41998e-72,2.41539e-71
5,initial_eval,5,0,False,False,2.24202e-42,2.24238e-42,-3.59151e-46,0.0155406,0.0170619,0.013912,0.0149131,2.24189e-42,2.24225e-42,False,0.059028287500000005,2.24202e-42,2.24238e-42,-3.59151e-46,False,0.0704647,0.0674802,0.0705099,0.0322011,0.0354951,0.0517586,0.0684343,0.0758824,1.2,1.2,-1.20983e-70,-1.19044e-94
6,initial_eval,6,1,False,False,0.038872,0.0131544,0.0257176,0.0440928,0.0707181,0.0173122,0.0132547,0.0131704,0.0388885,True,0.25521900000000003,0.038872,0.0131544,0.0257176,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.948428,0.340055,-1.9907e-118,-1.95879e-142
7,initial_eval,7,1,False,False,0.0388717,0.0131539,0.0257178,0.0440923,0.0707177,0.0173122,0.0132548,0.01317,0.0388883,True,0.255216875,0.0388717,0.0131539,0.0257178,True,0.266945,0.262344,0.216661,0.287736,0.241821,0.236939,0.266945,0.262344,0.948446,0.340055,-6.64718e-46,1.69781e-53
8,initial_eval,8,1,False,False,-2.5972e-26,-8.41347e-27,-1.75585e-26,0.018809,0.0263718,0.0191367,0.0234765,-8.413e-27,-2.59706e-26,False,0.086346825,-2.5972e-26,-8.41347e-27,-1.75585e-26,False,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.0598201,0.116878,0.0956859,1.2,1.2,1.02282e-62,-7.30372e-47
9,initial_eval,9,1,False,False,0.0388708,0.0131528,0.0257179,0.0440911,0.0707167,0.0173122,0.013255,0.0131688,0.0388873,True,0.255212,0.0388708,0.0131528,0.0257179,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,0.948487,0.340055,1.68298e-110,-1.20178e-94
