cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.0671667,0.0669508,0.000215971,0.0997618,0.0995391,0.0216118,0.0216146,0.0671739,0.066958,True,0.09965005833333335,0.0671667,0.0669508,0.000215971,True,0.0996439,0.0996595,0.0996583,0.0996434,0.0996444,0.0996588,0.0996429,0.0996439,0.0996595,0.0996582,0.0996435,0.0996444,0.338029,0.338046,1.21921,1.21921,
1,initial_eval,1,0,False,False,0.0675078,0.0673038,0.000204032,0.100114,0.0999034,0.0216208,0.0216236,0.067515,0.067311,True,0.10012483333333333,0.0675078,0.0673038,0.000204032,True,0.100002,0.100017,0.100016,0.101377,0.100003,0.100016,0.100001,0.100002,0.100017,0.100016,0.100028,0.100003,0.33803,0.338047,1.20917,1.20918,
2,initial_eval,2,0,False,False,0.0701855,0.0700083,0.000177224,0.102874,0.102691,2.56271e-05,3.61388e-05,0.0701923,0.0700151,True,0.10377466666666667,0.0701855,0.0700083,0.000177224,True,0.106382,0.103534,0.103462,0.104681,0.102928,0.10343,0.103865,0.104115,0.102803,0.103775,0.103518,0.102803,0.335561,0.335578,1.19919,1.19919,
3,initial_eval,3,0,False,False,0.0671323,0.0669163,0.000216007,0.0997265,0.0995039,0.0216146,0.0216175,0.0671395,0.0669235,True,0.0996148,0.0671323,0.0669163,0.000216007,True,0.0996087,0.0996242,0.099623,0.0996082,0.0996091,0.0996236,0.0996076,0.0996087,0.0996242,0.099623,0.0996082,0.0996091,0.33803,0.338047,1.18933,1.18934,
4,initial_eval,4,0,False,False,0.0671209,0.0669049,0.000216019,0.0997148,0.0994921,0.0216156,0.0216184,0.0671281,0.0669121,True,0.09960305833333333,0.0671209,0.0669049,0.000216019,True,0.0995969,0.0996125,0.0996113,0.0995964,0.0995974,0.0996118,0.0995959,0.0995969,0.0996125,0.0996112,0.0995965,0.0995974,0.33803,0.338048,1.17954,1.17955,
5,initial_eval,5,0,False,False,0.0671095,0.0668935,0.000216031,0.099703,0.0994804,0.0216165,0.0216194,0.0671167,0.0669007,True,0.09959130833333334,0.0671095,0.0668935,0.000216031,True,0.0995852,0.0996008,0.0995995,0.0995847,0.0995856,0.0996001,0.0995841,0.0995852,0.0996007,0.0995995,0.0995847,0.0995856,0.33803,0.338048,1.16982,1.16983,
6,initial_eval,6,1,False,False,0.0859799,0.0861076,-0.000127769,0.119281,0.11915,0.0125669,0.0125857,0.0861137,0.085986,False,0.12645966666666666,0.0859799,0.0861076,-0.000127769,False,0.127726,0.127718,0.122994,0.130541,0.124965,0.124841,0.128398,0.127207,0.123289,0.129928,0.125389,0.12452,0.337395,0.337407,1.15997,1.15998,
7,initial_eval,7,1,False,False,0.0859644,0.0860922,-0.00012779,0.119265,0.119134,0.0125521,0.0125708,0.0860983,0.0859705,False,0.12644166666666667,0.0859644,0.0860922,-0.00012779,False,0.127708,0.1277,0.122977,0.130522,0.124947,0.124823,0.12838,0.127189,0.123272,0.129909,0.125371,0.124502,0.337394,0.337405,1.15026,1.15028,
8,initial_eval,8,1,False,False,0.0669383,0.0671553,-0.000217006,0.0997503,0.0995266,0.0216211,0.0216239,0.0671625,0.0669455,False,0.09966457499999998,0.0669383,0.0671553,-0.000217006,False,0.0996319,0.0998302,0.0996463,0.0996314,0.0996323,0.0996469,0.0997665,0.0996319,0.0996475,0.0996463,0.0996314,0.0996323,0.338032,0.338049,1.14077,1.14079,
9,initial_eval,9,1,False,False,0.0859333,0.0860611,-0.000127831,0.119234,0.119102,0.0125218,0.0125412,0.0860672,0.0859394,False,0.12640633333333332,0.0859333,0.0860611,-0.000127831,False,0.127673,0.127664,0.122943,0.130485,0.124912,0.124788,0.128345,0.127152,0.123238,0.129872,0.125337,0.124467,0.337391,0.337402,1.13962,1.13962,
10,initial_eval,10,1,False,False,0.0859179,0.0860458,-0.000127853,0.119218,0.119086,0.0125075,0.0125265,0.0860519,0.085924,False,0.1263885833333333,0.0859179,0.0860458,-0.000127853,False,0.127655,0.127646,0.122926,0.130467,0.124895,0.12477,0.128327,0.127134,0.12322,0.129854,0.125319,0.12445,0.337389,0.3374,1.1398,1.1398,
11,initial_eval,11,1,False,False,0.0859024,0.0860303,-0.000127874,0.119202,0.11907,0.012493,0.0125118,0.0860364,0.0859085,False,0.12637066666666666,0.0859024,0.0860303,-0.000127874,False,0.127637,0.127627,0.122909,0.130448,0.124878,0.124752,0.128309,0.127116,0.123203,0.129835,0.125302,0.124432,0.337388,0.337399,1.1398,1.1398,
