cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127308,0.134425,-0.00711638,False,0.0905693875,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941568,,,,,,,
1,initial_eval,1,1,False,False,0.136439,0.129225,0.0072137,True,0.0711982875,0.0629244,0.129433,-3.32791e-26,0.1868,0.0107476,0.0814973,0.0435799,0.0546041,,,,,,,
2,initial_eval,2,1,False,False,0.137404,0.130859,0.00654515,True,0.09677878749999999,0.101403,0.0690149,0.150536,0.042166,0.084206,0.0846074,0.121207,0.12109,,,,,,,
3,initial_eval,3,0,False,False,0.132192,0.138888,-0.00669653,False,0.091459375,0.177598,0.0626051,0.0967102,0.0976937,0.0551305,0.112826,0.0751199,0.0539916,,,,,,,
4,train,0,0,True,False,0.12874,0.13562,-0.00688029,False,0.090568275,0.0587713,0.194422,0.0493446,0.099237,0.0478408,0.0691851,0.11159,0.0941554,2.44873e-07,,,,,,
5,train,1,1,False,False,0.136438,0.129224,0.0072137,True,0.07119705,0.0629229,0.129432,-2.02119e-26,0.186798,0.0107466,0.0814952,0.0435792,0.0546025,2.44601e-07,,,,,,
6,train,2,1,False,False,0.137403,0.130857,0.00654512,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,3.01e-07,,,,,,
7,train,3,0,False,True,0.13219,0.138887,-0.00669649,False,0.09145841250000002,0.177599,0.0626033,0.0967091,0.0976923,0.0551295,0.112825,0.075119,0.0539901,3.00162e-08,-0.00666176,3.47305e-05,0.00319719,0.000438359,0.00319719,5.53194e-07
8,train,0,0,True,False,0.127435,0.134388,-0.00695269,False,0.09056701249999999,0.0587699,0.194421,0.0493433,0.0992349,0.0478397,0.0691835,0.11159,0.0941538,2.33999e-07,,,,,,
9,train,1,1,False,False,0.135007,0.127828,0.00717938,True,0.0711958,0.0629215,0.12943,-2.02114e-26,0.186797,0.0107456,0.0814931,0.0435784,0.0546008,2.52009e-07,,,,,,
10,train,2,1,False,False,0.136005,0.129496,0.0065096,True,0.096776525,0.101401,0.0690116,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,3.00997e-07,,,,,,
11,train,3,0,False,True,0.130808,0.137469,-0.00666135,False,0.09145728750000001,0.177599,0.0626014,0.0967079,0.0976908,0.0551285,0.112824,0.0751181,0.0539886,3.41594e-08,-0.00662756,3.37873e-05,0.00319687,0.000440485,0.00319687,5.53191e-07
12,train,0,0,True,False,0.126058,0.132844,-0.00678646,False,0.0905660125,0.0587687,0.19442,0.0493421,0.099233,0.0478387,0.0691821,0.111591,0.0941525,2.23126e-07,,,,,,
13,train,1,1,False,False,0.133583,0.126438,0.00714504,True,0.07119467499999999,0.06292,0.129429,-2.02109e-26,0.186796,0.0107446,0.081491,0.0435776,0.0545992,2.59417e-07,,,,,,
14,train,2,1,False,False,0.134614,0.12814,0.00647462,True,0.09677526249999999,0.1014,0.0690099,0.150532,0.0421615,0.0842033,0.0846044,0.121204,0.121087,3.00995e-07,,,,,,
15,train,3,0,False,True,0.129431,0.136058,-0.00662708,False,0.09145629999999999,0.1776,0.0625995,0.0967068,0.0976894,0.0551275,0.112823,0.0751171,0.0539871,3.83026e-08,-0.00659381,3.32628e-05,0.00319649,0.000442563,0.00319649,5.53187e-07
16,train,0,0,True,False,0.124725,0.131466,-0.00674039,False,0.090564775,0.0587673,0.194419,0.0493408,0.0992309,0.0478377,0.0691805,0.111591,0.094151,2.12255e-07,,,,,,
17,train,1,1,False,False,0.132164,0.125053,0.0071107,True,0.0711935625,0.0629185,0.129428,-2.02103e-26,0.186795,0.0107437,0.0814889,0.0435768,0.0545976,2.66824e-07,,,,,,
18,train,2,1,False,False,0.13323,0.12679,0.00644013,True,0.0967741375,0.101399,0.0690082,0.150531,0.0421601,0.0842024,0.0846034,0.121203,0.121086,3.00993e-07,,,,,,
19,train,3,0,False,True,0.128058,0.134652,-0.00659335,False,0.0914551875,0.1776,0.0625976,0.0967056,0.097688,0.0551265,0.112822,0.0751162,0.0539856,4.24458e-08,-0.00656053,3.2824e-05,0.00319612,0.000444592,0.00319612,5.53184e-07
20,train,0,0,True,False,0.123352,0.130181,-0.00682928,False,0.09056375,0.0587659,0.194419,0.0493394,0.0992289,0.0478365,0.0691789,0.111592,0.0941494,2.01384e-07,,,,,,
21,train,1,1,False,False,0.130751,0.123674,0.00707633,True,0.071192325,0.0629171,0.129426,-2.02097e-26,0.186794,0.0107427,0.0814868,0.0435761,0.0545959,2.74229e-07,,,,,,
22,train,2,1,False,False,0.131851,0.125446,0.00640539,True,0.0967728625,0.101398,0.0690065,0.150529,0.0421586,0.0842014,0.0846024,0.121202,0.121085,3.00991e-07,,,,,,
23,train,3,0,False,True,0.126691,0.133251,-0.00656009,False,0.0914542,0.177601,0.0625957,0.0967045,0.0976865,0.0551255,0.112821,0.0751153,0.0539841,4.65891e-08,-0.00652739,3.26979e-05,0.00319576,0.000446573,0.00319576,5.5318e-07
24,final_eval,0,0,False,False,0.122001,0.128789,-0.00678787,False,0.090562525,0.0587645,0.194418,0.0493381,0.0992268,0.0478355,0.0691773,0.111592,0.094148,,,,,,,
25,final_eval,1,1,False,False,0.129344,0.122302,0.007042,True,0.071191075,0.0629156,0.129425,-3.32736e-26,0.186792,0.0107417,0.0814847,0.0435753,0.0545943,,,,,,,
26,final_eval,2,1,False,False,0.130479,0.124108,0.0063702,True,0.09677172499999999,0.101397,0.0690048,0.150528,0.0421571,0.0842005,0.0846014,0.121201,0.121084,,,,,,,
27,final_eval,3,0,False,False,0.125329,0.131856,-0.0065273,False,0.09145307500000001,0.177601,0.0625938,0.0967033,0.0976851,0.0551245,0.11282,0.0751143,0.0539826,,,,,,,
