cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.140459,0.140513,-5.37366e-05,0.175073,0.175131,0.00703494,0.00710815,0.140456,0.140509,False,0.0366786875,0.140459,0.140513,-5.37366e-05,False,0.0291262,0.0798826,1.20184e-37,0.0836267,-1.00909e-37,0.0433731,0.0252852,0.0321357,0.336307,0.3363,1.21835,1.21835
1,initial_eval,1,0,False,False,0.122136,0.121682,0.000453815,0.151511,0.150457,0.00874381,0.00886513,0.122129,0.121676,True,0.066101235,0.122136,0.121682,0.000453815,True,0.0924833,0.0926472,0.00352598,0.157159,0.0164842,0.0829952,0.0464001,0.0371149,0.338628,0.338734,1.20796,1.20796
2,initial_eval,2,0,False,False,0.107434,0.107388,4.59634e-05,0.0870947,0.0876577,0.00132978,0.00131564,0.107428,0.107382,True,0.154051125,0.107434,0.107388,4.59634e-05,True,0.198473,0.143974,0.143426,0.170312,0.12189,0.141718,0.152402,0.160214,0.342462,0.342153,1.19776,1.19776
3,initial_eval,3,0,False,False,0.140799,0.140856,-5.68916e-05,0.175296,0.175361,-0.000880068,-0.000806497,0.140793,0.14085,False,0.05048005,0.140799,0.140856,-5.68916e-05,False,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,0.33628,0.336273,1.1872,1.1872
4,initial_eval,4,0,False,False,0.133475,0.133654,-0.000179159,0.1666,0.166898,0.00159549,0.00167112,0.133468,0.133647,False,0.064135175,0.133475,0.133654,-0.000179159,False,0.0736042,0.0476224,0.0982556,0.0371843,0.0488761,0.0558144,0.079656,0.0720684,0.337506,0.337457,1.17694,1.17694
5,initial_eval,5,0,False,False,0.136742,0.13688,-0.000138224,0.17069,0.170887,-0.00088797,-0.000794881,0.136734,0.136872,False,0.0590283,0.136742,0.13688,-0.000138224,False,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,0.33687,0.336842,1.16669,1.16669
6,initial_eval,6,1,False,False,0.0987031,0.098626,7.70887e-05,0.0949753,0.0978754,0.00642837,0.00607079,0.0986205,0.0986976,True,0.25521900000000003,0.0987031,0.098626,7.70887e-05,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.337623,0.337382,1.1568,1.1568
7,initial_eval,7,1,False,False,0.0989043,0.0988243,8.0024e-05,0.0949744,0.0978744,0.00642857,0.00607099,0.0988188,0.0988988,True,0.255216125,0.0989043,0.0988243,8.0024e-05,True,0.266944,0.262343,0.216661,0.287736,0.24182,0.236938,0.266944,0.262343,0.337623,0.337382,1.14715,1.14715
8,initial_eval,8,1,False,False,0.123281,0.122911,0.000369927,0.145889,0.147629,0.00730804,0.00740092,0.122904,0.123274,True,0.0863468375,0.123281,0.122911,0.000369927,True,0.0866501,0.120019,0.0915246,0.0536755,0.0665215,0.0598201,0.116878,0.0956859,0.340214,0.340045,1.13948,1.13948
9,initial_eval,9,1,False,False,0.0967336,0.0966683,6.52672e-05,0.0949725,0.0978725,0.00642896,0.00607139,0.096663,0.0967282,True,0.255212,0.0967336,0.0966683,6.52672e-05,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,0.337623,0.337382,1.13993,1.13993
