cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4000ps,other_out_4000ps,margin_4000ps,correct_4000ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.0202689,-4.64761e-218,0.0202689,0.0341683,0.00835157,0.028567,0.00951452,0.0202658,-1.38868e-162,True,0.0344643375,0.0202689,-4.64761e-218,0.0202689,True,0.0202684,-4.64749e-218,0.0202684,True,0.0202679,-4.64737e-218,0.0202679,True,0.0202674,-4.64726e-218,0.0202674,True,0.020267,-4.64715e-218,0.020267,True,0.0202664,-1.38872e-162,0.0202664,True,0.0202659,-1.38869e-162,0.0202659,True,0.0202654,-1.38865e-162,0.0202654,True,0.0202649,-1.38862e-162,0.0202649,True,0.0262447,0.0768097,9.25759e-38,0.0805437,-7.57212e-38,0.0404213,0.0224407,0.0292546,1.17866,1.19801,-4.37053e-80,9.6182e-54
1,initial_eval,1,0,False,False,0.0285771,8.57401e-187,0.0285771,0.0624135,0.00713783,0.0344165,0.00819029,0.03017,8.5727e-187,True,0.06328368625,0.0285771,8.57401e-187,0.0285771,True,0.0298167,8.5738e-187,0.0298167,True,0.0300372,8.57358e-187,0.0300372,True,0.030125,8.57337e-187,0.030125,True,0.0301675,8.57317e-187,0.0301675,True,0.0301708,8.57294e-187,0.0301708,True,0.0301701,8.57272e-187,0.0301701,True,0.0301693,8.57251e-187,0.0301693,True,0.0301685,8.57229e-187,0.0301685,True,0.0893801,0.0895604,0.00198119,0.154024,0.0138149,0.0799272,0.0433885,0.0341932,0.332787,1.2,2.45319e-78,1.58261e-101
2,initial_eval,2,0,False,False,0.0105259,0.00794471,0.00258118,0.0364584,0.042688,0.00684527,0.0131065,0.0105243,0.013088,True,0.1509175,0.0105259,0.00794471,0.00258118,True,0.0105256,0.0115751,-0.00104948,False,0.0105254,0.0124541,-0.00192871,False,0.0105251,0.0128455,-0.00232042,False,0.0105249,0.0130488,-0.00252394,False,0.0105246,0.0130883,-0.00256375,False,0.0105243,0.013088,-0.00256368,False,0.010524,0.0130877,-0.00256362,False,0.0105238,0.0130873,-0.00256355,False,0.195335,0.140841,0.140292,0.167178,0.118762,0.138584,0.14927,0.157078,1.13934,0.948099,4.03657e-126,8.27647e-114
3,initial_eval,3,0,False,False,0.0219564,-8.36025e-27,0.0219564,0.0305573,0.00640025,0.0191137,0.00788436,0.021953,-8.35897e-27,True,0.047516600000000006,0.0219564,-8.36025e-27,0.0219564,True,0.0219558,-8.36004e-27,0.0219558,True,0.0219552,-8.35983e-27,0.0219552,True,0.0219547,-8.35962e-27,0.0219547,True,0.0219542,-8.35943e-27,0.0219542,True,0.0219536,-8.3592e-27,0.0219536,True,0.021953,-8.35899e-27,0.021953,True,0.0219525,-8.35878e-27,0.0219525,True,0.0219519,-8.35857e-27,0.0219519,True,0.0390941,0.0684309,0.0408782,0.0652149,0.0172124,0.0582971,0.0431656,0.0478396,1.19775,1.2,-3.25808e-143,2.99933e-74
4,initial_eval,4,0,False,False,0.0180339,5.161e-51,0.0180339,0.0167647,0.0183904,0.0123931,0.0193361,0.0180311,5.16021e-51,True,0.061095287500000005,0.0180339,5.161e-51,0.0180339,True,0.0180334,5.16087e-51,0.0180334,True,0.018033,5.16074e-51,0.018033,True,0.0180325,5.16061e-51,0.0180325,True,0.0180321,5.1605e-51,0.0180321,True,0.0180316,5.16035e-51,0.0180316,True,0.0180312,5.16022e-51,0.0180312,True,0.0180307,5.16009e-51,0.0180307,True,0.0180303,5.15997e-51,0.0180303,True,0.070525,0.0446137,0.09516,0.034233,0.0458701,0.0527937,0.0765747,0.0689921,1.19878,1.2,2.9671e-87,-1.23003e-112
5,initial_eval,5,0,False,False,0.0204403,-3.18602e-75,0.0204403,0.0175684,0.0137779,0.0125019,0.0164455,0.0204372,-3.18553e-75,True,0.056002625,0.0204403,-3.18602e-75,0.0204403,True,0.0204398,-3.18594e-75,0.0204398,True,0.0204393,-3.18586e-75,0.0204393,True,0.0204388,-3.18578e-75,0.0204388,True,0.0204383,-3.18571e-75,0.0204383,True,0.0204377,-3.18562e-75,0.0204377,True,0.0204372,-3.18554e-75,0.0204372,True,0.0204367,-3.18546e-75,0.0204367,True,0.0204362,-3.18538e-75,0.0204362,True,0.0673974,0.0644089,0.0674522,0.029285,0.0325537,0.0487525,0.065364,0.0728073,1.19847,1.2,9.80591e-54,-6.51754e-54
6,initial_eval,6,1,False,False,0.0568801,0.0123849,0.0444952,0.0457682,0.0937848,0.0133522,0.0141114,0.0151447,0.0625003,True,0.252058375,0.0568801,0.0123849,0.0444952,True,0.061013,0.0142173,0.0467957,True,0.0618984,0.0147443,0.0471541,True,0.0622843,0.0149915,0.0472928,True,0.0624829,0.015123,0.0473599,True,0.062502,0.0151451,0.0473569,True,0.0625005,0.0151448,0.0473557,True,0.0624989,0.0151444,0.0473545,True,0.0624973,0.015144,0.0473533,True,0.263793,0.259179,0.213508,0.284574,0.238666,0.233775,0.263793,0.259179,0.870526,0.336121,1.6135e-101,-1.07242e-101
7,initial_eval,7,1,False,False,0.0568827,0.0123749,0.0445078,0.045768,0.0937857,0.0133522,0.0141117,0.0151441,0.0624996,True,0.25206012499999997,0.0568827,0.0123749,0.0445078,True,0.0610129,0.0142154,0.0467974,True,0.0618979,0.0147433,0.0471546,True,0.0622836,0.0149907,0.0472929,True,0.0624821,0.0151223,0.0473599,True,0.0625013,0.0151445,0.0473568,True,0.0624997,0.0151441,0.0473556,True,0.0624982,0.0151437,0.0473544,True,0.0624966,0.0151433,0.0473532,True,0.263794,0.259181,0.213509,0.284576,0.238668,0.233778,0.263794,0.259181,0.870543,0.336121,-8.91945e-58,1.63584e-131
8,initial_eval,8,1,False,False,0.00207249,0.0132516,-0.0111792,0.0121454,0.0354974,0.0121535,0.0336067,0.0132496,0.00596179,False,0.08326733750000001,0.00207249,0.0132516,-0.0111792,False,0.00463165,0.0132513,-0.00861967,False,0.0053971,0.013251,-0.00785389,False,0.00575204,0.0132507,-0.00749861,False,0.0059392,0.0132504,-0.00731115,False,0.00596195,0.01325,-0.00728803,False,0.0059618,0.0132497,-0.00728785,False,0.00596165,0.0132493,-0.00728767,False,0.0059615,0.013249,-0.00728749,False,0.0835599,0.116894,0.08844,0.0506419,0.0634643,0.0567931,0.113754,0.0925915,1.19932,1.13671,-3.91654e-95,-2.40706e-95
9,initial_eval,9,1,False,False,0.0568847,0.0128522,0.0440325,0.0457681,0.0937864,0.0133524,0.0141121,0.0151524,0.062498,True,0.25206175000000003,0.0568847,0.0128522,0.0440325,True,0.061012,0.0142993,0.0467127,True,0.0618965,0.0147744,0.0471221,True,0.0622821,0.015006,0.047276,True,0.0624806,0.0151315,0.0473491,True,0.0624997,0.0151528,0.0473469,True,0.0624981,0.0151525,0.0473457,True,0.0624966,0.0151521,0.0473445,True,0.062495,0.0151517,0.0473433,True,0.263798,0.259182,0.213509,0.284579,0.238669,0.233777,0.263798,0.259182,0.870481,0.336121,-2.49198e-112,-1.33229e-130
