cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,8.7382e-143,-4.64715e-218,8.7382e-143,0.0175106,0.0147891,0.0174452,0.0138307,8.73772e-143,-7.84341e-184,True,0.036678712499999995,8.7382e-143,-4.64715e-218,8.7382e-143,True,0.0291263,0.0798826,4.25187e-28,0.0836267,-4.06231e-28,0.0433731,0.0252852,0.0321358,1.19801,1.19801,-1.55631e-104,-1.55114e-114
1,initial_eval,1,0,False,False,0.0253779,4.84221e-208,0.0253779,0.0564923,0.00999727,0.0320326,0.00990612,0.0253811,4.84194e-208,True,0.06610125374999999,0.0253779,4.84221e-208,0.0253779,True,0.0924833,0.0926472,0.00352623,0.157159,0.0164842,0.0829951,0.0464001,0.0371149,0.348891,1.2,-2.05513e-61,-5.85817e-148
2,initial_eval,2,0,False,False,0.0011373,0.0173903,-0.016253,0.0316078,0.048581,0.0154376,0.0274352,0.00114867,0.017426,False,0.15405125,0.0011373,0.0173903,-0.016253,False,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,1.19678,0.766838,5.43167e-79,8.99886e-79
3,initial_eval,3,0,False,False,-7.11296e-28,-1.12275e-26,1.05162e-26,0.00948852,0.0106058,0.00916843,0.0099134,-7.11257e-28,-1.12269e-26,True,0.05048005,-7.11296e-28,-1.12275e-26,1.05162e-26,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,1.2,1.2,-1.77797e-102,2.65991e-74
4,initial_eval,4,0,False,False,4.39102e-52,6.93101e-51,-6.49191e-51,0.00616734,0.0278705,0.00637289,0.0247374,4.39078e-52,6.93063e-51,False,0.064135175,4.39102e-52,6.93101e-51,-6.49191e-51,False,0.0736042,0.0476224,0.0982556,0.0371843,0.0488761,0.0558144,0.079656,0.0720684,1.2,1.2,-1.37528e-141,4.3767e-122
5,initial_eval,5,0,False,False,-2.71069e-76,-4.2787e-75,4.00763e-75,0.00574039,0.0213955,0.00593726,0.0206406,-2.71054e-76,-4.27846e-75,True,0.0590283,-2.71069e-76,-4.2787e-75,4.00763e-75,True,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,1.2,1.2,5.76177e-87,2.37431e-164
6,initial_eval,6,1,False,False,0.0615358,0.00725479,0.054281,0.0379739,0.0940957,0.0121941,0.0193942,0.00726895,0.0615526,True,0.25521900000000003,0.0615358,0.00725479,0.054281,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,1.11906,0.335518,9.48058e-135,3.90675e-212
7,initial_eval,7,1,False,False,0.0615353,0.00725437,0.0542809,0.0379734,0.094095,0.0121941,0.0193944,0.00726853,0.0615521,True,0.255217,0.0615353,0.00725437,0.0542809,True,0.266945,0.262344,0.216661,0.287737,0.241821,0.236939,0.266945,0.262344,1.11907,0.335518,1.63211e-104,3.30625e-181
8,initial_eval,8,1,False,False,0.0167691,-4.57469e-27,0.0167691,0.00647877,0.0478959,0.00726306,0.0419695,-4.57444e-27,0.0167877,True,0.086346825,0.0167691,-4.57469e-27,0.0167691,True,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.0598201,0.116878,0.0956859,1.2,0.728367,-6.93136e-88,8.52308e-139
9,initial_eval,9,1,False,False,0.0615337,0.00725339,0.0542803,0.0379724,0.0940934,0.0121942,0.019395,0.00726754,0.0615505,True,0.255212,0.0615337,0.00725339,0.0542803,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,1.11909,0.335518,6.31265e-95,3.86433e-86
10,initial_eval,10,1,False,False,0.0615329,0.00725291,0.05428,0.0379719,0.0940925,0.0121943,0.0193952,0.00726706,0.0615497,True,0.25520974999999996,0.0615329,0.00725291,0.05428,True,0.266938,0.262336,0.216655,0.287729,0.241814,0.236932,0.266938,0.262336,1.1191,0.335519,1.36768e-104,6.3585e-134
11,initial_eval,11,1,False,False,0.0615321,0.00725242,0.0542796,0.0379714,0.0940917,0.0121943,0.0193955,0.00726658,0.0615489,True,0.25520724999999994,0.0615321,0.00725242,0.0542796,True,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262334,1.11911,0.335519,-6.57953e-104,-1.0667e-131
12,final_eval,0,0,False,False,-4.57335e-27,-4.2591e-26,3.80177e-26,0.0175058,0.0147926,0.0174414,0.0138355,-4.5731e-27,-4.25887e-26,True,0.0366706875,-4.57335e-27,-4.2591e-26,3.80177e-26,True,0.0291126,0.079879,-1.95012e-25,0.0836151,-2.27501e-25,0.0433593,0.0252772,0.0321223,1.2,1.2,5.43649e-103,-1.46083e-128
13,final_eval,1,0,False,False,0.0253849,2.62925e-50,0.0253849,0.056499,0.00999501,0.0320353,0.00990428,0.0253881,2.62911e-50,True,0.06608192624999999,0.0253849,2.62925e-50,0.0253849,True,0.0924564,0.0926323,0.00350781,0.157149,0.0164661,0.0829684,0.0463833,0.0370921,0.348857,1.2,1.10814e-78,1.54561e-103
14,final_eval,2,0,False,False,0.00113244,0.0173744,-0.016242,0.0316024,0.0485646,0.00641384,0.0227638,0.00114379,0.0174115,False,0.15401625000000002,0.00113244,0.0173744,-0.016242,False,0.198448,0.143933,0.143402,0.170269,0.121849,0.141687,0.152362,0.16018,1.19681,0.76558,-2.25911e-88,1.94808e-69
15,final_eval,3,0,False,False,-7.08264e-28,-1.12179e-26,1.05096e-26,0.00948352,0.0106045,0.00916401,0.00991182,-7.08225e-28,-1.12172e-26,True,0.0504674,-7.08264e-28,-1.12179e-26,1.05096e-26,True,0.0420506,0.0714675,0.0438235,0.0682358,0.0199272,0.0612862,0.0461407,0.0508077,1.2,1.2,1.52327e-102,-1.14058e-68
16,final_eval,4,0,False,False,4.3723e-52,6.92508e-51,-6.48784e-51,0.00616657,0.027867,0.00637178,0.0247367,4.37206e-52,6.92469e-51,False,0.06412011249999999,4.3723e-52,6.92508e-51,-6.48784e-51,False,0.0735974,0.047597,0.0982424,0.037168,0.0488596,0.0557994,0.0796417,0.0720554,1.2,1.2,2.50317e-150,-2.99823e-103
17,final_eval,5,0,False,False,-2.69914e-76,-4.27503e-75,4.00512e-75,0.00573888,0.0213874,0.00593565,0.0206339,-2.69899e-76,-4.27479e-75,True,0.05901255,-2.69914e-76,-4.27503e-75,4.00512e-75,True,0.0704516,0.0674584,0.070495,0.0321902,0.0354756,0.0517456,0.0684146,0.0758694,1.2,1.2,2.01568e-97,-1.21584e-111
18,final_eval,6,1,False,False,0.0615262,0.00724895,0.0542772,0.0379678,0.0940858,0.0121947,0.0193975,0.00726311,0.061543,True,0.25519075,0.0615262,0.00724895,0.0542772,True,0.266919,0.262316,0.216639,0.287707,0.241797,0.236913,0.266919,0.262316,1.11918,0.335519,3.31666e-145,-2.00057e-159
19,final_eval,7,1,False,False,0.0615257,0.00724852,0.0542771,0.0379673,0.0940851,0.0121947,0.0193977,0.00726268,0.0615425,True,0.25518875,0.0615257,0.00724852,0.0542771,True,0.266917,0.262314,0.216637,0.287705,0.241795,0.236911,0.266917,0.262314,1.11919,0.335519,6.30401e-104,8.14366e-122
20,final_eval,8,1,False,False,0.0167602,-4.57095e-27,0.0167602,0.00647571,0.0478868,0.00725936,0.041968,-4.5707e-27,0.0167788,True,0.08632814999999999,0.0167602,-4.57095e-27,0.0167602,True,0.0866354,0.119987,0.0915133,0.0536527,0.0665011,0.0598047,0.116856,0.095675,1.2,0.728788,1.32774e-87,1.33998e-169
21,final_eval,9,1,False,False,0.0615241,0.00724754,0.0542765,0.0379663,0.0940835,0.0121948,0.0193983,0.0072617,0.0615409,True,0.255183875,0.0615241,0.00724754,0.0542765,True,0.266912,0.262309,0.216633,0.2877,0.24179,0.236906,0.266912,0.262309,1.11921,0.335519,-2.90386e-95,2.20485e-217
22,final_eval,10,1,False,False,0.0615233,0.00724706,0.0542762,0.0379658,0.0940826,0.0121949,0.0193986,0.00726122,0.06154,True,0.25518175000000004,0.0615233,0.00724706,0.0542762,True,0.26691,0.262307,0.216631,0.287697,0.241788,0.236904,0.26691,0.262307,1.11923,0.335519,-4.23015e-104,9.73013e-142
23,final_eval,11,1,False,False,0.0615225,0.00724658,0.0542759,0.0379653,0.0940818,0.0121949,0.0193988,0.00726073,0.0615392,True,0.255179375,0.0615225,0.00724658,0.0542759,True,0.266908,0.262304,0.216629,0.287694,0.241786,0.236902,0.266908,0.262304,1.11924,0.335519,-2.17936e-104,7.14303e-132
