cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.0353437,0.0375089,-0.00216517,0.0666627,0.0689995,0.0137353,0.0184872,0.0353436,0.0375112,False,0.036678712499999995,0.0353437,0.0375089,-0.00216517,False,0.0291263,0.0798826,7.66028e-105,0.0836267,-3.06993e-105,0.0433731,0.0252852,0.0321358,0.342135,0.340729,-7.55711e-11,-7.55712e-11
1,initial_eval,1,0,False,False,0.0299451,0.0245516,0.00539356,0.061101,0.0476975,0.0139545,0.0156024,0.0299453,0.0245502,True,0.06610126749999999,0.0299451,0.0245516,0.00539356,True,0.0924833,0.0926472,0.00352624,0.157159,0.0164842,0.0829952,0.0464001,0.0371149,0.347311,0.806868,-1.24346e-58,-3.3183e-36
2,initial_eval,2,0,False,False,0.0222228,0.0221345,8.83351e-05,0.0463787,0.0501658,0.00260364,0.00572487,0.0222216,0.0221333,True,0.15405125,0.0222228,0.0221345,8.83351e-05,True,0.198473,0.143974,0.143426,0.170313,0.12189,0.141718,0.152402,0.160214,0.862148,0.689882,-1.72213e-45,5.1925e-45
3,initial_eval,3,0,False,False,0.035101,0.037313,-0.00221198,0.0655991,0.0685747,0.00618054,0.0109695,0.035099,0.0373111,False,0.05048005,0.035101,0.037313,-0.00221198,False,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,0.342949,0.340955,6.00054e-36,2.79896e-36
4,initial_eval,4,0,False,False,0.0297952,0.0312305,-0.00143529,0.0531616,0.0597287,0.00856431,0.0131505,0.0297936,0.0312288,False,0.06413515,0.0297952,0.0312305,-0.00143529,False,0.0736042,0.0476224,0.0982555,0.0371843,0.048876,0.0558144,0.079656,0.0720684,0.53203,0.350692,9.87345e-84,4.58526e-84
5,initial_eval,5,0,False,False,0.0316672,0.0339479,-0.00228077,0.0580659,0.0644642,0.00654963,0.0115632,0.0316654,0.0339461,False,0.0590283,0.0316672,0.0339479,-0.00228077,False,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,0.356834,0.343989,1.62461e-131,7.54474e-132
6,initial_eval,6,1,False,False,0.0519691,0.0251598,0.0268093,0.0564762,0.0842167,0.0175181,0.0201,0.0251733,0.0519877,True,0.25521900000000003,0.0519691,0.0251598,0.0268093,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.348047,0.333352,-1.70389e-54,4.26612e-45
7,initial_eval,7,1,False,False,0.0519682,0.0251497,0.0268186,0.0564756,0.0842159,0.00961869,0.0107521,0.0251638,0.0519869,True,0.25521662500000003,0.0519682,0.0251497,0.0268186,True,0.266944,0.262344,0.216661,0.287736,0.241821,0.236939,0.266944,0.262344,0.349877,0.337147,6.33644e-88,7.01961e-93
8,initial_eval,8,1,False,False,0.0296061,0.0268378,0.00276831,0.0381174,0.0570649,0.0137966,0.0262076,0.0268363,0.0296044,True,0.0863468125,0.0296061,0.0268378,0.00276831,True,0.0866501,0.120019,0.0915246,0.0536755,0.0665214,0.05982,0.116878,0.0956859,1.1147,0.355501,1.04262e-135,-6.82961e-74
9,initial_eval,9,1,False,False,0.0519668,0.0251581,0.0268087,0.0564743,0.0842142,0.00961904,0.0107524,0.0251716,0.0519854,True,0.255212,0.0519668,0.0251581,0.0268087,True,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,0.349882,0.337147,-7.68193e-56,-1.0296e-92
