cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.133237,0.13982,-0.00658363,0.12562,0.133892,0.0141833,0.014078,0.133229,0.139813,False,0.111632075,0.133237,0.13982,-0.00658363,False,0.159918,0.0985721,0.119571,0.115356,0.0691623,0.0967202,0.101341,0.132416,0.343401,0.343197,1.21843,1.21835
1,initial_eval,1,0,False,False,0.144068,0.151221,-0.00715281,0.174834,0.182633,0.00714686,0.00695787,0.14406,0.151213,False,0.062873125,0.144068,0.151221,-0.00715281,False,0.12644,0.052395,0.0328591,0.100551,0.0223464,0.0751187,0.0451598,0.048115,0.338072,0.338061,1.20777,1.20763
2,initial_eval,2,0,False,False,0.148049,0.155154,-0.00710508,0.180096,0.187592,0.00204852,0.00183182,0.148041,0.155146,False,0.0642551375,0.148049,0.155154,-0.00710508,False,0.0738355,0.041538,0.103807,0.03406,0.0513186,0.0564056,0.0828006,0.0702758,0.337314,0.337325,1.19718,1.197
3,initial_eval,3,0,False,False,0.156031,0.163275,-0.00724399,0.190826,0.198318,0.000538002,0.000294467,0.156023,0.163267,False,0.04838408749999999,0.156031,0.163275,-0.00724399,False,0.0411354,0.075241,0.0362545,0.0704315,0.0146996,0.0607262,0.0401503,0.0484342,0.336049,0.336042,1.18661,1.18637
4,initial_eval,4,1,False,False,0.121239,0.115839,0.0054002,0.091163,0.0936348,0.0455815,0.0453458,0.115832,0.121232,True,0.2216565,0.121239,0.115839,0.0054002,True,0.238125,0.219172,0.202881,0.246461,0.202714,0.200731,0.228582,0.234586,0.2207,0.224094,1.17646,1.17618
5,initial_eval,5,1,False,False,0.117406,0.112369,0.00503661,0.0973699,0.099723,0.00618044,0.00610576,0.112363,0.117399,True,0.255116375,0.117406,0.112369,0.00503661,True,0.266843,0.262243,0.216563,0.287635,0.241721,0.23684,0.266843,0.262243,0.337472,0.337442,1.16654,1.16623
6,initial_eval,6,1,False,False,0.118096,0.113075,0.00502048,0.097369,0.099722,0.00618065,0.00610596,0.113069,0.118089,True,0.255114125,0.118096,0.113075,0.00502048,True,0.266841,0.262241,0.216561,0.287632,0.241719,0.236837,0.266841,0.262241,0.337472,0.337442,1.15657,1.15622
7,initial_eval,7,1,False,False,0.127325,0.121023,0.006302,0.112418,0.119589,0.0117452,0.0115874,0.121016,0.127318,True,0.1309241625,0.127325,0.121023,0.006302,True,0.110284,0.158087,0.0787609,0.25825,0.108461,0.0804044,0.151465,0.101681,0.340884,0.340674,1.14659,1.14619
8,train,0,0,True,True,0.132513,0.139161,-0.00664778,0.125628,0.1339,0.0141806,0.0140753,0.132506,0.139154,False,0.11161218749999999,0.132513,0.139161,-0.00664778,False,0.159904,0.0985504,0.119553,0.115329,0.0691404,0.0967037,0.101317,0.1324,0.343442,0.343237,0.42603,1.2
9,train,1,0,True,True,0.143803,0.146074,-0.00227071,0.174664,0.1773,0.00640393,0.00636458,0.143795,0.146066,False,0.0627468625,0.143803,0.146074,-0.00227071,False,0.126308,0.0522419,0.032716,0.100551,0.0221672,0.0750028,0.0450088,0.0479792,0.337708,0.33776,0.639975,1.19999
10,train,2,0,True,True,0.148521,0.14399,0.00453115,0.180491,0.176092,0.00200604,0.00217829,0.148513,0.143982,True,0.064040625,0.148521,0.14399,0.00453115,True,0.0738312,0.0411191,0.103581,0.033766,0.0510656,0.0562117,0.0826316,0.0701188,0.337284,0.337421,1.19999,0.571226
11,train,3,0,True,True,0.157632,0.146408,0.0112236,0.192438,0.180963,0.000607633,0.00109024,0.157623,0.146401,True,0.048095925,0.157632,0.146408,0.0112236,True,0.0409997,0.0750375,0.0360445,0.0699409,0.0144164,0.0602181,0.0400116,0.0480987,0.336012,0.336132,1.2,0.452306
12,train,4,1,True,True,0.103939,0.117861,-0.0139221,0.0908587,0.0875245,0.0458611,0.0458342,0.117855,0.103933,False,0.22085525,0.103939,0.117861,-0.0139221,False,0.237455,0.218023,0.202924,0.245357,0.201802,0.199732,0.227693,0.233856,0.216735,0.217363,0.142179,1.2
13,train,5,1,True,True,0.101049,0.112829,-0.0117797,0.0875163,0.103323,0.00832851,0.00569758,0.112822,0.101043,False,0.254484875,0.101049,0.112829,-0.0117797,False,0.266304,0.261518,0.216025,0.286907,0.241177,0.236126,0.266304,0.261518,0.338615,0.336966,0.102271,1.2
14,train,6,1,True,True,0.113043,0.111466,0.00157672,0.0582195,0.147189,0.00980366,0.00363424,0.11146,0.113056,True,0.254362625,0.113043,0.111466,0.00157672,True,0.266199,0.261378,0.215921,0.286766,0.241072,0.235988,0.266199,0.261378,0.365795,0.335134,1.2,0.252055
15,train,7,1,True,True,0.148796,0.112192,0.0366038,0.093845,0.183875,-0.00445881,0.0400363,0.112186,0.148801,True,0.129838225,0.148796,0.112192,0.0366038,True,0.108645,0.157825,0.0772618,0.258513,0.107065,0.0788034,0.150624,0.0999686,0.346636,0.280346,1.2,0.13506
16,train,0,0,True,True,0.122481,0.146335,-0.0238543,0.113728,0.181292,-0.00448978,0.0359006,0.122474,0.146338,False,0.1101963875,0.122481,0.146335,-0.0238543,False,0.15953,0.096762,0.118349,0.113061,0.0672167,0.0956167,0.0994947,0.131541,0.349323,0.312612,1.2,0.157243
17,train,1,0,True,True,0.13401,0.14064,-0.00663008,0.164044,0.175431,-0.00470668,0.0349732,0.134002,0.140643,False,0.0618583,0.13401,0.14064,-0.00663008,False,0.125374,0.0512066,0.0317228,0.10049,0.0209658,0.0741544,0.0439324,0.0470204,0.337658,0.317594,0.446471,1.2
18,train,2,0,True,True,0.138824,0.135332,0.00349248,0.169821,0.169967,-0.00687007,0.035214,0.138816,0.135335,True,0.0632482875,0.138824,0.135332,0.00349248,True,0.0737375,0.0396218,0.102733,0.0326772,0.050168,0.0555314,0.0820096,0.0695078,0.337166,0.316442,1.19999,0.559475
19,train,3,0,True,True,0.148066,0.130561,0.0175046,0.182518,0.165057,-0.0010134,0.0354373,0.148057,0.130565,True,0.04736971250000001,0.148066,0.130561,0.0175046,True,0.0406124,0.0745074,0.0355129,0.0687364,0.0137292,0.058965,0.0396343,0.0472601,0.335918,0.315325,0.168786,1.2
20,train,4,1,True,True,0.133289,0.111695,0.0215943,0.0527729,0.167996,-0.00194153,0.102476,0.111689,0.1333,True,0.21931262499999998,0.133289,0.111695,0.0215943,True,0.236143,0.215793,0.203142,0.243209,0.200025,0.19779,0.225959,0.23244,0.563773,0.00492238,1.2,0.14937
