cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.0589795,0.0592422,-0.000262699,0.0910242,0.091321,0.0124127,0.0127427,0.0589778,0.059241,False,0.0366786875,0.0589795,0.0592422,-0.000262699,False,0.0291262,0.0798826,3.86181e-28,0.0836267,-2.11458e-28,0.0433731,0.0252852,0.0321357,0.337736,0.337673,1.56747e-44,-4.20882e-45
1,initial_eval,1,0,False,False,0.0465078,0.0460202,0.00048761,0.0728805,0.0705333,0.0128623,0.0132574,0.0465052,0.0460176,True,0.066101285,0.0465078,0.0460202,0.00048761,True,0.0924833,0.0926472,0.00352638,0.157159,0.0164843,0.0829951,0.0464001,0.0371149,0.342628,0.343756,-6.789e-45,-6.75354e-45
2,initial_eval,2,0,False,False,0.0421137,0.0420686,4.5044e-05,0.055234,0.0566796,0.0166027,0.0166469,0.0421113,0.0420663,True,0.154051125,0.0421137,0.0420686,4.5044e-05,True,0.198473,0.143974,0.143426,0.170312,0.12189,0.141718,0.152402,0.160214,0.413623,0.354393,-4.99011e-80,9.54174e-81
3,initial_eval,3,0,False,False,0.0594545,0.0596647,-0.000210142,0.0910866,0.0913855,0.00427917,0.00457626,0.0594512,0.0596614,False,0.0504799875,0.0594545,0.0596647,-0.000210142,False,0.0420593,0.0714773,0.043834,0.0682532,0.0199391,0.0613056,0.0461494,0.050822,0.337723,0.337659,-1.47229e-62,-1.12985e-81
4,initial_eval,4,0,False,False,0.0529727,0.0532684,-0.00029577,0.0799462,0.0810749,0.00677833,0.00706691,0.0529697,0.0532655,False,0.06413522499999999,0.0529727,0.0532684,-0.00029577,False,0.0736042,0.0476225,0.0982556,0.0371844,0.0488761,0.0558144,0.0796561,0.0720685,0.341349,0.340837,-4.4123e-28,2.808e-27
5,initial_eval,5,0,False,False,0.0557047,0.05597,-0.000265273,0.0850529,0.0858624,0.00425169,0.00456489,0.0557016,0.0559669,False,0.05902825,0.0557047,0.05597,-0.000265273,False,0.0704647,0.0674802,0.0705098,0.0322011,0.0354951,0.0517585,0.0684343,0.0758823,0.339368,0.339098,-2.71831e-37,1.57361e-36
6,initial_eval,6,1,False,False,0.0496985,0.0389167,0.0107819,0.0704262,0.0818499,0.00974462,0.00763358,0.0389185,0.0497137,True,0.25521900000000003,0.0496985,0.0389167,0.0107819,True,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.339409,0.337571,-1.33429e-36,-6.23969e-36
7,initial_eval,7,1,False,False,0.0497004,0.0412598,0.00844058,0.0704254,0.0818491,0.00974485,0.00763382,0.0412575,0.0497153,True,0.255216875,0.0497004,0.0412598,0.00844058,True,0.266945,0.262344,0.216661,0.287736,0.241821,0.236939,0.266945,0.262344,0.339409,0.337571,2.40009e-63,-5.4796e-45
8,initial_eval,8,1,False,False,0.0479063,0.0474883,0.000418003,0.0595614,0.0640194,0.0166478,0.0178605,0.0474857,0.0479037,True,0.0863468,0.0479063,0.0474883,0.000418003,True,0.0866501,0.120019,0.0915246,0.0536754,0.0665214,0.05982,0.116878,0.0956859,0.357234,0.350401,6.63816e-69,5.47997e-45
9,initial_eval,9,1,False,False,0.0496945,0.0386902,0.0110043,0.0704238,0.0818473,0.00974535,0.00763434,0.0387022,0.0497097,True,0.25521175,0.0496945,0.0386902,0.0110043,True,0.26694,0.262338,0.216657,0.287731,0.241816,0.236934,0.26694,0.262338,0.339409,0.337571,-1.69367e-45,-1.14143e-45
10,initial_eval,10,1,False,False,0.0496979,0.041257,0.0084408,0.070423,0.0818465,0.00974558,0.00763457,0.0412548,0.0497128,True,0.255209625,0.0496979,0.041257,0.0084408,True,0.266938,0.262336,0.216655,0.287728,0.241814,0.236932,0.266938,0.262336,0.339409,0.337571,-1.17248e-62,1.92223e-45
11,initial_eval,11,1,False,False,0.049697,0.0412558,0.00844117,0.0704221,0.0818456,0.00974583,0.00763482,0.0412536,0.049712,True,0.25520724999999994,0.049697,0.0412558,0.00844117,True,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262334,0.33941,0.337571,1.05923e-80,-3.70312e-45
12,final_eval,0,0,False,False,0.0589675,0.0592304,-0.0002629,0.091012,0.091309,0.0124148,0.012745,0.0589658,0.0592292,False,0.03667065,0.0589675,0.0592304,-0.0002629,False,0.0291125,0.079879,-1.93203e-25,0.0836151,-2.26033e-25,0.0433592,0.0252772,0.0321222,0.337737,0.337673,1.66636e-53,5.5789e-47
13,final_eval,1,0,False,False,0.0464966,0.0460086,0.000487952,0.0728774,0.0705302,0.0128612,0.0132562,0.046494,0.0460061,True,0.066081945,0.0464966,0.0460086,0.000487952,True,0.0924564,0.0926323,0.00350796,0.157149,0.0164662,0.0829684,0.0463833,0.037092,0.342627,0.343755,2.74188e-101,1.13362e-72
14,final_eval,2,0,False,False,0.0418914,0.0418425,4.89231e-05,0.0552249,0.056669,0.00226144,0.00224538,0.0418891,0.0418402,True,0.15401625000000002,0.0418914,0.0418425,4.89231e-05,True,0.198448,0.143933,0.143402,0.170269,0.121849,0.141687,0.152362,0.16018,0.413425,0.353437,1.59991e-53,-4.49532e-55
15,final_eval,3,0,False,False,0.059446,0.0596563,-0.00021027,0.0910791,0.0913779,0.00428398,0.00458123,0.0594427,0.059653,False,0.05046735,0.059446,0.0596563,-0.00021027,False,0.0420505,0.0714675,0.0438234,0.0682358,0.0199271,0.0612862,0.0461406,0.0508077,0.337723,0.337659,-2.53107e-37,-2.51198e-37
16,final_eval,4,0,False,False,0.0529624,0.0532582,-0.000295841,0.0799418,0.0810698,0.00677962,0.00706836,0.0529595,0.0532553,False,0.0641201625,0.0529624,0.0532582,-0.000295841,False,0.0735975,0.047597,0.0982424,0.0371681,0.0488597,0.0557994,0.0796417,0.0720555,0.341348,0.340836,2.15366e-45,-1.4386e-36
17,final_eval,5,0,False,False,0.0556962,0.0559615,-0.000265238,0.0850491,0.0858577,0.00424925,0.00456263,0.0556931,0.0559584,False,0.05901255,0.0556962,0.0559615,-0.000265238,False,0.0704516,0.0674584,0.070495,0.0321902,0.0354756,0.0517456,0.0684146,0.0758694,0.339366,0.339097,-1.94499e-36,-5.66588e-45
18,final_eval,6,1,False,False,0.0496885,0.0389065,0.010782,0.0704164,0.0818395,0.00974754,0.0076366,0.0389083,0.0497036,True,0.25519075,0.0496885,0.0389065,0.010782,True,0.266919,0.262316,0.216639,0.287707,0.241797,0.236913,0.266919,0.262316,0.339411,0.337572,3.97958e-44,2.13252e-45
