cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
0,initial_eval,0,0,False,False,0.103521,0.106889,-0.00336818,0.137218,0.140687,-0.000630258,-0.000668881,0.103528,0.106896,False,0.36323875000000005,0.103521,0.106889,-0.00336818,False,0.664007,0.347312,0.420621,0.448334,0.374241,0.221486,0.08,0.349909,0.335802,0.335801,1.21927,1.21923,,,,,,,,,
1,initial_eval,1,0,False,False,0.147645,0.15343,-0.00578478,0.182658,0.188621,-0.000161456,-0.000234954,0.147652,0.153437,False,0.568499,0.147645,0.15343,-0.00578478,False,0.770218,0.770217,0.770216,0.770218,0.38901,0.16426,0.143636,0.770217,0.335942,0.335941,1.20845,1.20836,,,,,,,,,
2,initial_eval,2,0,False,False,0.11832,0.118939,-0.000619186,0.152459,0.153096,-0.000943408,-0.000978488,0.118327,0.118946,False,0.366943025,0.11832,0.118939,-0.000619186,False,0.433327,0.634002,0.607173,0.451917,0.272293,0.0885468,0.0878204,0.360465,0.335786,0.335785,1.19813,1.198,,,,,,,,,
3,initial_eval,3,0,False,False,0.132953,0.133553,-0.000600154,0.167522,0.168139,-0.000568633,-0.000600872,0.132959,0.133559,False,0.45541875,0.132953,0.133553,-0.000600154,False,0.548402,0.475704,0.594567,0.647234,0.133951,0.584446,0.111895,0.547151,0.335785,0.335778,1.18776,1.18767,,,,,,,,,
4,initial_eval,4,0,False,False,0.102406,0.10518,-0.00277452,0.13607,0.138927,0.00136937,0.00130528,0.102413,0.105188,False,0.333324,0.102406,0.10518,-0.00277452,False,0.479241,0.427603,0.454395,0.476556,0.130635,0.194081,0.124699,0.379382,0.335991,0.335983,1.17769,1.17759,,,,,,,,,
5,initial_eval,5,0,False,False,0.0780331,0.0807641,-0.00273091,0.110957,0.113771,0.00478803,0.00473019,0.0780408,0.0807716,False,0.24616274999999999,0.0780331,0.0807641,-0.00273091,False,0.343936,0.323118,0.344081,0.347789,0.12845,0.190829,0.093264,0.197835,0.336862,0.336843,1.16796,1.16783,,,,,,,,,
6,initial_eval,6,0,False,False,0.143247,0.142956,0.00029182,0.178124,0.177829,-0.00187033,-0.00186558,0.143254,0.142962,True,0.5786260000000001,0.143247,0.142956,0.00029182,True,0.633769,0.770217,0.723853,0.569535,0.488999,0.591506,0.233341,0.617788,0.33571,0.335712,1.15761,1.15749,,,,,,,,,
7,initial_eval,7,0,False,False,0.117242,0.117539,-0.000296655,0.151349,0.151654,0.000725396,0.000700615,0.117249,0.117546,False,0.40630849999999996,0.117242,0.117539,-0.000296655,False,0.456787,0.651138,0.65153,0.499602,0.265059,0.193152,0.161731,0.371469,0.336016,0.336015,1.14771,1.1476,,,,,,,,,
8,initial_eval,8,0,False,False,0.105785,0.10858,-0.00279516,0.13955,0.142429,0.000576421,0.000510224,0.105792,0.108587,False,0.30411545,0.105785,0.10858,-0.00279516,False,0.501218,0.453388,0.451211,0.438229,0.0945425,0.130259,0.0872071,0.276869,0.335939,0.335929,1.14031,1.14028,,,,,,,,,
9,initial_eval,9,0,False,False,0.115829,0.120608,-0.00477861,0.149894,0.154814,0.000109783,3.03143e-05,0.115836,0.120614,False,0.39729912500000003,0.115829,0.120608,-0.00477861,False,0.633769,0.382031,0.461924,0.677347,0.117374,0.417784,0.129989,0.358175,0.335822,0.335813,1.14009,1.14006,,,,,,,,,
10,initial_eval,10,0,False,False,0.12606,0.122901,0.00315826,0.160427,0.157175,-0.00158934,-0.00160486,0.126066,0.122908,True,0.4931313749999999,0.12606,0.122901,0.00315826,True,0.359347,0.662439,0.734394,0.515779,0.30394,0.547472,0.325115,0.496565,0.335692,0.335687,1.14007,1.14015,,,,,,,,,
11,initial_eval,11,0,False,False,0.0912425,0.0927871,-0.00154461,0.12457,0.126161,0.00202531,0.00191461,0.09125,0.0927945,False,0.29748745,0.0912425,0.0927871,-0.00154461,False,0.403619,0.401778,0.463042,0.369689,0.0965016,0.204764,0.15483,0.285676,0.336192,0.336167,1.14036,1.14036,,,,,,,,,
12,initial_eval,12,0,False,False,0.0995305,0.102753,-0.00322268,0.133108,0.136427,0.00100455,0.000978134,0.0995379,0.10276,False,0.3282359625,0.0995305,0.102753,-0.00322268,False,0.507996,0.379869,0.429527,0.50881,0.0939397,0.258832,0.143253,0.303661,0.336012,0.336011,1.14014,1.14012,,,,,,,,,
13,initial_eval,13,0,False,False,0.0864351,0.0874031,-0.000968001,0.119616,0.120613,0.00366371,0.00358885,0.0864426,0.0874105,False,0.2596300125,0.0864351,0.0874031,-0.000968001,False,0.300618,0.403654,0.470055,0.271086,0.10803,0.212289,0.0883571,0.222951,0.33661,0.336587,1.14036,1.14036,,,,,,,,,
14,initial_eval,14,0,False,False,0.103719,0.106459,-0.00273978,0.137423,0.140244,0.000765842,0.000727373,0.103727,0.106466,False,0.32813325,0.103719,0.106459,-0.00273978,False,0.532304,0.486761,0.462999,0.397812,0.08,0.310763,0.138346,0.216081,0.33601,0.336004,1.14005,1.14003,,,,,,,,,
15,initial_eval,15,0,False,False,0.107275,0.109128,-0.00185315,0.141084,0.142993,-4.67808e-05,-4.99789e-05,0.107282,0.109135,False,0.357468625,0.107275,0.109128,-0.00185315,False,0.455622,0.445758,0.510799,0.482181,0.107503,0.326463,0.125082,0.406341,0.335772,0.335774,1.14017,1.14017,,,,,,,,,
16,initial_eval,16,0,False,False,0.133666,0.135895,-0.00222841,0.168257,0.17055,0.000962278,0.000929795,0.133673,0.135901,False,0.442336,0.133666,0.135895,-0.00222841,False,0.719876,0.627597,0.676656,0.596215,0.160624,0.128865,0.203133,0.425722,0.336054,0.336055,1.1399,1.13989,,,,,,,,,
17,initial_eval,17,0,False,False,0.111621,0.114563,-0.00294174,0.145561,0.14859,0.000344788,0.00029789,0.111628,0.11457,False,0.370985,0.111621,0.114563,-0.00294174,False,0.568791,0.520787,0.507744,0.551567,0.195436,0.08,0.256725,0.28683,0.336004,0.336005,1.14036,1.14036,,,,,,,,,
18,initial_eval,18,0,False,False,0.149356,0.147226,0.00212968,0.184424,0.182227,-0.00233957,-0.00233726,0.149363,0.147233,True,0.654108375,0.149356,0.147226,0.00212968,True,0.582507,0.770216,0.770218,0.770217,0.465188,0.770218,0.334085,0.770218,0.335671,0.33567,1.13976,1.13982,,,,,,,,,
19,initial_eval,19,0,False,False,0.126225,0.124683,0.00154198,0.160601,0.159013,-0.00121034,-0.00118201,0.126232,0.12469,True,0.47882912499999997,0.126225,0.124683,0.00154198,True,0.394457,0.766388,0.762185,0.538327,0.431432,0.351268,0.190252,0.396324,0.335728,0.335733,1.14036,1.14036,,,,,,,,,
20,initial_eval,20,1,False,False,0.11333,0.107406,0.00592353,0.141233,0.147341,0.00261233,0.0025913,0.107414,0.113337,True,0.328034225,0.11333,0.107406,0.00592353,True,0.113786,0.504182,0.321666,0.329471,0.770215,0.0996948,0.237788,0.247471,0.336344,0.336346,1.14036,1.14029,,,,,,,,,
21,initial_eval,21,1,False,False,0.120026,0.118377,0.00164902,0.152517,0.154214,-0.000255173,-0.000250667,0.118383,0.120032,True,0.419851875,0.120026,0.118377,0.00164902,True,0.107908,0.617438,0.606871,0.247791,0.396243,0.315501,0.674425,0.392638,0.335838,0.335845,1.14008,1.14011,,,,,,,,,
22,initial_eval,22,1,False,False,0.126373,0.122319,0.00405334,0.156572,0.160753,0.00249703,0.00247235,0.122326,0.126379,True,0.371724125,0.126373,0.122319,0.00405334,True,0.112462,0.626863,0.584413,0.120865,0.25436,0.148003,0.770216,0.356611,0.336255,0.336263,1.14013,1.1401,,,,,,,,,
23,initial_eval,23,1,False,False,0.111665,0.107532,0.00413244,0.14135,0.145605,0.00222644,0.00221513,0.107539,0.111671,True,0.3154834875,0.111665,0.107532,0.00413244,True,0.0837599,0.479907,0.444972,0.140128,0.297158,0.120504,0.702409,0.25503,0.33624,0.336253,1.14033,1.14032,,,,,,,,,
24,initial_eval,24,1,False,False,0.0721961,0.0689205,0.00327561,0.101557,0.104934,0.0106276,0.0106249,0.0689279,0.0722034,True,0.180859625,0.0721961,0.0689205,0.00327561,True,0.125702,0.245846,0.263411,0.131666,0.110366,0.172064,0.29023,0.107592,0.339111,0.339093,1.14036,1.14036,,,,,,,,,
25,initial_eval,25,1,False,False,0.0939398,0.0931376,0.000802191,0.126523,0.127349,0.00412562,0.00409923,0.0931449,0.093947,True,0.280322125,0.0939398,0.0931376,0.000802191,True,0.116752,0.453388,0.482446,0.151576,0.152939,0.225295,0.405542,0.254639,0.336581,0.336579,1.14001,1.14003,,,,,,,,,
26,initial_eval,26,1,False,False,0.102556,0.0995802,0.00297543,0.133159,0.136224,0.00203006,0.0020639,0.0995874,0.102563,True,0.334385875,0.102556,0.0995802,0.00297543,True,0.117705,0.534373,0.376994,0.193935,0.549957,0.258089,0.383921,0.260113,0.336188,0.336204,1.14016,1.14013,,,,,,,,,
27,initial_eval,27,1,False,False,0.107197,0.100423,0.00677376,0.134042,0.141026,0.00330153,0.00319643,0.100431,0.107205,True,0.33586275,0.107197,0.100423,0.00677376,True,0.139576,0.419892,0.233553,0.432655,0.770218,0.248706,0.189562,0.25274,0.336499,0.336478,1.14021,1.14016,,,,,,,,,
28,initial_eval,28,1,False,False,0.115989,0.109511,0.00647773,0.143388,0.150058,0.0047646,0.0046056,0.109518,0.115995,True,0.2000757875,0.115989,0.109511,0.00647773,True,0.0969991,0.224223,0.0812477,0.267701,0.636232,0.13221,0.0819935,0.08,0.33721,0.337157,1.14011,1.1401,,,,,,,,,
29,initial_eval,29,1,False,False,0.0626867,0.0590644,0.00362226,0.0913514,0.0951024,0.0128119,0.0127685,0.0590702,0.0626929,True,0.17063225,0.0626867,0.0590644,0.00362226,True,0.167326,0.220959,0.201242,0.192989,0.206889,0.135926,0.120405,0.119322,0.340931,0.34083,1.14036,1.14036,,,,,,,,,
30,initial_eval,30,1,False,False,0.0994399,0.0982725,0.00116741,0.131812,0.133015,0.00287207,0.00286357,0.0982797,0.099447,True,0.29701245000000004,0.0994399,0.0982725,0.00116741,True,0.0976876,0.493411,0.47311,0.15735,0.279074,0.158222,0.463965,0.25328,0.336363,0.336369,1.13992,1.13993,,,,,,,,,
