cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
0,initial_eval,0,0,False,False,0.141036,0.139937,0.00109878,0.175667,0.174539,0.00701051,0.00713261,0.141032,0.139934,True,0.0366786875,0.141036,0.139937,0.00109878,True,0.0291262,0.0798826,9.58667e-38,0.0836267,1.11871e-37,0.0433731,0.0252852,0.0321357,0.336303,0.336304,1.21834,1.21835
1,initial_eval,1,0,False,False,0.122691,0.121135,0.00155553,0.152089,0.149881,0.00872694,0.00888176,0.122684,0.121129,True,0.066101235,0.122691,0.121135,0.00155553,True,0.0924833,0.0926472,0.00352598,0.157159,0.0164842,0.0829952,0.0464001,0.0371149,0.33862,0.338742,1.20795,1.20797
2,initial_eval,2,0,False,False,0.107933,0.106922,0.00101063,0.0873352,0.0874154,0.0146927,0.0147195,0.107927,0.106916,True,0.154051125,0.107933,0.106922,0.00101063,True,0.198473,0.143974,0.143426,0.170312,0.12189,0.141718,0.152402,0.160214,0.343208,0.343022,1.19774,1.19777
3,initial_eval,3,0,False,False,0.141376,0.14028,0.00109615,0.17589,0.174768,-0.000903817,-0.00078272,0.14137,0.140274,True,0.05048005,0.141376,0.14028,0.00109615,True,0.0420594,0.0714773,0.0438341,0.0682533,0.0199391,0.0613056,0.0461495,0.0508221,0.336276,0.336277,1.18718,1.18722
4,initial_eval,4,0,False,False,0.134048,0.133085,0.00096229,0.167188,0.166311,0.00157481,0.0016919,0.13404,0.133078,True,0.06413519999999999,0.134048,0.133085,0.00096229,True,0.0736042,0.0476224,0.0982556,0.0371844,0.0488761,0.0558144,0.0796561,0.0720684,0.3375,0.337463,1.17691,1.17696
5,initial_eval,5,0,False,False,0.137316,0.136307,0.00100931,0.171281,0.170297,-0.000909527,-0.000773272,0.137309,0.136299,True,0.0590283,0.137316,0.136307,0.00100931,True,0.0704647,0.0674802,0.0705099,0.0322012,0.0354951,0.0517586,0.0684343,0.0758824,0.336865,0.336847,1.16666,1.16672
6,initial_eval,6,1,False,False,0.0983031,0.0990376,-0.000734435,0.0950959,0.0977537,0.00642669,0.00607251,0.0990321,0.0982977,False,0.25521900000000003,0.0983031,0.0990376,-0.000734435,False,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.337622,0.337383,1.15677,1.15683
7,initial_eval,7,1,False,False,0.0985481,0.0992785,-0.000730372,0.0950949,0.0977527,0.00642689,0.00607271,0.099273,0.0985427,False,0.255216125,0.0985481,0.0992785,-0.000730372,False,0.266944,0.262343,0.216661,0.287736,0.24182,0.236938,0.266944,0.262343,0.337622,0.337383,1.14711,1.14718
8,initial_eval,8,1,False,False,0.122735,0.123464,-0.00072954,0.146464,0.147055,0.00727591,0.00743352,0.123457,0.122728,False,0.0863468375,0.122735,0.123464,-0.00072954,False,0.0866501,0.120019,0.0915246,0.0536755,0.0665215,0.0598201,0.116878,0.0956859,0.340205,0.340053,1.13948,1.13948
9,initial_eval,9,1,False,False,0.0964469,0.0972345,-0.000787623,0.0950931,0.0977508,0.00642728,0.0060731,0.0972292,0.0964416,False,0.255212,0.0964469,0.0972345,-0.000787623,False,0.26694,0.262339,0.216657,0.287731,0.241816,0.236934,0.26694,0.262339,0.337622,0.337383,1.13993,1.13993
10,initial_eval,10,1,False,False,0.0985436,0.0992739,-0.000730317,0.0950921,0.0977498,0.00642748,0.00607331,0.0992684,0.0985381,False,0.25520925,0.0985436,0.0992739,-0.000730317,False,0.266937,0.262336,0.216655,0.287728,0.241814,0.236931,0.266937,0.262336,0.337622,0.337383,1.13974,1.13974
11,initial_eval,11,1,False,False,0.0985416,0.099272,-0.000730329,0.0950912,0.0977489,0.00642768,0.00607351,0.0992665,0.0985362,False,0.255207125,0.0985416,0.099272,-0.000730329,False,0.266935,0.262334,0.216653,0.287726,0.241812,0.236929,0.266935,0.262333,0.337622,0.337383,1.13976,1.13976
12,final_eval,0,0,False,False,0.141012,0.139914,0.0010986,0.175645,0.174517,0.00701276,0.0071349,0.141009,0.139911,True,0.0366706875,0.141012,0.139914,0.0010986,True,0.0291126,0.079879,-1.93203e-25,0.0836151,-2.26032e-25,0.0433593,0.0252772,0.0321223,0.336302,0.336304,1.13927,1.13928
