cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
0,initial_eval,0,0,False,False,0.0678027,0.0664001,0.00140264,0.100417,0.0989715,0.0215972,0.0216149,0.0678098,0.0664073,True,0.09969145833333332,0.0678027,0.0664001,0.00140264,True,0.0996515,0.0997527,0.0997448,0.0996484,0.0996545,0.0997484,0.099645,0.0996518,0.0997524,0.0997446,0.0996487,0.0996547,0.338012,0.338061,1.2192,1.21922,
1,initial_eval,1,0,False,False,0.0681442,0.0667525,0.00139167,0.10077,0.0993352,0.0216062,0.021624,0.0681513,0.0667597,True,0.10016616666666667,0.0681442,0.0667525,0.00139167,True,0.10001,0.10011,0.100102,0.101382,0.100013,0.100106,0.100003,0.10001,0.10011,0.100102,0.100033,0.100013,0.338013,0.338062,1.20916,1.20919,
2,initial_eval,2,0,False,False,0.0708223,0.0694498,0.0013725,0.10353,0.102115,1.20753e-05,6.0271e-05,0.0708292,0.0694567,True,0.10381141666666666,0.0708223,0.0694498,0.0013725,True,0.106385,0.103621,0.103543,0.104681,0.102934,0.103514,0.103863,0.104119,0.102893,0.103856,0.103519,0.102809,0.335539,0.335599,1.19917,1.19921,
3,initial_eval,3,0,False,False,0.0677681,0.0663657,0.00140246,0.100382,0.0989364,0.0216,0.0216176,0.0677753,0.0663729,True,0.09965621666666667,0.0677681,0.0663657,0.00140246,True,0.0996163,0.0997175,0.0997096,0.0996132,0.0996192,0.0997132,0.0996097,0.0996165,0.0997172,0.0997094,0.0996134,0.0996194,0.338013,0.338062,1.18931,1.18935,
4,initial_eval,4,0,False,False,0.0677568,0.0663544,0.0014024,0.10037,0.0989247,0.021601,0.0216186,0.0677639,0.0663616,True,0.09964448333333333,0.0677568,0.0663544,0.0014024,True,0.0996045,0.0997058,0.0996979,0.0996014,0.0996075,0.0997014,0.099598,0.0996048,0.0997055,0.0996976,0.0996017,0.0996077,0.338013,0.338063,1.17951,1.17957,
5,initial_eval,5,0,False,False,0.0677453,0.0663429,0.00140234,0.100358,0.0989129,0.021602,0.0216195,0.0677524,0.0663502,True,0.09963272499999999,0.0677453,0.0663429,0.00140234,True,0.0995928,0.099694,0.0996861,0.0995897,0.0995958,0.0996897,0.0995862,0.099593,0.0996937,0.0996859,0.0995899,0.0995959,0.338013,0.338063,1.16979,1.16986,
6,initial_eval,6,1,False,False,0.0853925,0.0867638,-0.00137123,0.119957,0.118545,0.0125368,0.0125955,0.0867698,0.0853987,False,0.12648949999999998,0.0853925,0.0867638,-0.00137123,False,0.127721,0.1278,0.123071,0.130534,0.124963,0.12492,0.128388,0.127202,0.123373,0.130002,0.125382,0.124518,0.337385,0.337415,1.15993,1.16001,
7,initial_eval,7,1,False,False,0.0853771,0.0867483,-0.00137118,0.119941,0.118529,0.0125281,0.0125807,0.0867543,0.0853832,False,0.12647175000000002,0.0853771,0.0867483,-0.00137118,False,0.127704,0.127782,0.123054,0.130515,0.124945,0.124902,0.12837,0.127184,0.123356,0.129984,0.125364,0.124501,0.337383,0.337414,1.15022,1.15031,
8,initial_eval,8,1,False,False,0.0663874,0.0677907,-0.00140332,0.100405,0.0989587,0.0216065,0.0216239,0.0677978,0.0663946,False,0.09970543333333332,0.0663874,0.0677907,-0.00140332,False,0.0996391,0.0999215,0.0997325,0.0996359,0.099642,0.0997361,0.0997681,0.0996393,0.0997401,0.0997322,0.0996362,0.0996422,0.338014,0.338064,1.14073,1.14082,
9,initial_eval,9,1,False,False,0.0853461,0.0867171,-0.00137107,0.119909,0.118497,0.0125048,0.012551,0.0867232,0.0853522,False,0.12643616666666668,0.0853461,0.0867171,-0.00137107,False,0.127668,0.127746,0.12302,0.130478,0.124911,0.124867,0.128334,0.127148,0.123321,0.129947,0.125329,0.124465,0.33738,0.337411,1.13962,1.13962,
10,initial_eval,10,1,False,False,0.0853307,0.0867018,-0.00137102,0.119893,0.118481,0.0124913,0.0125364,0.0867078,0.0853369,False,0.12641833333333333,0.0853307,0.0867018,-0.00137102,False,0.12765,0.127728,0.123003,0.130459,0.124893,0.124849,0.128316,0.12713,0.123304,0.129928,0.125312,0.124448,0.337379,0.337409,1.13979,1.1398,
11,initial_eval,11,1,False,False,0.0853153,0.0866863,-0.00137097,0.119878,0.118465,0.0124772,0.0125217,0.0866923,0.0853215,False,0.12640058333333332,0.0853153,0.0866863,-0.00137097,False,0.127632,0.127709,0.122986,0.130441,0.124876,0.124832,0.128298,0.127112,0.123287,0.12991,0.125294,0.12443,0.337377,0.337407,1.13979,1.1398,
